Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,2.7e-05,17.61132,[17 35] ; [59 26],[28.84671533 23.15328467] ; [47.15328467 37.84671533],1
a6,1,0.000154,14.320165,[21 31] ; [62 23],[31.50364964 20.49635036] ; [51.49635036 33.50364964],1
u1,1,0.000992,10.842427,[ 2 50] ; [22 63],[ 9.10948905 42.89051095] ; [14.89051095 70.10948905],1
r4,1,0.001416,10.184802,[36 16] ; [77  8],[42.89051095  9.10948905] ; [70.10948905 14.89051095],0
a2,1,0.002044,9.510015,[ 3 49] ; [23 62],[ 9.86861314 42.13138686] ; [16.13138686 68.86861314],0
r2,1,0.002389,9.223699,[41 10] ; [80  3],[46.05223881  4.94776119] ; [74.94776119  8.05223881],0
d1,1,0.005098,7.844256,[19 33] ; [52 33],[26.94890511 25.05109489] ; [44.05109489 40.94890511],0
v4,1,0.006916,7.294583,[41 11] ; [80  5],[45.9270073  6.0729927] ; [75.0729927  9.9270073],0
p10,1,0.007292,7.199484,[25 27] ; [59 24],[32.35555556 19.64444444] ; [51.64444444 31.35555556],0
v2,1,0.008266,6.974853,[17 32] ; [48 34],[24.3129771 24.6870229] ; [40.6870229 41.3129771],0
d4,1,0.012986,6.170994,[33 19] ; [70 15],[39.09489051 12.90510949] ; [63.90510949 21.09489051],0
r3,1,0.015165,5.897178,[41 11] ; [79  6],[45.54744526  6.45255474] ; [74.45255474 10.54744526],0
s1,1,0.027417,4.864339,[ 7 44] ; [ 3 82],[ 3.75 47.25] ; [ 6.25 78.75],0
p9,1,0.043368,4.080983,[26 24] ; [57 25],[31.43939394 18.56060606] ; [51.56060606 30.43939394],0
u2,1,0.047203,3.938132,[ 6 15] ; [17 13],[ 9.47058824 11.52941176] ; [13.52941176 16.47058824],0
d5,1,0.053421,3.730713,[31 21] ; [64 21],[36.05839416 15.94160584] ; [58.94160584 26.05839416],0
r1,1,0.075891,3.15078,[31 21] ; [63 22],[35.67883212 16.32116788] ; [58.32116788 26.67883212],0
a1,1,0.085993,2.947826,[ 1 51] ; [ 8 77],[ 3.41605839 48.58394161] ; [ 5.58394161 79.41605839],0
b5,1,0.09089,2.858538,[28 24] ; [58 27],[32.64233577 19.35766423] ; [53.35766423 31.64233577],0
n4,1,0.159579,1.978207,[34 18] ; [65 20],[37.57664234 14.42335766] ; [61.42335766 23.57664234],0
s3,1,0.183721,1.767264,[18 33] ; [39 44],[21.69402985 29.30597015] ; [35.30597015 47.69402985],0
v3,1,0.195982,1.672066,[15 35] ; [33 47],[18.46153846 31.53846154] ; [29.53846154 50.46153846],0
s6,1,0.220933,1.498302,[28 23] ; [55 29],[31.35555556 19.64444444] ; [51.64444444 32.35555556],0
b1,1,0.240587,1.377153,[28 24] ; [37 48],[24.67153285 27.32846715] ; [40.32846715 44.67153285],0
a5,1,0.269113,1.221264,[30 22] ; [57 28],[33.02189781 18.97810219] ; [53.97810219 31.02189781],0
a3,1,0.362191,0.830281,[30 22] ; [55 29],[32.5 19.5] ; [52.5 31.5],0
b4,1,0.367056,0.813607,[29 23] ; [54 31],[31.50364964 20.49635036] ; [51.49635036 33.50364964],0
v1,1,0.397402,0.716174,[18 33] ; [35 47],[20.32330827 30.67669173] ; [32.67669173 49.32330827],0
