Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,2.7e-05,17.61132,[17 35] ; [59 26],[28.84671533 23.15328467] ; [47.15328467 37.84671533],1
u4,1,0.399278,0.710501,[ 1 51] ; [ 4 81],[ 1.89781022 50.10218978] ; [ 3.10218978 81.89781022],0
p3,1,0.495144,0.465328,[16 36] ; [31 54],[17.83941606 34.16058394] ; [29.16058394 55.83941606],0
n3,1,0.508332,0.4375,[11  7] ; [17  7],[12.  6.] ; [16.  8.],0
s2,1,0.581567,0.303708,[20 31] ; [37 47],[21.53333333 29.46666667] ; [35.46666667 48.53333333],0
p4,1,0.605828,0.266295,[16 35] ; [30 54],[17.37777778 33.62222222] ; [28.62222222 55.37777778],0
s7,1,0.61148,0.258025,[19 31] ; [34 46],[20.38461538 29.61538462] ; [32.61538462 47.38461538],0
u3,1,0.633769,0.226984,[11 11] ; [17 13],[11.84615385 10.15384615] ; [16.15384615 13.84615385],0
p7,1,0.63479,0.225621,[18 33] ; [26 57],[16.74626866 34.25373134] ; [27.25373134 55.74626866],0
b3,1,0.670991,0.180445,[12 24] ; [20 33],[12.94382022 23.05617978] ; [19.05617978 33.94382022],0
b2,1,0.670991,0.180445,[12 24] ; [20 33],[12.94382022 23.05617978] ; [19.05617978 33.94382022],0
n5,1,0.678955,0.171304,[39 13] ; [61 24],[37.95620438 14.04379562] ; [62.04379562 22.95620438],0
p8,1,0.722322,0.126279,[13 39] ; [19 66],[12.1459854 39.8540146] ; [19.8540146 65.1459854],0
p1,1,0.781558,0.076889,[ 5 47] ; [ 7 78],[ 4.55474453 47.44525547] ; [ 7.44525547 77.55474453],0
a8,1,0.822038,0.050591,[ 4 47] ; [ 7 71],[ 4.34883721 46.65116279] ; [ 6.65116279 71.34883721],0
s5,1,0.870692,0.026497,[15 34] ; [24 58],[14.58778626 34.41221374] ; [24.41221374 57.58778626],0
d2,1,0.874092,0.02511,[24 26] ; [42 43],[24.44444444 25.55555556] ; [41.55555556 43.44444444],0
p5,1,0.90375,0.014623,[ 4 47] ; [ 7 76],[ 4.18656716 46.81343284] ; [ 6.81343284 76.18656716],0
p12,1,0.909638,0.012881,[ 4 48] ; [ 7 78],[ 4.17518248 47.82481752] ; [ 6.82481752 78.17518248],0
p6,1,0.914954,0.011405,[11 40] ; [19 66],[11.25 39.75] ; [18.75 66.25],0
n1,1,0.920167,0.010045,[ 9 11] ; [10 13],[ 8.8372093 11.1627907] ; [10.1627907 12.8372093],0
s8,1,0.92789,0.00819,[20 31] ; [34 51],[20.25 30.75] ; [33.75 51.25],0
a4,1,0.974571,0.001016,[22 29] ; [36 48],[21.91111111 29.08888889] ; [36.08888889 47.91111111],0
s4,1,0.98012,0.000621,[12 40] ; [19 64],[11.94074074 40.05925926] ; [19.05925926 63.94074074],0
p11,1,0.993611,6.4e-05,[33 19] ; [54 31],[33.02189781 18.97810219] ; [53.97810219 31.02189781],0
n2,1,1.0,0.0,[15  5] ; [18  6],[15.  5.] ; [18.  6.],0
