Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,135.44741,[202  74] ; [ 26 138],[143.01818182 132.98181818] ; [84.98181818 79.01818182],1
d5,1,0.0,123.76928,[268   7] ; [90 74],[224.25968109  50.74031891] ; [133.74031891  30.25968109],1
d3,1,0.0,109.893321,[244  32] ; [68 96],[195.70909091  80.29090909] ; [116.29090909  47.70909091],1
d4,1,0.0,109.778875,[272   3] ; [102  62],[234.28246014  40.71753986] ; [139.71753986  24.28246014],1
a2,1,0.0,54.676623,[106 172] ; [ 10 154],[ 72.95927602 205.04072398] ; [ 43.04072398 120.95927602],1
a4,1,0.0,50.927383,[167 111] ; [ 41 123],[130.82352941 147.17647059] ; [77.17647059 86.82352941],1
a5,1,0.0,50.664794,[239  39] ; [91 73],[207.55656109  70.44343891] ; [122.44343891  41.55656109],1
u1,1,0.0,41.528654,[ 80 198] ; [  6 158],[ 54.09049774 223.90950226] ; [ 31.90950226 132.09049774],1
a3,1,0.0,31.69774,[233  44] ; [98 65],[208.37954545  68.62045455] ; [122.62045455  40.37954545],1
p4,1,6.8e-05,15.860065,[193  83] ; [83 80],[173.52164009 102.47835991] ; [102.47835991  60.52164009],1
r1,1,0.000117,14.843,[241  36] ; [117  45],[225.89066059  51.10933941] ; [132.10933941  29.89066059],1
r2,1,0.000307,13.025882,[272   2] ; [150  11],[265.81149425   8.18850575] ; [156.18850575   4.81149425],1
p3,1,0.000407,12.501701,[168 109] ; [71 93],[150.12018141 126.87981859] ; [88.87981859 75.12018141],1
a7,1,0.000452,12.305833,[217  61] ; [102  61],[201.09297052  76.90702948] ; [117.90702948  45.09297052],1
s8,1,0.00048,12.1933,[186  90] ; [83 81],[168.73636364 107.26363636] ; [100.26363636  63.73636364],1
a6,1,0.001039,10.755867,[201  74] ; [95 69],[185.4214123  89.5785877] ; [110.5785877  53.4214123],0
s2,1,0.002093,9.466359,[238  40] ; [121  43],[225.79638009  52.20361991] ; [133.20361991  30.79638009],0
v3,1,0.002237,9.344267,[122 139] ; [ 51 110],[106.99763033 154.00236967] ; [66.00236967 94.99763033],0
p6,1,0.002576,9.085861,[128 148] ; [ 51 110],[113.05263158 162.94736842] ; [65.94736842 95.05263158],0
s7,1,0.003044,8.780881,[195  76] ; [91 66],[181.08878505  89.91121495] ; [104.91121495  52.08878505],0
r4,1,0.003275,8.647474,[263  15] ; [142  22],[254.72850679  23.27149321] ; [150.27149321  13.72850679],0
n2,1,0.004403,8.109797,[43 15] ; [34  1],[48.02150538  9.97849462] ; [28.97849462  6.02150538],0
v2,1,0.007225,7.2162,[167  99] ; [76 78],[153.9 112.1] ; [89.1 64.9],0
u2,1,0.009549,6.717106,[32 13] ; [29 34],[25.41666667 19.58333333] ; [35.58333333 27.41666667],0
p12,1,0.011505,6.385545,[ 41 236] ; [ 11 152],[ 32.73636364 244.26363636] ; [ 19.26363636 143.73636364],0
s5,1,0.015415,5.868441,[127 133] ; [ 58 100],[115.07177033 144.92822967] ; [69.92822967 88.07177033],0
n4,1,0.026485,4.924082,[230  47] ; [121  42],[220.97045455  56.02954545] ; [130.02954545  32.97045455],0
u4,1,0.037972,4.306283,[ 14 264] ; [  2 162],[ 10.06334842 267.93665158] ; [  5.93665158 158.06334842],0
b3,1,0.055044,3.680744,[ 79 104] ; [28 62],[ 71.72527473 111.27472527] ; [35.27472527 54.72527473],0
b2,1,0.055044,3.680744,[ 79 104] ; [28 62],[ 71.72527473 111.27472527] ; [35.27472527 54.72527473],0
u3,1,0.0828,3.009069,[32 13] ; [35 29],[27.66055046 17.33944954] ; [39.33944954 24.66055046],0
p5,1,0.086196,2.944015,[ 43 231] ; [ 16 146],[ 37.07798165 236.92201835] ; [ 21.92201835 140.07798165],0
n6,1,0.097551,2.745127,[243  32] ; [134  28],[237.24256293  37.75743707] ; [139.75743707  22.24256293],0
s6,1,0.106242,2.609246,[239  34] ; [131  29],[233.27944573  39.72055427] ; [136.72055427  23.27944573],0
v1,1,0.116124,2.468839,[157 110] ; [80 77],[149.24292453 117.75707547] ; [87.75707547 69.24292453],0
n5,1,0.156163,2.010996,[226  51] ; [123  39],[220.2118451  56.7881549] ; [128.7881549  33.2118451],0
p10,1,0.177336,1.819807,[256  22] ; [142  19],[252.03644647  25.96355353] ; [145.96355353  15.03644647],0
a1,1,0.206866,1.593221,[ 18 260] ; [  6 158],[ 15.09502262 262.90497738] ; [  8.90497738 155.09502262],0
v4,1,0.230926,1.435146,[269   9] ; [152   9],[266.60136674  11.39863326] ; [154.39863326   6.60136674],0
b5,1,0.231901,1.429162,[172 106] ; [92 72],[166.04524887 111.95475113] ; [97.95475113 66.04524887],0
s1,1,0.241089,1.374214,[ 13 263] ; [  4 158],[ 10.71232877 265.28767123] ; [  6.28767123 155.71232877],0
p8,1,0.247934,1.334909,[154 121] ; [82 81],[148.17351598 126.82648402] ; [87.82648402 75.17351598],0
n1,1,0.294809,1.09753,[28 30] ; [13 22],[25.56989247 32.43010753] ; [15.43010753 19.56989247],0
r3,1,0.307699,1.040527,[270   7] ; [156   7],[268.18636364   8.81363636] ; [157.81363636   5.18636364],0
b4,1,0.371108,0.79995,[168 110] ; [92 72],[163.52941176 114.47058824] ; [96.47058824 67.52941176],0
b1,1,0.390119,0.738573,[108 170] ; [ 57 107],[103.77828054 174.22171946] ; [ 61.22171946 102.77828054],0
p1,1,0.469092,0.524114,[ 28 249] ; [ 13 149],[ 25.87015945 251.12984055] ; [ 15.12984055 146.87015945],0
a8,1,0.496286,0.46287,[ 39 221] ; [ 27 127],[ 41.44927536 218.55072464] ; [ 24.55072464 129.44927536],0
n3,1,0.519273,0.415336,[43 15] ; [28  7],[44.27956989 13.72043011] ; [26.72043011  8.27956989],0
p11,1,0.620468,0.24521,[229  49] ; [132  32],[227.05429864  50.94570136] ; [133.94570136  30.05429864],0
p7,1,0.756481,0.096165,[181  87] ; [109  49],[182.44131455  85.55868545] ; [107.55868545  50.44131455],0
s4,1,0.892834,0.018149,[ 61 216] ; [ 35 128],[ 60.43636364 216.56363636] ; [ 35.56363636 127.43636364],0
p2,1,0.917493,0.010731,[241  37] ; [141  21],[241.35454545  36.64545455] ; [140.64545455  21.35454545],0
