Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,78.261582,[487 113] ; [49 67],[449.16201117 150.83798883] ; [86.83798883 29.16201117],1
n4,1,0.0,57.073582,[498 102] ; [60 57],[466.94560669 133.05439331] ; [91.05439331 25.94560669],1
p10,1,0.0,29.547095,[507  89] ; [71 41],[486.56497175 109.43502825] ; [91.43502825 20.56497175],1
p11,1,0.0,25.715569,[484 117] ; [69 48],[462.88718663 138.11281337] ; [90.11281337 26.88718663],1
r4,1,0.0,25.58207,[569  32] ; [95 22],[555.7994429  45.2005571] ; [108.2005571   8.7994429],1
p9,1,1e-06,25.14858,[516  77] ; [77 36],[498.08640227  94.91359773] ; [94.91359773 18.08640227],1
s6,1,2.9e-05,17.474234,[419 167] ; [60 56],[399.84900285 186.15099715] ; [79.15099715 36.84900285],1
v4,1,0.000176,14.072598,[582  17] ; [104  12],[574.7048951  24.2951049] ; [111.2951049   4.7048951],1
s7,1,0.000233,13.542862,[303 271] ; [37 73],[285.32163743 288.67836257] ; [54.67836257 55.32163743],1
p3,1,0.000375,12.652093,[322 277] ; [41 74],[304.53361345 294.46638655] ; [58.46638655 56.53361345],1
p4,1,0.00072,11.436722,[377 222] ; [53 62],[360.74229692 238.25770308] ; [69.25770308 45.74229692],1
p7,1,0.000844,11.141318,[383 203] ; [54 57],[367.40602582 218.59397418] ; [69.59397418 41.40602582],1
p2,1,0.000904,11.013844,[510  87] ; [83 31],[497.91983122  99.08016878] ; [95.08016878 18.91983122],1
u1,1,0.001051,10.73606,[137 464] ; [ 11 106],[123.88300836 477.11699164] ; [24.11699164 92.88300836],0
r3,1,0.001229,10.445835,[580  18] ; [105  11],[573.71148459  24.28851541] ; [111.28851541   4.71148459],0
v3,1,0.001604,9.955351,[248 332] ; [28 78],[233.35276968 346.64723032] ; [42.64723032 63.35276968],0
p6,1,0.002424,9.197084,[230 363] ; [26 84],[215.943101 377.056899] ; [40.056899 69.943101],0
s8,1,0.002932,8.849549,[288 308] ; [39 78],[273.34081346 322.65918654] ; [53.65918654 63.34081346],0
s5,1,0.003053,8.775361,[216 361] ; [25 85],[202.41193595 374.58806405] ; [38.58806405 71.41193595],0
p8,1,0.0059,7.580526,[316 275] ; [44 68],[302.6458037 288.3541963] ; [57.3541963 54.6458037],0
b1,1,0.008274,6.97323,[215 386] ; [57 60],[227.67688022 373.32311978] ; [44.32311978 72.67688022],0
s2,1,0.010428,6.560238,[324 272] ; [48 68],[311.39325843 284.60674157] ; [60.60674157 55.39325843],0
d1,1,0.014925,5.925344,[437 164] ; [72 45],[426.05710306 174.94289694] ; [82.94289694 34.05710306],0
a4,1,0.015353,5.875507,[314 285] ; [47 70],[302.00977654 296.99022346] ; [58.99022346 58.00977654],0
a8,1,0.026184,4.943831,[ 77 463] ; [  7 102],[ 69.89214176 470.10785824] ; [14.10785824 94.89214176],0
a5,1,0.030176,4.699222,[476 125] ; [82 35],[467.0724234 133.9275766] ; [90.9275766 26.0724234],0
v1,1,0.030197,4.698066,[332 254] ; [52 62],[321.46285714 264.53714286] ; [62.53714286 51.46285714],0
p12,1,0.054718,3.690651,[ 46 552] ; [  3 109],[ 41.27042254 556.72957746] ; [  7.72957746 104.27042254],0
s3,1,0.062876,3.459849,[340 254] ; [55 60],[330.93088858 263.06911142] ; [64.06911142 50.93088858],0
d4,1,0.064881,3.407992,[538  62] ; [98 19],[532.21757322  67.78242678] ; [103.78242678  13.21757322],0
a2,1,0.0773,3.120779,[171 430] ; [24 93],[163.22423398 437.77576602] ; [31.77576602 85.22423398],0
p5,1,0.093553,2.812149,[ 68 528] ; [  7 107],[ 62.95774648 533.04225352] ; [ 12.04225352 101.95774648],0
b2,1,0.106391,2.607027,[142 225] ; [18 46],[136.2412993 230.7587007] ; [23.7587007 40.2412993],0
b3,1,0.106391,2.607027,[142 225] ; [18 46],[136.2412993 230.7587007] ; [23.7587007 40.2412993],0
u2,1,0.111584,2.531643,[73 66] ; [23 11],[77.13294798 61.86705202] ; [18.86705202 15.13294798],0
a3,1,0.112011,2.525621,[461 138] ; [82 35],[454.26955307 144.73044693] ; [88.73044693 28.26955307],0
u3,1,0.12469,2.357404,[83 57] ; [25  9],[86.89655172 53.10344828] ; [21.10344828 12.89655172],0
d2,1,0.160685,1.967771,[333 264] ; [57 60],[326.09243697 270.90756303] ; [63.90756303 53.09243697],0
a6,1,0.208148,1.584258,[411 189] ; [87 30],[416.73640167 183.26359833] ; [81.26359833 35.73640167],0
u4,1,0.211482,1.56125,[ 17 584] ; [  1 116],[ 15.06685237 585.93314763] ; [  2.93314763 114.06685237],0
r1,1,0.259958,1.268981,[500  98] ; [92 24],[495.82072829 102.17927171] ; [96.17927171 19.82072829],0
n3,1,0.324017,0.972664,[95 35] ; [26 14],[92.52941176 37.47058824] ; [28.47058824 11.52941176],0
