Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,27.202199,[65 17] ; [16 32],[51.09230769 30.90769231] ; [29.90769231 18.09230769],1
n6,1,0.002824,8.917683,[70 12] ; [30 18],[63.07692308 18.92307692] ; [36.92307692 11.07692308],0
a8,1,0.014616,5.962231,[13 66] ; [ 1 45],[ 8.848 70.152] ; [ 5.152 40.848],0
v2,1,0.018951,5.506014,[40 42] ; [13 34],[33.68992248 48.31007752] ; [19.31007752 27.68992248],0
a5,1,0.025324,5.001617,[53 30] ; [21 27],[46.88549618 36.11450382] ; [27.11450382 20.88549618],0
a6,1,0.029262,4.752119,[62 21] ; [27 21],[56.38931298 26.61068702] ; [32.61068702 15.38931298],0
d5,1,0.030694,4.670001,[69 14] ; [32 16],[63.99236641 19.00763359] ; [37.00763359 10.99236641],0
n2,1,0.033486,4.520742,[17  3] ; [9 8],[14.05405405  5.94594595] ; [11.94594595  5.05405405],0
r4,1,0.034012,4.494101,[57 26] ; [24 24],[51.32061069 31.67938931] ; [29.67938931 18.32061069],0
a1,1,0.068863,3.30992,[ 9 74] ; [ 1 47],[ 6.33587786 76.66412214] ; [ 3.66412214 44.33587786],0
p11,1,0.073533,3.202347,[64 19] ; [30 18],[59.55725191 23.44274809] ; [34.44274809 13.55725191],0
n3,1,0.079736,3.070275,[16  4] ; [9 8],[13.51351351  6.48648649] ; [11.48648649  5.51351351],0
p3,1,0.090044,2.87358,[41 42] ; [16 31],[36.39230769 46.60769231] ; [20.60769231 26.39230769],0
p5,1,0.103231,2.654907,[11 71] ; [ 2 44],[ 8.328125 73.671875] ; [ 4.671875 41.328125],0
v3,1,0.108023,2.582914,[29 53] ; [10 36],[24.984375 57.015625] ; [14.015625 31.984375],0
a3,1,0.108722,2.572697,[55 28] ; [25 23],[50.6870229 32.3129771] ; [29.3129771 18.6870229],0
p9,1,0.136583,2.216042,[68 14] ; [33 13],[64.703125 17.296875] ; [36.296875  9.703125],0
s4,1,0.163697,1.939741,[14 69] ; [13 35],[17.10687023 65.89312977] ; [ 9.89312977 38.10687023],0
v1,1,0.185525,1.752804,[37 41] ; [17 31],[33.42857143 44.57142857] ; [20.57142857 27.42857143],0
s6,1,0.186086,1.748334,[46 35] ; [21 26],[42.3984375 38.6015625] ; [24.6015625 22.3984375],0
d4,1,0.194312,1.684619,[67 16] ; [34 14],[63.99236641 19.00763359] ; [37.00763359 10.99236641],0
p12,1,0.201998,1.627869,[ 6 76] ; [ 1 47],[ 4.41538462 77.58461538] ; [ 2.58461538 45.41538462],0
p7,1,0.217599,1.520134,[44 38] ; [19 26],[40.67716535 41.32283465] ; [22.32283465 22.67716535],0
p4,1,0.223139,1.484066,[42 41] ; [19 29],[38.64885496 44.35114504] ; [22.35114504 25.64885496],0
u2,1,0.265623,1.239213,[16 11] ; [10 13],[14.04 12.96] ; [11.96 11.04],0
r2,1,0.303503,1.058738,[65 12] ; [37 11],[62.832 14.168] ; [39.168  8.832],0
p10,1,0.30554,1.049857,[63 18] ; [32 14],[60.59055118 20.40944882] ; [34.40944882 11.59055118],0
s3,1,0.33994,0.910659,[40 43] ; [19 29],[37.38167939 45.61832061] ; [21.61832061 26.38167939],0
n1,1,0.386671,0.749384,[ 7 12] ; [ 4 13],[ 5.80555556 13.19444444] ; [ 5.19444444 11.80555556],0
p6,1,0.419405,0.651982,[28 53] ; [13 34],[25.9453125 55.0546875] ; [15.0546875 31.9453125],0
s8,1,0.442086,0.590863,[26 57] ; [12 36],[24.07633588 58.92366412] ; [13.92366412 34.07633588],0
a2,1,0.507222,0.439795,[12 71] ; [ 5 43],[10.77099237 72.22900763] ; [ 6.22900763 41.77099237],0
a4,1,0.530495,0.393444,[25 58] ; [12 36],[23.44274809 59.55725191] ; [13.55725191 34.44274809],0
b4,1,0.53075,0.392955,[53 30] ; [28 20],[51.32061069 31.67938931] ; [29.67938931 18.32061069],0
