Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,31.449481,[73 23] ; [ 5 23],[60.38709677 35.61290323] ; [17.61290323 10.38709677],1
r3,1,9e-06,19.618208,[80 15] ; [12 16],[71.05691057 23.94308943] ; [20.94308943  7.05691057],1
p2,1,2.7e-05,17.633043,[57 39] ; [ 4 24],[47.22580645 48.77419355] ; [13.77419355 14.22580645],1
r2,1,0.000505,12.096312,[84 11] ; [16 11],[77.86885246 17.13114754] ; [22.13114754  4.86885246],1
u3,1,0.000592,11.800394,[27 16] ; [ 2 14],[21.13559322 21.86440678] ; [7.86440678 8.13559322],1
n2,1,0.000941,10.939955,[24 11] ; [ 3 13],[18.52941176 16.47058824] ; [8.47058824 7.52941176],1
n3,1,0.00136,10.259123,[23 10] ; [ 3 12],[17.875 15.125] ; [8.125 6.875],0
r1,1,0.00453,8.058016,[69 27] ; [12 16],[62.70967742 33.29032258] ; [18.29032258  9.70967742],0
p11,1,0.00868,6.887539,[51 45] ; [ 7 21],[44.90322581 51.09677419] ; [13.09677419 14.90322581],0
n6,1,0.010842,6.491021,[65 31] ; [11 16],[59.31707317 36.68292683] ; [16.68292683 10.31707317],0
d5,1,0.011577,6.374541,[72 24] ; [14 14],[66.58064516 29.41935484] ; [19.41935484  8.58064516],0
p7,1,0.01846,5.551963,[44 51] ; [ 6 22],[38.61788618 56.38211382] ; [11.38211382 16.61788618],0
p10,1,0.028531,4.795711,[30 65] ; [ 3 25],[25.48780488 69.51219512] ; [ 7.51219512 20.48780488],0
u2,1,0.028561,4.793878,[24 18] ; [ 4 12],[20.27586207 21.72413793] ; [7.72413793 8.27586207],0
s6,1,0.032873,4.552397,[42 54] ; [ 6 22],[37.16129032 58.83870968] ; [10.83870968 17.16129032],0
p8,1,0.040678,4.189383,[34 62] ; [ 4 23],[29.65853659 66.34146341] ; [ 8.34146341 18.65853659],0
p4,1,0.042915,4.098756,[40 54] ; [ 6 22],[35.44262295 58.55737705] ; [10.55737705 17.44262295],0
a6,1,0.047666,3.921727,[58 38] ; [11 17],[53.41935484 42.58064516] ; [15.58064516 12.41935484],0
s1,1,0.057434,3.609984,[ 4 91] ; [ 4 24],[ 6.17886179 88.82113821] ; [ 1.82113821 26.17886179],0
s8,1,0.063041,3.455516,[22 74] ; [ 2 26],[18.58064516 77.41935484] ; [ 5.41935484 22.58064516],0
p3,1,0.088273,2.905591,[29 66] ; [ 4 24],[25.48780488 69.51219512] ; [ 7.51219512 20.48780488],0
