Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000169,14.142964,[1 3] ; [72  8],[3.47619048 0.52380952] ; [69.52380952 10.47619048],1
n6,1,0.019101,5.49222,[1 3] ; [61 18],[2.98795181 1.01204819] ; [59.01204819 19.98795181],0
p4,1,0.070076,3.28125,[1 3] ; [55 25],[2.66666667 1.33333333] ; [53.33333333 26.66666667],0
r1,1,0.081035,3.044013,[1 3] ; [54 26],[2.61904762 1.38095238] ; [52.38095238 27.61904762],0
s6,1,0.08914,2.889829,[1 3] ; [52 26],[2.58536585 1.41463415] ; [50.41463415 27.58536585],0
p11,1,0.153576,2.036364,[2 2] ; [64 16],[3.14285714 0.85714286] ; [62.85714286 17.14285714],0
b1,1,0.165857,1.92,[3 1] ; [32 48],[1.66666667 2.33333333] ; [33.33333333 46.66666667],0
d3,1,0.198796,1.651198,[1 3] ; [45 33],[2.24390244 1.75609756] ; [43.75609756 34.24390244],0
r2,1,0.279929,1.167434,[3 1] ; [73  7],[3.61904762 0.38095238] ; [72.38095238  7.61904762],0
a6,1,0.282915,1.153035,[1 3] ; [42 38],[2.04761905 1.95238095] ; [40.95238095 39.04761905],0
a3,1,0.29382,1.102036,[1 3] ; [41 38],[2.02409639 1.97590361] ; [39.97590361 39.02409639],0
v1,1,0.317128,1.000755,[1 3] ; [40 39],[1.97590361 2.02409639] ; [39.02409639 39.97590361],0
v2,1,0.329265,0.951786,[3 1] ; [39 39],[2.04878049 1.95121951] ; [39.95121951 38.04878049],0
d4,1,0.330995,0.945,[2 2] ; [58 22],[2.85714286 1.14285714] ; [57.14285714 22.85714286],0
p3,1,0.353326,0.861477,[1 3] ; [39 41],[1.9047619 2.0952381] ; [38.0952381 41.9047619],0
b4,1,0.378556,0.775385,[3 1] ; [42 38],[2.14285714 1.85714286] ; [42.85714286 37.14285714],0
p7,1,0.391025,0.735751,[2 1] ; [68 12],[2.53012048 0.46987952] ; [67.46987952 12.53012048],0
n4,1,0.398451,0.712997,[2 2] ; [56 24],[2.76190476 1.23809524] ; [55.23809524 24.76190476],0
p8,1,0.504711,0.445016,[2 2] ; [53 27],[2.61904762 1.38095238] ; [52.38095238 27.61904762],0
s7,1,0.541175,0.373367,[2 1] ; [37 39],[1.48101266 1.51898734] ; [37.51898734 38.48101266],0
a7,1,0.567925,0.326167,[2 2] ; [50 28],[2.53658537 1.46341463] ; [49.46341463 28.53658537],0
p1,1,0.589437,0.291224,[1 3] ; [12 68],[0.61904762 3.38095238] ; [12.38095238 67.61904762],0
u3,1,0.607157,0.264336,[2 1] ; [20 19],[1.57142857 1.42857143] ; [20.42857143 18.57142857],0
p5,1,0.646767,0.21,[1 3] ; [13 67],[0.66666667 3.33333333] ; [13.33333333 66.66666667],0
s8,1,0.653,0.202139,[2 2] ; [31 49],[1.57142857 2.42857143] ; [31.42857143 48.57142857],0
n2,1,0.72158,0.126984,[2 1] ; [16  5],[2.25 0.75] ; [15.75  5.25],0
d5,1,0.741775,0.108572,[3 1] ; [53 26],[2.69879518 1.30120482] ; [53.30120482 25.69879518],0
n1,1,0.754293,0.097959,[2 1] ; [12  9],[1.75 1.25] ; [12.25  8.75],0
s4,1,0.776435,0.080638,[1 3] ; [15 63],[0.7804878 3.2195122] ; [15.2195122 62.7804878],0
p10,1,0.791878,0.069629,[3 1] ; [55 25],[2.76190476 1.23809524] ; [55.23809524 24.76190476],0
b2,1,0.850814,0.035374,[1 2] ; [19 30],[1.15384615 1.84615385] ; [18.84615385 30.15384615],0
b3,1,0.850814,0.035374,[1 2] ; [19 30],[1.15384615 1.84615385] ; [18.84615385 30.15384615],0
s5,1,0.864998,0.028905,[1 3] ; [22 54],[1.15 2.85] ; [21.85 54.15],0
s3,1,0.883322,0.021538,[2 2] ; [43 37],[2.14285714 1.85714286] ; [42.85714286 37.14285714],0
d2,1,0.907151,0.013603,[1 3] ; [18 62],[0.9047619 3.0952381] ; [18.0952381 61.9047619],0
d1,1,0.912864,0.011974,[1 3] ; [22 58],[1.0952381 2.9047619] ; [21.9047619 58.0952381],0
n5,1,0.95432,0.003281,[3 1] ; [61 19],[3.04761905 0.95238095] ; [60.95238095 19.04761905],0
s2,1,0.961072,0.002382,[2 2] ; [39 41],[1.95238095 2.04761905] ; [39.04761905 40.95238095],0
p9,1,1.0,0.0,[3 1] ; [60 20],[3. 1.] ; [60. 20.],0
