Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,9e-06,19.695085,[84 19] ; [21 25],[72.58389262 30.41610738] ; [32.41610738 13.58389262],1
n6,1,0.000232,13.551465,[87 16] ; [26 20],[78.11409396 24.88590604] ; [34.88590604 11.11409396],1
p10,1,0.003718,8.41683,[68 34] ; [19 27],[59.95945946 42.04054054] ; [27.04054054 18.95945946],0
p9,1,0.009592,6.709069,[72 28] ; [23 23],[65.06849315 34.93150685] ; [29.93150685 16.06849315],0
v2,1,0.01681,5.716062,[22 75] ; [19 26],[28.00704225 68.99295775] ; [12.99295775 32.00704225],0
s7,1,0.029001,4.767574,[45 53] ; [11 31],[39.2 58.8] ; [16.8 25.2],0
s8,1,0.045864,3.986572,[37 66] ; [ 9 37],[31.79865772 71.20134228] ; [14.20134228 31.79865772],0
p11,1,0.049521,3.857611,[73 30] ; [25 21],[67.74496644 35.25503356] ; [30.25503356 15.74496644],0
s6,1,0.050628,3.82055,[56 43] ; [18 28],[50.52413793 48.47586207] ; [23.47586207 22.52413793],0
p5,1,0.077971,3.106701,[11 92] ; [ 1 45],[ 8.29530201 94.70469799] ; [ 3.70469799 42.29530201],0
d3,1,0.082714,3.010757,[36 67] ; [23 23],[40.7852349 62.2147651] ; [18.2147651 27.7852349],0
b4,1,0.118245,2.440419,[53 50] ; [30 16],[57.37583893 45.62416107] ; [25.62416107 20.37583893],0
u2,1,0.131923,2.269728,[18 25] ; [13  8],[20.828125 22.171875] ; [10.171875 10.828125],0
d4,1,0.212368,1.55521,[60 42] ; [32 14],[63.40540541 38.59459459] ; [28.59459459 17.40540541],0
u1,1,0.247543,1.33712,[ 7 96] ; [ 1 45],[ 5.53020134 97.46979866] ; [ 2.46979866 43.53020134],0
r3,1,0.261445,1.261087,[79 24] ; [39  7],[81.5704698 21.4295302] ; [36.4295302  9.5704698],0
a8,1,0.269934,1.217084,[10 87] ; [ 2 41],[ 8.31428571 88.68571429] ; [ 3.68571429 39.31428571],0
u3,1,0.28884,1.125021,[13 31] ; [ 9 12],[14.89230769 29.10769231] ; [ 7.10769231 13.89230769],0
p1,1,0.336463,0.923863,[12 91] ; [ 3 43],[10.36912752 92.63087248] ; [ 4.63087248 41.36912752],0
p2,1,0.421983,0.644787,[69 33] ; [28 18],[66.85135135 35.14864865] ; [30.14864865 15.85135135],0
a5,1,0.434336,0.611201,[63 40] ; [25 21],[60.83221477 42.16778523] ; [27.16778523 18.83221477],0
a6,1,0.441153,0.593283,[45 58] ; [17 29],[42.8590604 60.1409396] ; [19.1409396 26.8590604],0
b1,1,0.444804,0.583859,[49 54] ; [25 21],[51.15436242 51.84563758] ; [22.84563758 23.15436242],0
r4,1,0.464775,0.534372,[70 33] ; [34 12],[71.89261745 31.10738255] ; [32.10738255 13.89261745],0
a1,1,0.481998,0.494339,[ 4 99] ; [ 3 43],[ 4.83892617 98.16107383] ; [ 2.16107383 43.83892617],0
s5,1,0.534123,0.386541,[28 71] ; [10 33],[26.49295775 72.50704225] ; [11.50704225 31.49295775],0
u4,1,0.555514,0.347531,[  1 102] ; [ 1 45],[  1.38255034 101.61744966] ; [ 0.61744966 45.38255034],0
v4,1,0.556345,0.346072,[84 18] ; [36 10],[82.7027027 19.2972973] ; [37.2972973  8.7027027],0
a2,1,0.562238,0.335843,[ 7 96] ; [ 2 44],[ 6.22147651 96.77852349] ; [ 2.77852349 43.22147651],0
p6,1,0.622124,0.242893,[31 70] ; [12 33],[29.74657534 71.25342466] ; [13.25342466 31.74657534],0
