Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,3.4e-05,17.154135,[20 20] ; [80 15],[29.62962963 10.37037037] ; [70.37037037 24.62962963],1
v4,1,0.000114,14.888057,[23 17] ; [83 12],[31.40740741  8.59259259] ; [74.59259259 20.40740741],1
r4,1,0.000197,13.862275,[11 29] ; [60 36],[20.88235294 19.11764706] ; [50.11764706 45.88235294],1
p11,1,0.000453,12.298254,[15 25] ; [67 29],[24.11764706 15.88235294] ; [57.88235294 38.11764706],1
p10,1,0.002902,8.868384,[18 22] ; [67 26],[25.56390977 14.43609023] ; [59.43609023 33.56390977],0
b1,1,0.003987,8.289524,[24 16] ; [32 64],[16.47058824 23.52941176] ; [39.52941176 56.47058824],0
p2,1,0.008243,6.979853,[20 19] ; [71 24],[26.48507463 12.51492537] ; [64.51492537 30.48507463],0
a1,1,0.009363,6.752194,[ 7 33] ; [ 4 92],[ 3.23529412 36.76470588] ; [ 7.76470588 88.23529412],0
p9,1,0.009592,6.709103,[23 17] ; [73 19],[29.09090909 10.90909091] ; [66.90909091 25.09090909],0
p8,1,0.041758,4.144975,[ 9 30] ; [40 56],[14.15555556 24.84444444] ; [34.84444444 61.15555556],0
n4,1,0.042472,4.116287,[17 23] ; [59 37],[22.35294118 17.64705882] ; [53.64705882 42.35294118],0
d2,1,0.089658,2.880504,[18 22] ; [28 66],[13.73134328 26.26865672] ; [32.26865672 61.73134328],0
n5,1,0.102356,2.668444,[21 19] ; [64 31],[25.18518519 14.81481481] ; [59.81481481 35.18518519],0
s6,1,0.109265,2.564819,[12 28] ; [43 53],[16.17647059 23.82352941] ; [38.82352941 57.17647059],0
n2,1,0.110972,2.540323,[7 7] ; [23  8],[9.33333333 4.66666667] ; [20.66666667 10.33333333],0
a5,1,0.132184,2.266667,[16 24] ; [52 44],[20. 20.] ; [48. 48.],0
a2,1,0.13768,2.203704,[ 5 35] ; [ 5 91],[ 2.94117647 37.05882353] ; [ 7.05882353 88.94117647],0
p4,1,0.184472,1.76122,[13 27] ; [43 53],[16.47058824 23.52941176] ; [39.52941176 56.47058824],0
u3,1,0.201015,1.634985,[10 12] ; [13 31],[ 7.66666667 14.33333333] ; [15.33333333 28.66666667],0
p3,1,0.219543,1.507355,[11 29] ; [37 59],[14.11764706 25.88235294] ; [33.88235294 62.11764706],0
b5,1,0.230478,1.43791,[21 19] ; [61 35],[24.11764706 15.88235294] ; [57.88235294 38.11764706],0
d5,1,0.235132,1.409546,[20 20] ; [58 37],[23.11111111 16.88888889] ; [54.88888889 40.11111111],0
a4,1,0.250688,1.319466,[14 26] ; [24 71],[11.25925926 28.74074074] ; [26.74074074 68.25925926],0
p1,1,0.252261,1.310741,[ 6 34] ; [ 8 87],[ 4.14814815 35.85185185] ; [ 9.85185185 85.14814815],0
n1,1,0.25577,1.291509,[7 7] ; [10 21],[5.28888889 8.71111111] ; [11.71111111 19.28888889],0
r2,1,0.257162,1.28397,[27 12] ; [73 20],[29.54545455  9.45454545] ; [70.45454545 22.54545455],0
s2,1,0.314344,1.012335,[11 29] ; [35 61],[13.52941176 26.47058824] ; [32.47058824 63.52941176],0
s7,1,0.330101,0.948501,[ 9 30] ; [29 63],[11.3129771 27.6870229] ; [26.6870229 65.3129771],0
a3,1,0.356682,0.849542,[18 22] ; [51 44],[20.44444444 19.55555556] ; [48.55555556 46.44444444],0
n3,1,0.357467,0.846774,[7 7] ; [20 11],[8.4 5.6] ; [18.6 12.4],0
s1,1,0.358993,0.841414,[ 2 38] ; [ 2 94],[ 1.17647059 38.82352941] ; [ 2.82352941 93.17647059],0
s5,1,0.385644,0.752631,[ 6 34] ; [20 73],[ 7.81954887 32.18045113] ; [18.18045113 74.81954887],0
v1,1,0.407403,0.686366,[11 28] ; [20 73],[ 9.15909091 29.84090909] ; [21.84090909 71.15909091],0
b4,1,0.411866,0.673409,[19 21] ; [53 43],[21.17647059 18.82352941] ; [50.82352941 45.17647059],0
s8,1,0.482236,0.493802,[ 7 33] ; [22 74],[ 8.52941176 31.47058824] ; [20.47058824 75.52941176],0
