Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.0,43.888999,[29 83] ; [44 11],[48.95808383 63.04191617] ; [24.04191617 30.95808383],1
s3,1,0.0,37.31403,[27 82] ; [41 14],[45.19512195 63.80487805] ; [22.80487805 32.19512195],1
s8,1,0.0,27.404419,[ 10 102] ; [24 31],[22.80239521 89.19760479] ; [11.19760479 43.80239521],1
s7,1,0.0,25.517874,[18 87] ; [28 21],[31.36363636 73.63636364] ; [14.63636364 34.36363636],1
r3,1,0.000605,11.759328,[73 38] ; [49  5],[82.07272727 28.92727273] ; [39.92727273 14.07272727],1
r1,1,0.000748,11.366727,[63 47] ; [46  9],[72.66666667 37.33333333] ; [36.33333333 18.66666667],1
r4,1,0.002644,9.038355,[63 49] ; [44 11],[71.76047904 40.23952096] ; [35.23952096 19.76047904],0
p4,1,0.006025,7.542857,[32 78] ; [28 27],[40. 70.] ; [20. 35.],0
p9,1,0.008513,6.922299,[45 62] ; [34 19],[52.83125 54.16875] ; [26.16875 26.83125],0
p2,1,0.008956,6.831519,[55 56] ; [39 16],[62.85542169 48.14457831] ; [31.14457831 23.85542169],0
p10,1,0.010219,6.596402,[37 73] ; [29 24],[44.5398773 65.4601227] ; [21.4601227 31.5398773],0
s1,1,0.018226,5.574324,[  6 105] ; [ 9 45],[ 10.09090909 100.90909091] ; [ 4.90909091 49.09090909],0
u1,1,0.025221,5.008681,[  9 103] ; [11 44],[13.41317365 98.58682635] ; [ 6.58682635 48.41317365],0
v2,1,0.030712,4.668995,[35 74] ; [25 25],[41.13207547 67.86792453] ; [18.86792453 31.13207547],0
u3,1,0.033169,4.537049,[19 29] ; [13  6],[22.92537313 25.07462687] ; [9.07462687 9.92537313],0
p6,1,0.03585,4.404232,[17 92] ; [16 38],[22.06748466 86.93251534] ; [10.93251534 43.06748466],0
u2,1,0.074346,3.184368,[16 31] ; [11  8],[19.22727273 27.77272727] ; [ 7.77272727 11.22727273],0
d4,1,0.092148,2.836443,[72 39] ; [42 12],[76.69090909 34.30909091] ; [37.30909091 16.69090909],0
p1,1,0.094786,2.791151,[  6 106] ; [ 7 48],[  8.71856287 103.28143713] ; [ 4.28143713 50.71856287],0
r2,1,0.129968,2.292884,[86 22] ; [49  6],[89.44785276 18.55214724] ; [45.55214724  9.44785276],0
n3,1,0.155783,2.014693,[23 22] ; [14  6],[25.61538462 19.38461538] ; [11.38461538  8.61538462],0
p7,1,0.163089,1.945351,[42 67] ; [27 27],[46.14110429 62.85889571] ; [22.85889571 31.14110429],0
v4,1,0.17352,1.852268,[84 26] ; [47  8],[87.33333333 22.66666667] ; [43.66666667 11.33333333],0
s4,1,0.179919,1.798294,[ 12 100] ; [10 45],[14.75449102 97.24550898] ; [ 7.24550898 47.75449102],0
v3,1,0.194834,1.680681,[28 80] ; [18 32],[31.44303797 76.55696203] ; [14.55696203 35.44303797],0
n6,1,0.216597,1.526775,[65 46] ; [37 17],[68.61818182 42.38181818] ; [33.38181818 20.61818182],0
p3,1,0.283679,1.149381,[31 79] ; [20 35],[34. 76.] ; [17. 38.],0
n2,1,0.328354,0.95538,[25 23] ; [13  7],[26.82352941 21.17647059] ; [11.17647059  8.82352941],0
p8,1,0.3599,0.838242,[31 79] ; [19 35],[33.53658537 76.46341463] ; [16.46341463 37.53658537],0
v1,1,0.458686,0.5491,[37 75] ; [21 33],[39.13253012 72.86746988] ; [18.86746988 35.13253012],0
d2,1,0.482725,0.492701,[45 66] ; [25 29],[47.09090909 63.90909091] ; [22.90909091 31.09090909],0
d3,1,0.512175,0.429621,[61 50] ; [32 21],[62.94512195 48.05487805] ; [30.05487805 22.94512195],0
d5,1,0.541089,0.373526,[75 37] ; [38 15],[76.7030303 35.2969697] ; [36.2969697 16.7030303],0
n5,1,0.557536,0.343988,[69 42] ; [31 23],[67.27272727 43.72727273] ; [32.72727273 21.27272727],0
a7,1,0.563741,0.333268,[71 40] ; [37 17],[72.65454545 38.34545455] ; [35.34545455 18.65454545],0
b1,1,0.580691,0.305118,[56 56] ; [30 25],[57.67664671 54.32335329] ; [28.32335329 26.67664671],0
b2,1,0.640023,0.218712,[23 41] ; [ 8 18],[22.04444444 41.95555556] ; [ 8.95555556 17.04444444],0
b3,1,0.640023,0.218712,[23 41] ; [ 8 18],[22.04444444 41.95555556] ; [ 8.95555556 17.04444444],0
b5,1,0.670459,0.181065,[69 43] ; [32 23],[67.73652695 44.26347305] ; [33.26347305 21.73652695],0
n1,1,0.676658,0.173912,[19 28] ; [ 7 13],[18.23880597 28.76119403] ; [ 7.76119403 12.23880597],0
a3,1,0.702075,0.146322,[64 45] ; [34 21],[65.13414634 43.86585366] ; [32.86585366 22.13414634],0
a5,1,0.729453,0.119614,[62 50] ; [32 23],[63.04191617 48.95808383] ; [30.95808383 24.04191617],0
n4,1,0.787712,0.072513,[67 44] ; [32 23],[66.19879518 44.80120482] ; [32.80120482 22.19879518],0
p5,1,0.797727,0.065685,[  5 105] ; [ 3 52],[  5.33333333 104.66666667] ; [ 2.66666667 52.33333333],0
a6,1,0.803109,0.062163,[62 50] ; [31 23],[62.74698795 49.25301205] ; [30.25301205 23.74698795],0
a8,1,0.805555,0.060597,[ 7 94] ; [ 3 48],[ 6.64473684 94.35526316] ; [ 3.35526316 47.64473684],0
a1,1,0.817125,0.053474,[  9 103] ; [ 5 50],[  9.38922156 102.61077844] ; [ 4.61077844 50.38922156],0
a4,1,0.819589,0.052018,[40 70] ; [21 34],[40.66666667 69.33333333] ; [20.33333333 34.66666667],0
d1,1,0.834916,0.043431,[49 63] ; [25 30],[49.62874251 62.37125749] ; [24.37125749 30.62874251],0
a2,1,0.956558,0.002967,[22 90] ; [11 44],[22.13173653 89.86826347] ; [10.86826347 44.13173653],0
b4,1,0.995273,3.5e-05,[59 53] ; [29 26],[59.01796407 52.98203593] ; [28.98203593 26.01796407],0
