Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,185.724611,[  5 114] ; [418 168],[71.4 47.6] ; [351.6 234.4],1
d3,1,0.0,126.382357,[31 86] ; [461 125],[81.88335704 35.11664296] ; [410.11664296 175.88335704],1
d5,1,0.0,105.483516,[57 61] ; [518  68],[96.37784091 21.62215909] ; [478.62215909 107.37784091],1
d2,1,0.0,38.441585,[26 93] ; [310 275],[56.79545455 62.20454545] ; [279.20454545 305.79545455],1
a3,1,0.0,30.583768,[62 57] ; [449 135],[86.49928876 32.50071124] ; [424.50071124 159.49928876],1
a4,1,0.0,26.01214,[29 90] ; [292 293],[54.25994318 64.74005682] ; [266.74005682 318.25994318],1
a5,1,2e-06,22.312034,[70 49] ; [464 122],[90.13617021 28.86382979] ; [443.86382979 142.13617021],1
u1,1,1.3e-05,19.028655,[  5 114] ; [124 462],[21.77446809 97.22553191] ; [107.22553191 478.77446809],1
a2,1,3.7e-05,17.039186,[ 11 108] ; [158 428],[28.52624113 90.47375887] ; [140.47375887 445.52624113],1
r1,1,0.000574,11.859264,[81 37] ; [481 102],[94.60199715 23.39800285] ; [467.39800285 115.60199715],1
s2,1,0.004357,8.128588,[49 68] ; [327 254],[63.02578797 53.97421203] ; [312.97421203 268.02578797],0
s5,1,0.010234,6.593638,[30 85] ; [217 343],[42.08148148 72.91851852] ; [204.91851852 355.08148148],0
r4,1,0.011774,6.344647,[101  18] ; [540  46],[108.19716312  10.80283688] ; [532.80283688  53.19716312],0
p2,1,0.014862,5.932722,[95 24] ; [513  69],[103.2125535  15.7874465] ; [504.7874465  77.2125535],0
p1,1,0.018882,5.512387,[ 18 101] ; [ 48 535],[ 11.18803419 107.81196581] ; [ 54.81196581 528.18803419],0
b2,1,0.025978,4.957483,[18 48] ; [147 204],[26.11510791 39.88489209] ; [138.88489209 212.11510791],0
b3,1,0.025978,4.957483,[18 48] ; [147 204],[26.11510791 39.88489209] ; [138.88489209 212.11510791],0
a1,1,0.029594,4.732737,[  1 118] ; [ 32 554],[  5.57021277 113.42978723] ; [ 27.42978723 558.57021277],0
p4,1,0.031163,4.643966,[65 54] ; [380 204],[75.32716927 43.67283073] ; [369.67283073 214.32716927],0
v4,1,0.037684,4.31924,[109   9] ; [561  20],[113.10443491   4.89556509] ; [556.89556509  24.10443491],0
a7,1,0.049209,3.868218,[78 40] ; [438 147],[86.6116643 31.3883357] ; [429.3883357 155.6116643],0
u2,1,0.060178,3.532473,[28 29] ; [86 49],[33.84375 23.15625] ; [80.15625 54.84375],0
b4,1,0.076614,3.135305,[60 59] ; [347 239],[68.69929078 50.30070922] ; [338.30070922 247.69929078],0
a8,1,0.082634,3.012325,[  9 102] ; [ 76 458],[14.62790698 96.37209302] ; [ 70.37209302 463.62790698],0
s3,1,0.092299,2.833807,[58 58] ; [338 240],[66.19020173 49.80979827] ; [329.80979827 248.19020173],0
v2,1,0.095181,2.784496,[57 54] ; [336 225],[64.91517857 46.08482143] ; [328.08482143 232.91517857],0
r3,1,0.114952,2.484782,[110   8] ; [561  21],[113.11142857   4.88857143] ; [557.88857143  24.11142857],0
n4,1,0.120921,2.405356,[87 32] ; [466 120],[93.34326241 25.65673759] ; [459.65673759 126.34326241],0
