Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,185.724611,[  5 114] ; [418 168],[71.4 47.6] ; [351.6 234.4],1
s8,1,0.124917,2.354562,[49 70] ; [285 298],[56.61823362 62.38176638] ; [277.38176638 305.61823362],0
p6,1,0.138864,2.190499,[39 79] ; [234 346],[46.15186246 71.84813754] ; [226.84813754 353.15186246],0
n6,1,0.157699,1.996156,[99 20] ; [511  70],[103.7  15.3] ; [506.3  74.7],0
v3,1,0.170308,1.880234,[41 76] ; [235 326],[47.62831858 69.37168142] ; [228.37168142 332.62831858],0
u3,1,0.173292,1.854236,[29 28] ; [83 52],[33.25 23.75] ; [78.75 56.25],0
p7,1,0.191899,1.702981,[73 45] ; [388 182],[79.06686047 38.93313953] ; [381.93313953 188.06686047],0
v1,1,0.21449,1.54086,[60 55] ; [332 236],[66.00292826 48.99707174] ; [325.99707174 242.00292826],0
a6,1,0.221375,1.495435,[76 43] ; [407 178],[81.64346591 37.35653409] ; [401.35653409 183.64346591],0
n3,1,0.244287,1.355683,[23  5] ; [82 33],[20.55944056  7.44055944] ; [84.44055944 30.55944056],0
p3,1,0.248285,1.332927,[58 61] ; [319 266],[63.72585227 55.27414773] ; [313.27414773 271.72585227],0
r2,1,0.255479,1.293093,[109   9] ; [549  29],[111.55747126   6.44252874] ; [546.44252874  31.55747126],0
s7,1,0.30058,1.071618,[52 59] ; [294 269],[56.98219585 54.01780415] ; [289.01780415 273.98219585],0
s1,1,0.328809,0.953583,[  5 113] ; [ 15 564],[  3.38593974 114.61406026] ; [ 16.61406026 562.38593974],0
n2,1,0.375435,0.785595,[23  5] ; [86 30],[21.19444444  6.80555556] ; [87.80555556 28.19444444],0
s6,1,0.382774,0.761773,[77 38] ; [407 166],[80.90116279 34.09883721] ; [403.09883721 169.90116279],0
b1,1,0.403602,0.697567,[46 73] ; [203 383],[42.02978723 76.97021277] ; [206.97021277 379.02978723],0
p11,1,0.410163,0.678327,[98 21] ; [500  86],[100.93900709  18.06099291] ; [497.06099291  88.93900709],0
p12,1,0.419601,0.651432,[  9 110] ; [ 58 525],[ 11.35754986 107.64245014] ; [ 55.64245014 527.35754986],0
n5,1,0.441992,0.591105,[96 22] ; [455 127],[92.88285714 25.11714286] ; [458.11714286 123.88285714],0
s4,1,0.478503,0.502274,[24 94] ; [102 478],[21.3008596 96.6991404] ; [104.6991404 475.3008596],0
b5,1,0.507464,0.439292,[68 51] ; [354 232],[71.23120567 47.76879433] ; [350.76879433 235.23120567],0
p5,1,0.52337,0.407246,[ 14 105] ; [ 81 499],[ 16.17310443 102.82689557] ; [ 78.82689557 501.17310443],0
n1,1,0.696787,0.151836,[11 17] ; [41 75],[10.11111111 17.88888889] ; [41.88888889 74.11111111],0
p8,1,0.854624,0.03357,[65 52] ; [327 252],[65.89655172 51.10344828] ; [326.10344828 252.89655172],0
