Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,2.2e-05,18.008035,[34 13] ; [ 5 20],[25.45833333 21.54166667] ; [13.54166667 11.45833333],1
p10,1,0.000745,11.37229,[33 13] ; [ 8 18],[26.19444444 19.80555556] ; [14.80555556 11.19444444],1
p11,1,0.001623,9.933685,[34 14] ; [ 9 18],[27.52 20.48] ; [15.48 11.52],0
p9,1,0.002403,9.213082,[35  9] ; [12 15],[29.12676056 14.87323944] ; [17.87323944  9.12676056],0
s7,1,0.005466,7.718589,[22 21] ; [ 4 20],[16.68656716 26.31343284] ; [ 9.31343284 14.68656716],0
b1,1,0.01171,6.354243,[23 25] ; [21  6],[28.16 19.84] ; [15.84 11.16],0
p6,1,0.013972,6.041708,[17 31] ; [ 2 22],[12.66666667 35.33333333] ; [ 6.33333333 17.66666667],0
p4,1,0.015663,5.84037,[27 21] ; [ 7 19],[22.05405405 25.94594595] ; [11.94594595 14.05405405],0
n5,1,0.016203,5.780705,[37 10] ; [14 13],[32.39189189 14.60810811] ; [18.60810811  8.39189189],0
p3,1,0.037915,4.308831,[21 26] ; [ 5 20],[16.97222222 30.02777778] ; [ 9.02777778 15.97222222],0
s8,1,0.044646,4.031971,[15 32] ; [ 3 24],[11.43243243 35.56756757] ; [ 6.56756757 20.43243243],0
s2,1,0.058412,3.581899,[18 27] ; [ 5 22],[14.375 30.625] ; [ 8.625 18.375],0
v4,1,0.064078,3.428571,[30 15] ; [12 15],[26.25 18.75] ; [15.75 11.25],0
p8,1,0.082024,3.024341,[17 31] ; [ 4 21],[13.80821918 34.19178082] ; [ 7.19178082 17.80821918],0
s6,1,0.089155,2.889557,[23 23] ; [ 8 19],[19.53424658 26.46575342] ; [11.46575342 15.53424658],0
a1,1,0.089429,2.884615,[ 4 44] ; [ 6 21],[ 6.4 41.6] ; [ 3.6 23.4],0
a8,1,0.117517,2.450102,[ 2 42] ; [ 4 22],[ 3.77142857 40.22857143] ; [ 2.22857143 23.77142857],0
r3,1,0.141645,2.16,[28 17] ; [12 15],[25. 20.] ; [15. 12.],0
a3,1,0.169089,1.891004,[36 12] ; [23  3],[38.27027027  9.72972973] ; [20.72972973  5.27027027],0
d2,1,0.192159,1.700988,[24 23] ; [18  9],[26.67567568 20.32432432] ; [15.32432432 11.67567568],0
n3,1,0.197703,1.659259,[13  7] ; [5 7],[11.25  8.75] ; [6.75 5.25],0
a7,1,0.220315,1.502316,[25 23] ; [18  9],[27.52 20.48] ; [15.48 11.52],0
n4,1,0.223583,1.481226,[35 13] ; [16 11],[32.64 15.36] ; [18.36  8.64],0
d4,1,0.280048,1.166857,[39  9] ; [19  8],[37.12 10.88] ; [20.88  6.12],0
v3,1,0.285419,1.141106,[14 33] ; [ 5 22],[12.06756757 34.93243243] ; [ 6.93243243 20.06756757],0
a4,1,0.32153,0.982712,[24 23] ; [17 10],[26.04054054 20.95945946] ; [14.95945946 12.04054054],0
n2,1,0.345895,0.888462,[14  7] ; [6 6],[12.72727273  8.27272727] ; [7.27272727 4.72727273],0
p5,1,0.370154,0.803146,[ 7 40] ; [ 2 24],[ 5.79452055 41.20547945] ; [ 3.20547945 22.79452055],0
v2,1,0.472192,0.516842,[21 25] ; [10 17],[19.53424658 26.46575342] ; [11.46575342 15.53424658],0
s4,1,0.491462,0.473325,[ 8 39] ; [ 3 24],[ 6.98648649 40.01351351] ; [ 4.01351351 22.98648649],0
s3,1,0.498811,0.457465,[16 28] ; [12 15],[17.35211268 26.64788732] ; [10.64788732 16.35211268],0
b2,1,0.508883,0.436364,[12 21] ; [ 4 11],[11. 22.] ; [ 5. 10.],0
b3,1,0.508883,0.436364,[12 21] ; [ 4 11],[11. 22.] ; [ 5. 10.],0
r2,1,0.58107,0.304508,[27 16] ; [14 11],[25.92647059 17.07352941] ; [15.07352941  9.92647059],0
v1,1,0.601183,0.273215,[18 26] ; [ 9 17],[16.97142857 27.02857143] ; [10.02857143 15.97142857],0
u3,1,0.679708,0.170455,[4 7] ; [1 3],[3.66666667 7.33333333] ; [1.33333333 2.66666667],0
n1,1,0.691801,0.157143,[ 9 12] ; [6 6],[ 9.54545455 11.45454545] ; [5.45454545 6.54545455],0
d1,1,0.713426,0.134879,[27 21] ; [14 13],[26.24 21.76] ; [14.76 12.24],0
a6,1,0.718216,0.130208,[30 18] ; [18  9],[30.72 17.28] ; [17.28  9.72],0
b4,1,0.743521,0.107056,[25 23] ; [13 14],[24.32 23.68] ; [13.68 13.32],0
a2,1,0.769599,0.08579,[11 37] ; [ 7 20],[11.52 36.48] ; [ 6.48 20.52],0
s5,1,0.795461,0.067198,[ 8 37] ; [ 4 22],[ 7.6056338 37.3943662] ; [ 4.3943662 21.6056338],0
r1,1,0.837985,0.041809,[15 32] ; [ 8 19],[14.60810811 32.39189189] ; [ 8.39189189 18.60810811],0
d5,1,0.838851,0.041356,[40  8] ; [22  5],[39.68  8.32] ; [22.32  4.68],0
p7,1,0.899176,0.016054,[17 29] ; [10 16],[17.25 28.75] ; [ 9.75 16.25],0
b5,1,0.907671,0.013451,[26 22] ; [15 12],[26.24 21.76] ; [14.76 12.24],0
p1,1,0.925493,0.008745,[ 5 43] ; [ 3 24],[ 5.12 42.88] ; [ 2.88 24.12],0
p12,1,0.932793,0.007112,[ 2 45] ; [ 1 25],[ 1.93150685 45.06849315] ; [ 1.06849315 24.93150685],0
d3,1,0.968262,0.001583,[30 18] ; [17 10],[30.08 17.92] ; [16.92 10.08],0
u2,1,1.0,0.0,[3 9] ; [1 3],[3. 9.] ; [1. 3.],0
