Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1.7e-05,18.539268,[47 89] ; [28 10],[58.62068966 77.37931034] ; [16.37931034 21.62068966],1
s2,1,0.001051,10.73509,[ 31 105] ; [19 19],[39.08045977 96.91954023] ; [10.91954023 27.08045977],0
s3,1,0.002764,8.956781,[41 95] ; [21 16],[48.73988439 87.26011561] ; [13.26011561 23.73988439],0
n5,1,0.005232,7.797515,[50 85] ; [ 5 33],[42.91907514 92.08092486] ; [12.08092486 25.91907514],0
s4,1,0.00739,7.175531,[ 23 114] ; [14 24],[ 28.96571429 108.03428571] ; [ 8.03428571 29.96571429],0
p12,1,0.007878,7.060919,[  1 136] ; [ 3 34],[  3.14942529 133.85057471] ; [ 0.85057471 36.14942529],0
n1,1,0.015464,5.862773,[10 47] ; [6 6],[13.2173913 43.7826087] ; [2.7826087 9.2173913],0
p5,1,0.016191,5.781999,[  3 133] ; [ 4 32],[  5.53488372 130.46511628] ; [ 1.46511628 34.53488372],0
a1,1,0.020322,5.384012,[  3 134] ; [ 4 34],[  5.48 131.52] ; [ 1.52 36.48],0
r3,1,0.024012,5.093742,[113  23] ; [37  1],[117.24137931  18.75862069] ; [32.75862069  5.24137931],0
n6,1,0.027905,4.833911,[81 55] ; [30  8],[86.75862069 49.24137931] ; [24.24137931 13.75862069],0
p3,1,0.04994,3.843457,[ 33 103] ; [15 22],[37.73410405 98.26589595] ; [10.26589595 26.73410405],0
s7,1,0.056849,3.627012,[ 16 115] ; [ 9 27],[ 19.61077844 111.38922156] ; [ 5.38922156 30.61077844],0
b5,1,0.067218,3.349673,[84 53] ; [17 21],[79.06857143 57.93142857] ; [21.93142857 16.06857143],0
d2,1,0.070517,3.270951,[40 97] ; [17 21],[44.62285714 92.37714286] ; [12.37714286 25.62285714],0
d4,1,0.073596,3.200934,[99 37] ; [33  5],[103.17241379  32.82758621] ; [28.82758621  9.17241379],0
b1,1,0.118487,2.437209,[55 82] ; [10 28],[50.88571429 86.11428571] ; [14.11428571 23.88571429],0
u2,1,0.119486,2.424051,[34 26] ; [ 6 11],[31.16883117 28.83116883] ; [8.83116883 8.16883117],0
r2,1,0.136373,2.218413,[112  25] ; [34  3],[114.95402299  22.04597701] ; [31.04597701  5.95402299],0
a4,1,0.136792,2.21368,[ 37 100] ; [15 23],[40.70857143 96.29142857] ; [11.29142857 26.70857143],0
a6,1,0.144543,2.128912,[83 54] ; [18 20],[79.06857143 57.93142857] ; [21.93142857 16.06857143],0
p11,1,0.156639,2.006375,[80 57] ; [27 11],[83.76571429 53.23428571] ; [23.23428571 14.76571429],0
p4,1,0.203355,1.618111,[47 89] ; [17 20],[50.31213873 85.68786127] ; [13.68786127 23.31213873],0
b4,1,0.289033,1.124118,[77 60] ; [25 13],[79.85142857 57.14857143] ; [22.14857143 15.85142857],0
p1,1,0.303008,1.060909,[  3 133] ; [ 2 35],[  3.93063584 132.06936416] ; [ 1.06936416 35.93063584],0
u1,1,0.31177,1.023163,[  8 129] ; [ 4 34],[  9.39428571 127.60571429] ; [ 2.60571429 35.39428571],0
v1,1,0.350815,0.870505,[51 83] ; [11 26],[48.58479532 85.41520468] ; [13.41520468 23.58479532],0
n2,1,0.351646,0.867508,[34 22] ; [9 3],[35.41176471 20.58823529] ; [7.58823529 4.41176471],0
b3,1,0.405145,0.693001,[13 49] ; [ 6 14],[14.36585366 47.63414634] ; [ 4.63414634 15.36585366],0
b2,1,0.405145,0.693001,[13 49] ; [ 6 14],[14.36585366 47.63414634] ; [ 4.63414634 15.36585366],0
d3,1,0.409355,0.680673,[88 47] ; [22 16],[85.83815029 49.16184971] ; [24.16184971 13.83815029],0
d1,1,0.424347,0.638244,[55 82] ; [18 20],[57.14857143 79.85142857] ; [15.85142857 22.14857143],0
d5,1,0.427295,0.630163,[91 45] ; [28 10],[93.01149425 42.98850575] ; [25.98850575 12.01149425],0
a7,1,0.432597,0.615842,[95 41] ; [24 14],[93.01149425 42.98850575] ; [25.98850575 12.01149425],0
r4,1,0.451017,0.568095,[96 41] ; [29  9],[97.85714286 39.14285714] ; [27.14285714 10.85714286],0
p6,1,0.497843,0.459532,[ 23 110] ; [ 8 28],[ 24.3964497 108.6035503] ; [ 6.6035503 29.3964497],0
s1,1,0.512743,0.428465,[  7 129] ; [ 1 37],[  6.25287356 129.74712644] ; [ 1.74712644 36.25287356],0
n3,1,0.513837,0.426245,[37 20] ; [6 5],[36.04411765 20.95588235] ; [6.95588235 4.04411765],0
p2,1,0.543523,0.36905,[91 45] ; [26 10],[92.51162791 43.48837209] ; [24.48837209 11.51162791],0
v3,1,0.545578,0.365299,[ 32 100] ; [ 7 29],[ 30.64285714 101.35714286] ; [ 8.35714286 27.64285714],0
p10,1,0.559507,0.340558,[79 56] ; [23 13],[80.52631579 54.47368421] ; [21.47368421 14.52631579],0
a5,1,0.592971,0.285728,[69 68] ; [21 17],[70.45714286 66.54285714] ; [19.54285714 18.45714286],0
p9,1,0.731579,0.117667,[89 45] ; [25 11],[89.85882353 44.14117647] ; [24.14117647 11.85882353],0
p8,1,0.791474,0.069906,[52 83] ; [13 23],[51.31578947 83.68421053] ; [13.68421053 22.31578947],0
p7,1,0.880358,0.022655,[67 67] ; [17 18],[66.6035503 67.3964497] ; [17.3964497 17.6035503],0
r1,1,0.880643,0.022546,[87 50] ; [23 14],[86.6091954 50.3908046] ; [23.3908046 13.6091954],0
a3,1,0.889176,0.019417,[76 61] ; [21 16],[76.37356322 60.62643678] ; [20.62643678 16.37356322],0
v4,1,0.918395,0.010497,[118  18] ; [31  5],[117.81395349  18.18604651] ; [31.18604651  4.81395349],0
u3,1,0.924739,0.008924,[32 27] ; [9 8],[31.82894737 27.17105263] ; [9.17105263 7.82894737],0
a2,1,0.955993,0.003045,[ 14 123] ; [ 4 34],[ 14.09142857 122.90857143] ; [ 3.90857143 34.09142857],0
a8,1,0.961707,0.002305,[  4 125] ; [ 1 33],[  3.95705521 125.04294479] ; [ 1.04294479 32.95705521],0
v2,1,0.973775,0.001081,[59 72] ; [17 21],[58.9112426 72.0887574] ; [17.0887574 20.9112426],0
