Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,4.4e-05,16.702698,[73 38] ; [58  4],[84.05202312 26.94797688] ; [46.94797688 15.05202312],1
r4,1,0.068847,3.310308,[90 26] ; [55  7],[94.49438202 21.50561798] ; [50.50561798 11.49438202],0
d4,1,0.068847,3.310308,[90 26] ; [55  7],[94.49438202 21.50561798] ; [50.50561798 11.49438202],0
n6,1,0.106455,2.606079,[77 37] ; [49 13],[81.61363636 32.38636364] ; [44.38636364 17.61363636],0
s8,1,0.115158,2.481963,[35 81] ; [26 36],[39.75280899 76.24719101] ; [21.24719101 40.75280899],0
v4,1,0.134692,2.237574,[99 16] ; [58  4],[102.00564972  12.99435028] ; [54.99435028  7.00564972],0
s6,1,0.14503,2.123765,[61 53] ; [39 21],[65.51724138 48.48275862] ; [34.48275862 25.51724138],0
s5,1,0.172192,1.863754,[27 81] ; [20 37],[30.76363636 77.23636364] ; [16.23636364 40.76363636],0
d5,1,0.172813,1.85837,[87 29] ; [52 10],[90.58426966 25.41573034] ; [48.41573034 13.58426966],0
p2,1,0.194438,1.683666,[73 43] ; [45 17],[76.8988764 39.1011236] ; [41.1011236 20.8988764],0
r3,1,0.201633,1.630508,[97 17] ; [56  5],[99.66857143 14.33142857] ; [53.33142857  7.66857143],0
d1,1,0.228166,1.452258,[64 52] ; [40 22],[67.7752809 48.2247191] ; [36.2247191 25.7752809],0
n1,1,0.252775,1.3079,[15 29] ; [ 4 16],[13.0625 30.9375] ; [ 5.9375 14.0625],0
s4,1,0.266621,1.23405,[25 91] ; [18 44],[28.02247191 87.97752809] ; [14.97752809 47.02247191],0
p6,1,0.267635,1.228826,[31 82] ; [22 40],[34.22285714 78.77714286] ; [18.77714286 43.22285714],0
p7,1,0.276777,1.182847,[50 62] ; [32 28],[53.39534884 58.60465116] ; [28.60465116 31.39534884],0
s2,1,0.277851,1.177574,[50 66] ; [32 30],[53.43820225 62.56179775] ; [28.56179775 33.43820225],0
n4,1,0.289445,1.122203,[68 46] ; [42 20],[71.25 42.75] ; [38.75 23.25],0
r1,1,0.302194,1.064486,[82 32] ; [49 13],[84.85227273 29.14772727] ; [46.14772727 15.85227273],0
v2,1,0.345359,0.890438,[54 54] ; [34 25],[56.91017964 51.08982036] ; [31.08982036 27.91017964],0
n2,1,0.35551,0.853691,[31 14] ; [16  4],[32.53846154 12.46153846] ; [14.46153846  5.53846154],0
s7,1,0.359658,0.839086,[38 71] ; [24 33],[40.71084337 68.28915663] ; [21.28915663 35.71084337],0
n5,1,0.391258,0.735028,[66 48] ; [40 22],[68.65909091 45.34090909] ; [37.34090909 24.65909091],0
d3,1,0.397506,0.715857,[83 33] ; [48 14],[85.37078652 30.62921348] ; [45.62921348 16.37078652],0
u3,1,0.434891,0.609726,[16 29] ; [10 12],[17.46268657 27.53731343] ; [ 8.53731343 13.46268657],0
a7,1,0.448682,0.573979,[85 30] ; [49 13],[87.06214689 27.93785311] ; [46.93785311 15.06214689],0
n3,1,0.464344,0.535404,[26 17] ; [14  6],[27.3015873 15.6984127] ; [12.6984127  7.3015873],0
v3,1,0.481443,0.495593,[37 72] ; [24 37],[39.11176471 69.88823529] ; [21.88823529 39.11176471],0
p12,1,0.525504,0.403078,[  2 113] ; [ 2 60],[  2.59887006 112.40112994] ; [ 1.40112994 60.59887006],0
a4,1,0.581476,0.303854,[47 68] ; [28 34],[48.72881356 66.27118644] ; [26.27118644 35.72881356],0
p1,1,0.586964,0.29511,[  8 108] ; [ 3 59],[  7.16853933 108.83146067] ; [ 3.83146067 58.16853933],0
b5,1,0.598305,0.27756,[74 42] ; [42 20],[75.59550562 40.40449438] ; [40.40449438 21.59550562],0
v1,1,0.614236,0.254052,[47 67] ; [28 34],[48.57954545 65.42045455] ; [26.42045455 35.57954545],0
u1,1,0.643249,0.214518,[21 95] ; [13 49],[22.15730337 93.84269663] ; [11.84269663 50.15730337],0
p5,1,0.673096,0.178002,[  9 106] ; [ 6 56],[  9.74576271 105.25423729] ; [ 5.25423729 56.74576271],0
a6,1,0.686546,0.16285,[77 39] ; [43 19],[78.20224719 37.79775281] ; [41.79775281 20.20224719],0
b4,1,0.70145,0.146967,[62 54] ; [35 27],[63.21348315 52.78651685] ; [33.78651685 28.21348315],0
d2,1,0.731068,0.118133,[53 63] ; [30 32],[54.08988764 61.91011236] ; [28.91011236 33.08988764],0
p8,1,0.734751,0.114794,[43 71] ; [25 37],[44.04545455 69.95454545] ; [23.95454545 38.04545455],0
s1,1,0.738073,0.111828,[  9 106] ; [ 4 58],[  8.44632768 106.55367232] ; [ 4.55367232 57.44632768],0
a5,1,0.756173,0.096416,[74 42] ; [41 21],[74.94382022 41.05617978] ; [40.05617978 21.94382022],0
p4,1,0.77101,0.084713,[46 68] ; [26 35],[46.90285714 67.09714286] ; [25.09714286 35.90285714],0
a2,1,0.805791,0.060447,[28 88] ; [16 46],[28.6741573 87.3258427] ; [15.3258427 46.6741573],0
a3,1,0.851887,0.034861,[70 42] ; [39 22],[70.56647399 41.43352601] ; [38.43352601 22.56647399],0
s3,1,0.91147,0.012362,[56 58] ; [31 31],[56.35227273 57.64772727] ; [30.64772727 31.35227273],0
u2,1,0.913525,0.011792,[17 28] ; [ 9 14],[17.20588235 27.79411765] ; [ 8.79411765 14.20588235],0
b3,1,0.919131,0.010308,[21 36] ; [10 18],[20.78823529 36.21176471] ; [10.21176471 17.78823529],0
b2,1,0.919131,0.010308,[21 36] ; [10 18],[20.78823529 36.21176471] ; [10.21176471 17.78823529],0
p3,1,0.927968,0.008173,[36 79] ; [19 43],[35.73446328 79.26553672] ; [19.26553672 42.73446328],0
a8,1,0.955125,0.003166,[10 91] ; [ 5 47],[ 9.90196078 91.09803922] ; [ 5.09803922 46.90196078],0
