Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,3.9e-05,16.929586,[35  5] ; [2 7],[30.20408163  9.79591837] ; [6.79591837 2.20408163],1
p9,1,0.000434,12.381878,[35  5] ; [3 6],[31.02040816  8.97959184] ; [6.97959184 2.02040816],1
b1,1,0.000679,11.546492,[ 8 32] ; [7 2],[12.24489796 27.75510204] ; [2.75510204 6.24489796],1
p10,1,0.003784,8.384793,[35  5] ; [4 5],[31.83673469  8.16326531] ; [7.16326531 1.83673469],0
r2,1,0.005584,7.68,[36  4] ; [4 4],[33.33333333  6.66666667] ; [6.66666667 1.33333333],0
v4,1,0.032672,4.562888,[37  3] ; [6 3],[35.10204082  4.89795918] ; [7.89795918 1.10204082],0
p11,1,0.057341,3.612675,[27 13] ; [3 6],[24.48979592 15.51020408] ; [5.51020408 3.48979592],0
a6,1,0.100082,2.704241,[21 19] ; [2 7],[18.7755102 21.2244898] ; [4.2244898 4.7755102],0
r1,1,0.110149,2.552083,[25 15] ; [3 6],[22.85714286 17.14285714] ; [5.14285714 3.85714286],0
a7,1,0.116664,2.461538,[28 11] ; [4 5],[26. 13.] ; [6. 3.],0
n6,1,0.126558,2.334223,[35  5] ; [6 3],[33.46938776  6.53061224] ; [7.53061224 1.46938776],0
v1,1,0.13009,2.291433,[20 20] ; [2 7],[17.95918367 22.04081633] ; [4.04081633 4.95918367],0
b4,1,0.189335,1.722784,[23 17] ; [3 6],[21.2244898 18.7755102] ; [4.7755102 4.2244898],0
a1,1,0.238149,1.391519,[ 1 39] ; [1 8],[ 1.63265306 38.36734694] ; [0.36734694 8.63265306],0
s6,1,0.277025,1.181628,[25 14] ; [4 5],[23.5625 15.4375] ; [5.4375 3.5625],0
s5,1,0.293579,1.103134,[16 23] ; [2 7],[14.625 24.375] ; [3.375 5.625],0
n5,1,0.317523,0.999124,[24 16] ; [7 2],[25.30612245 14.69387755] ; [5.69387755 3.30612245],0
a4,1,0.318991,0.993077,[11 29] ; [4 5],[12.24489796 27.75510204] ; [2.75510204 6.24489796],0
a3,1,0.319376,0.991499,[25 15] ; [4 5],[23.67346939 16.32653061] ; [5.32653061 3.67346939],0
s2,1,0.349868,0.873937,[10 29] ; [1 8],[ 8.9375 30.0625] ; [2.0625 6.9375],0
v3,1,0.349868,0.873937,[10 29] ; [1 8],[ 8.9375 30.0625] ; [2.0625 6.9375],0
p8,1,0.403743,0.697149,[19 20] ; [3 6],[17.875 21.125] ; [4.125 4.875],0
s7,1,0.432768,0.615385,[14 25] ; [2 7],[13. 26.] ; [3. 6.],0
n2,1,0.481556,0.495338,[9 4] ; [2 2],[8.41176471 4.58823529] ; [2.58823529 1.41176471],0
n3,1,0.481556,0.495338,[9 4] ; [2 2],[8.41176471 4.58823529] ; [2.58823529 1.41176471],0
n1,1,0.481556,0.495338,[4 9] ; [2 2],[4.58823529 8.41176471] ; [1.41176471 2.58823529],0
a5,1,0.496398,0.462628,[27 13] ; [5 4],[26.12244898 13.87755102] ; [5.87755102 3.12244898],0
d3,1,0.521839,0.410256,[30  9] ; [6 3],[29.25  9.75] ; [6.75 2.25],0
v2,1,0.522817,0.408333,[18 22] ; [3 6],[17.14285714 22.85714286] ; [3.85714286 5.14285714],0
u2,1,0.573138,0.31746,[ 4 11] ; [2 3],[ 4.5 10.5] ; [1.5 3.5],0
d2,1,0.595407,0.281979,[14 26] ; [4 5],[14.69387755 25.30612245] ; [3.30612245 5.69387755],0
d4,1,0.608919,0.261752,[30 10] ; [6 3],[29.3877551 10.6122449] ; [6.6122449 2.3877551],0
p3,1,0.613187,0.25556,[17 23] ; [3 6],[16.32653061 23.67346939] ; [3.67346939 5.32653061],0
p6,1,0.613187,0.25556,[17 23] ; [3 6],[16.32653061 23.67346939] ; [3.67346939 5.32653061],0
d5,1,0.639723,0.219104,[29 10] ; [6 3],[28.4375 10.5625] ; [6.5625 2.4375],0
p4,1,0.662266,0.190782,[21 19] ; [4 5],[20.40816327 19.59183673] ; [4.59183673 4.40816327],0
b5,1,0.699258,0.149245,[25 15] ; [5 4],[24.48979592 15.51020408] ; [5.51020408 3.48979592],0
b2,1,0.770831,0.084848,[ 6 16] ; [2 4],[ 6.28571429 15.71428571] ; [1.71428571 4.28571429],0
b3,1,0.770831,0.084848,[ 6 16] ; [2 4],[ 6.28571429 15.71428571] ; [1.71428571 4.28571429],0
u3,1,0.79525,0.06734,[7 8] ; [2 3],[6.75 8.25] ; [2.25 2.75],0
d1,1,0.868193,0.027541,[19 21] ; [4 5],[18.7755102 21.2244898] ; [4.2244898 4.7755102],0
p7,1,0.915184,0.011343,[23 17] ; [5 4],[22.85714286 17.14285714] ; [5.14285714 3.85714286],0
n4,1,0.915184,0.011343,[23 17] ; [5 4],[22.85714286 17.14285714] ; [5.14285714 3.85714286],0
p2,1,0.961583,0.00232,[27 13] ; [6 3],[26.93877551 13.06122449] ; [6.06122449 2.93877551],0
