Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.021918,5.25228,[45  2] ; [5 2],[43.51851852  3.48148148] ; [6.48148148 0.51851852],0
p2,1,0.022028,5.243552,[29 19] ; [1 6],[26.18181818 21.81818182] ; [3.81818182 3.18181818],0
r3,1,0.02518,5.011431,[42  5] ; [4 3],[40.03703704  6.96296296] ; [5.96296296 1.03703704],0
r1,1,0.105588,2.619048,[40  8] ; [4 3],[38.4  9.6] ; [5.6 1.4],0
n4,1,0.105588,2.619048,[40  8] ; [4 3],[38.4  9.6] ; [5.6 1.4],0
r4,1,0.105588,2.619048,[40  8] ; [4 3],[38.4  9.6] ; [5.6 1.4],0
p11,1,0.245049,1.351313,[25 23] ; [2 5],[23.56363636 24.43636364] ; [3.43636364 3.56363636],0
n6,1,0.257871,1.280151,[37 11] ; [4 3],[35.78181818 12.21818182] ; [5.21818182 1.78181818],0
n5,1,0.269024,1.221718,[31 17] ; [3 4],[29.67272727 18.32727273] ; [4.32727273 2.67272727],0
u3,1,0.271028,1.211538,[12  6] ; [1 2],[11.14285714  6.85714286] ; [1.85714286 1.14285714],0
b1,1,0.336918,0.922123,[25 23] ; [5 2],[26.18181818 21.81818182] ; [3.81818182 3.18181818],0
p10,1,0.34061,0.908135,[15 32] ; [1 6],[13.92592593 33.07407407] ; [2.07407407 4.92592593],0
s6,1,0.364985,0.820669,[25 22] ; [5 2],[26.11111111 20.88888889] ; [3.88888889 3.11111111],0
p7,1,0.369867,0.804112,[21 24] ; [2 5],[19.90384615 25.09615385] ; [3.09615385 3.90384615],0
s2,1,0.430878,0.620456,[19 27] ; [4 3],[19.96226415 26.03773585] ; [3.03773585 3.96226415],0
u2,1,0.531168,0.392157,[8 9] ; [2 1],[8.5 8.5] ; [1.5 1.5],0
v1,1,0.575548,0.313487,[26 22] ; [3 4],[25.30909091 22.69090909] ; [3.69090909 3.30909091],0
b5,1,0.620577,0.245057,[32 16] ; [4 3],[31.41818182 16.58181818] ; [4.58181818 2.41818182],0
s1,1,0.622876,0.241846,[ 4 43] ; [1 6],[ 4.35185185 42.64814815] ; [0.64814815 6.35185185],0
d3,1,0.646408,0.210459,[30 18] ; [5 2],[30.54545455 17.45454545] ; [4.45454545 2.54545455],0
a7,1,0.648676,0.207574,[31 16] ; [4 3],[30.46296296 16.53703704] ; [4.53703704 2.46296296],0
a4,1,0.721987,0.126597,[17 31] ; [2 5],[16.58181818 31.41818182] ; [2.41818182 4.58181818],0
s3,1,0.763944,0.090183,[23 24] ; [3 4],[22.62962963 24.37037037] ; [3.37037037 3.62962963],0
d2,1,0.763944,0.090183,[23 24] ; [3 4],[22.62962963 24.37037037] ; [3.37037037 3.62962963],0
a2,1,0.774812,0.081845,[ 9 39] ; [1 6],[ 8.72727273 39.27272727] ; [1.27272727 5.72727273],0
a3,1,0.785204,0.07428,[30 18] ; [4 3],[29.67272727 18.32727273] ; [4.32727273 2.67272727],0
p8,1,0.801939,0.06292,[16 32] ; [2 5],[15.70909091 32.29090909] ; [2.29090909 4.70909091],0
p4,1,0.806188,0.060195,[22 24] ; [3 4],[21.69811321 24.30188679] ; [3.30188679 3.69811321],0
v2,1,0.817434,0.05329,[29 18] ; [4 3],[28.72222222 18.27777778] ; [4.27777778 2.72222222],0
s8,1,0.858965,0.031574,[15 32] ; [2 5],[14.7962963 32.2037037] ; [2.2037037 4.7962963],0
p3,1,0.868809,0.027282,[19 29] ; [3 4],[19.2 28.8] ; [2.8 4.2],0
a6,1,0.868809,0.027282,[29 19] ; [4 3],[28.8 19.2] ; [4.2 2.8],0
b4,1,0.886081,0.020525,[33 15] ; [5 2],[33.16363636 14.83636364] ; [4.83636364 2.16363636],0
s4,1,0.911078,0.012472,[ 6 41] ; [1 6],[ 6.09259259 40.90740741] ; [0.90740741 6.09259259],0
a5,1,0.952432,0.003558,[28 20] ; [4 3],[27.92727273 20.07272727] ; [4.07272727 2.92727273],0
d1,1,0.952432,0.003558,[20 28] ; [3 4],[20.07272727 27.92727273] ; [2.92727273 4.07272727],0
s7,1,0.968737,0.001536,[18 26] ; [2 3],[17.95918367 26.04081633] ; [2.04081633 2.95918367],0
d5,1,0.974159,0.001049,[34 14] ; [5 2],[34.03636364 13.96363636] ; [4.96363636 2.03636364],0
a8,1,0.980741,0.000583,[ 6 35] ; [1 6],[ 5.97916667 35.02083333] ; [1.02083333 5.97916667],0
