Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,83.395804,[217  41] ; [34 64],[181.90449438  76.09550562] ; [69.09550562 28.90449438],1
n6,1,9e-06,19.705371,[226  30] ; [67 31],[211.88700565  44.11299435] ; [81.11299435 16.88700565],1
p11,1,0.001882,9.661079,[215  43] ; [67 31],[204.37078652  53.62921348] ; [77.62921348 20.37078652],0
v1,1,0.002394,9.220012,[133 117] ; [34 63],[120.31700288 129.68299712] ; [46.68299712 50.31700288],0
p4,1,0.010795,6.498779,[111 145] ; [28 70],[100.51977401 155.48022599] ; [38.48022599 59.51977401],0
p6,1,0.015516,5.856958,[ 73 180] ; [16 82],[ 64.15099715 188.84900285] ; [24.84900285 73.15099715],0
a5,1,0.017757,5.619968,[184  74] ; [57 41],[174.65730337  83.34269663] ; [66.34269663 31.65730337],0
s4,1,0.025675,4.977741,[ 39 216] ; [25 73],[ 46.23229462 208.76770538] ; [17.76770538 80.23229462],0
b1,1,0.033026,4.544453,[ 91 167] ; [23 75],[ 82.61797753 175.38202247] ; [31.38202247 66.61797753],0
n2,1,0.036973,4.351648,[56 10] ; [22 11],[52. 14.] ; [26.  7.],0
a7,1,0.038259,4.293491,[179  79] ; [78 19],[186.77746479  71.22253521] ; [70.22253521 26.77746479],0
a2,1,0.040854,4.182076,[ 53 205] ; [11 87],[ 46.38202247 211.61797753] ; [17.61797753 80.38202247],0
p8,1,0.051502,3.791865,[112 140] ; [32 65],[103.97707736 148.02292264] ; [40.02292264 56.97707736],0
n1,1,0.067576,3.34093,[28 37] ; [ 8 25],[23.87755102 41.12244898] ; [12.12244898 20.87755102],0
s6,1,0.068364,3.321874,[172  82] ; [55 41],[164.73714286  89.26285714] ; [62.26285714 33.73714286],0
a8,1,0.069057,3.305288,[ 37 203] ; [ 7 83],[ 32. 208.] ; [12. 78.],0
s8,1,0.081009,3.044549,[110 147] ; [32 66],[102.8 154.2] ; [39.2 58.8],0
a3,1,0.100443,2.698493,[179  79] ; [59 39],[172.48314607  85.51685393] ; [65.51685393 32.48314607],0
p7,1,0.100772,2.693279,[137 109] ; [44 52],[130.19298246 115.80701754] ; [50.80701754 45.19298246],0
s7,1,0.101179,2.686861,[113 136] ; [35 63],[106.20172911 142.79827089] ; [41.79827089 56.20172911],0
r4,1,0.120245,2.414131,[227  31] ; [80 18],[222.48876404  35.51123596] ; [84.51123596 13.48876404],0
d2,1,0.164283,1.934353,[110 147] ; [34 64],[104.24788732 152.75211268] ; [39.75211268 58.24788732],0
p2,1,0.171743,1.867664,[213  44] ; [75 23],[208.49577465  48.50422535] ; [79.50422535 18.49577465],0
u2,1,0.196108,1.671124,[42 37] ; [25 13],[45.23931624 33.76068376] ; [21.76068376 16.23931624],0
v3,1,0.212669,1.55316,[ 85 162] ; [26 69],[ 80.16666667 166.83333333] ; [30.83333333 64.16666667],0
r2,1,0.2599,1.269291,[236  17] ; [87 10],[233.48285714  19.51714286] ; [89.51714286  7.48285714],0
s3,1,0.26423,1.246457,[142 111] ; [48 49],[137.34285714 115.65714286] ; [52.65714286 44.34285714],0
