Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.000727,11.419707,[3 6] ; [359  91],[7.09803922 1.90196078] ; [354.90196078  95.09803922],1
r1,1,0.001311,10.3275,[5 4] ; [403  47],[8. 1.] ; [400.  50.],0
p5,1,0.044313,4.044582,[3 6] ; [ 51 395],[1.06813187 7.93186813] ; [ 52.93186813 393.06813187],0
n6,1,0.062022,3.482481,[6 3] ; [390  55],[7.85022026 1.14977974] ; [388.14977974  56.85022026],0
p4,1,0.111654,2.53066,[8 1] ; [279 163],[5.72727273 3.27272727] ; [281.27272727 160.72727273],0
a7,1,0.136446,2.217592,[5 4] ; [345 104],[6.87772926 2.12227074] ; [343.12227074 105.87772926],0
a4,1,0.147166,2.101378,[2 7] ; [209 240],[4.14628821 4.85371179] ; [206.85371179 242.14628821],0
s3,1,0.153593,2.036199,[3 6] ; [252 189],[5.1 3.9] ; [249.9 191.1],0
v4,1,0.154756,2.024738,[8 1] ; [438  13],[8.72608696 0.27391304] ; [437.27391304  13.72608696],0
b1,1,0.166025,1.918477,[5 4] ; [151 300],[3.05217391 5.94782609] ; [152.94782609 298.05217391],0
s7,1,0.181661,1.783979,[2 5] ; [232 198],[3.74828375 3.25171625] ; [230.25171625 199.74828375],0
s2,1,0.222723,1.486742,[3 6] ; [240 206],[4.80659341 4.19340659] ; [238.19340659 207.80659341],0
p6,1,0.325576,0.966416,[5 4] ; [172 265],[3.57174888 5.42825112] ; [173.42825112 263.57174888],0
p9,1,0.342164,0.902308,[7 2] ; [388  52],[7.91759465 1.08240535] ; [387.08240535  52.91759465],0
b4,1,0.34326,0.898218,[4 5] ; [271 180],[5.38043478 3.61956522] ; [269.61956522 181.38043478],0
s8,1,0.352219,0.865446,[3 6] ; [218 227],[4.38105727 4.61894273] ; [216.61894273 228.38105727],0
n5,1,0.373798,0.790998,[8 1] ; [339 106],[6.87885463 2.12114537] ; [340.12114537 104.87885463],0
a8,1,0.449849,0.571031,[2 6] ; [ 61 339],[1.23529412 6.76470588] ; [ 61.76470588 338.23529412],0
p3,1,0.496119,0.463228,[4 5] ; [249 197],[5.0043956 3.9956044] ; [247.9956044 198.0043956],0
s4,1,0.50884,0.436452,[2 7] ; [ 64 381],[1.30837004 7.69162996] ; [ 64.69162996 380.30837004],0
v1,1,0.510472,0.433099,[5 4] ; [292 150],[5.92682927 3.07317073] ; [291.07317073 150.92682927],0
p8,1,0.543154,0.369725,[6 3] ; [247 190],[5.10538117 3.89461883] ; [247.89461883 189.10538117],0
p11,1,0.555589,0.347399,[8 1] ; [366  85],[7.3173913 1.6826087] ; [366.6826087  84.3173913],0
p7,1,0.561824,0.336556,[7 2] ; [299 136],[6.2027027 2.7972973] ; [299.7972973 135.2027027],0
b3,1,0.564545,0.331895,[1 3] ; [110 171],[1.55789474 2.44210526] ; [109.44210526 171.55789474],0
b2,1,0.564545,0.331895,[1 3] ; [110 171],[1.55789474 2.44210526] ; [109.44210526 171.55789474],0
d5,1,0.586078,0.296512,[7 2] ; [380  70],[7.58823529 1.41176471] ; [379.41176471  70.58823529],0
d1,1,0.598019,0.277994,[5 4] ; [289 162],[5.75217391 3.24782609] ; [288.24782609 162.75217391],0
s5,1,0.656996,0.197194,[4 5] ; [160 270],[3.36218679 5.63781321] ; [160.63781321 269.36218679],0
d2,1,0.657927,0.196051,[4 5] ; [233 216],[4.65720524 4.34279476] ; [232.34279476 216.65720524],0
d3,1,0.730191,0.118936,[7 2] ; [326 123],[6.54366812 2.45633188] ; [326.45633188 122.54366812],0
p2,1,0.732006,0.117277,[8 1] ; [378  68],[7.63516484 1.36483516] ; [378.36483516  67.63516484],0
p1,1,0.739446,0.110614,[1 8] ; [ 36 411],[0.73026316 8.26973684] ; [ 36.26973684 410.73026316],0
a6,1,0.754439,0.097838,[6 3] ; [320 128],[6.42013129 2.57986871] ; [319.57986871 128.42013129],0
b5,1,0.836197,0.04275,[5 4] ; [266 185],[5.30217391 3.69782609] ; [265.69782609 185.30217391],0
n4,1,0.874457,0.024964,[7 2] ; [358  90],[7.18818381 1.81181619] ; [357.81181619  90.18818381],0
s6,1,0.879892,0.022833,[6 3] ; [303 136],[6.20758929 2.79241071] ; [302.79241071 136.20758929],0
a3,1,0.886782,0.020271,[7 2] ; [340 109],[6.81877729 2.18122271] ; [340.18122271 108.81877729],0
p12,1,0.888086,0.019804,[1 8] ; [ 43 400],[0.87610619 8.12389381] ; [ 43.12389381 399.87610619],0
v3,1,0.910038,0.012767,[5 4] ; [251 186],[5.16591928 3.83408072] ; [250.83408072 186.16591928],0
