Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,104.80957,[ 2 99] ; [189 124],[46.59661836 54.40338164] ; [144.40338164 168.59661836],1
d5,1,0.0,73.645658,[39 61] ; [260  53],[72.39709443 27.60290557] ; [226.60290557  86.39709443],1
d3,1,0.0,71.278821,[26 73] ; [230  83],[61.51456311 37.48543689] ; [194.48543689 118.51456311],1
a5,1,1e-06,24.904927,[41 60] ; [214  99],[62.21014493 38.78985507] ; [192.78985507 120.21014493],1
a3,1,1.1e-05,19.378316,[39 60] ; [201 111],[57.81021898 41.18978102] ; [182.18978102 129.81021898],1
a4,1,1.1e-05,19.324607,[18 81] ; [133 179],[36.37226277 62.62773723] ; [114.62773723 197.37226277],1
d2,1,1.9e-05,18.287277,[20 81] ; [135 175],[38.09002433 62.90997567] ; [116.90997567 193.09002433],1
a7,1,2.1e-05,18.103221,[52 47] ; [235  78],[68.96359223 30.03640777] ; [218.03640777  94.96359223],1
p10,1,9e-05,15.330976,[50 46] ; [226  82],[65.58415842 30.41584158] ; [210.41584158  97.58415842],1
r1,1,0.000244,13.455763,[54 46] ; [228  82],[68.7804878 31.2195122] ; [213.2195122  96.7804878],1
r3,1,0.000284,13.175973,[77 22] ; [285  27],[87.19708029 11.80291971] ; [274.80291971  37.19708029],1
u1,1,0.000457,12.282485,[  1 100] ; [ 41 272],[10.24637681 90.75362319] ; [ 31.75362319 281.24637681],1
v2,1,0.000639,11.660241,[30 63] ; [157 142],[44.36479592 48.63520408] ; [142.63520408 156.36479592],1
a6,1,0.00096,10.903388,[54 47] ; [223  90],[67.57729469 33.42270531] ; [209.42270531 103.57729469],1
r4,1,0.001257,10.403972,[68 33] ; [258  55],[79.53140097 21.46859903] ; [246.46859903  66.53140097],0
s5,1,0.001424,10.174039,[ 8 89] ; [ 70 235],[18.82089552 78.17910448] ; [ 59.17910448 245.82089552],0
a2,1,0.001589,9.971937,[ 6 95] ; [ 60 253],[16.10144928 84.89855072] ; [ 49.89855072 263.10144928],0
s6,1,0.006553,7.391533,[31 68] ; [143 162],[42.63861386 56.36138614] ; [131.36138614 173.63861386],0
p2,1,0.009219,6.779855,[63 37] ; [235  73],[73.03921569 26.96078431] ; [224.96078431  83.03921569],0
u2,1,0.010702,6.514085,[21 41] ; [59 50],[29.00584795 32.99415205] ; [50.99415205 58.00584795],0
s2,1,0.015702,5.835989,[15 84] ; [ 84 226],[23.96332518 75.03667482] ; [ 75.03667482 234.96332518],0
r2,1,0.022398,5.214564,[83 17] ; [279  27],[89.16256158 10.83743842] ; [272.83743842  33.16256158],0
p9,1,0.023487,5.132086,[62 35] ; [233  75],[70.65432099 26.34567901] ; [224.34567901  83.65432099],0
p1,1,0.025286,5.004222,[13 87] ; [ 19 292],[ 7.78588808 92.21411192] ; [ 24.21411192 286.78588808],0
v4,1,0.073625,3.200302,[83 16] ; [281  30],[87.89268293 11.10731707] ; [276.10731707  34.89268293],0
n6,1,0.076709,3.133279,[69 31] ; [241  69],[75.6097561 24.3902439] ; [234.3902439  75.6097561],0
p4,1,0.086255,2.942914,[37 64] ; [142 164],[44.42014742 56.57985258] ; [134.57985258 171.42014742],0
s1,1,0.087947,2.911547,[ 5 92] ; [  6 304],[ 2.62162162 94.37837838] ; [  8.37837838 301.62162162],0
b4,1,0.160831,1.966395,[53 48] ; [189 124],[59.03864734 41.96135266] ; [182.96135266 130.03864734],0
u3,1,0.164013,1.93683,[25 37] ; [56 53],[29.36842105 32.63157895] ; [51.63157895 57.36842105],0
p7,1,0.165366,1.924459,[44 53] ; [163 142],[49.94776119 47.05223881] ; [157.05223881 147.94776119],0
p11,1,0.167884,1.901738,[66 35] ; [227  86],[71.48067633 29.51932367] ; [221.51932367  91.48067633],0
v1,1,0.204614,1.609132,[38 62] ; [138 167],[43.45679012 56.54320988] ; [132.54320988 172.45679012],0
