Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,80.335636,[53 98] ; [109  14],[89.27737226 61.72262774] ; [72.72262774 50.27737226],1
d5,1,0.0,76.628594,[75 77] ; [120   3],[107.78181818  44.21818182] ; [87.21818182 35.78181818],1
d4,1,0.0,71.549434,[83 70] ; [121   1],[113.49818182  39.50181818] ; [90.50181818 31.49818182],1
d2,1,0.0,71.355795,[ 25 127] ; [80 40],[58.67647059 93.32352941] ; [46.32352941 73.67647059],1
a5,1,0.0,34.537104,[63 90] ; [94 29],[87.0326087 65.9673913] ; [69.9673913 53.0326087],1
a2,1,0.0,33.102009,[  7 146] ; [37 86],[ 24.39130435 128.60869565] ; [ 19.60869565 103.39130435],1
a4,1,0.0,29.527215,[ 36 116] ; [68 54],[57.69343066 94.30656934] ; [46.30656934 75.69343066],1
a6,1,7.3e-05,15.734013,[83 70] ; [95 28],[98.67391304 54.32608696] ; [79.32608696 43.67391304],1
u1,1,0.000134,14.586582,[  6 147] ; [ 22 101],[ 15.52173913 137.47826087] ; [ 12.47826087 110.52173913],1
a3,1,0.000546,11.950949,[77 74] ; [88 35],[90.93065693 60.06934307] ; [74.06934307 48.93065693],1
a7,1,0.000732,11.405794,[87 64] ; [94 28],[100.11355311  50.88644689] ; [80.88644689 41.11355311],1
p4,1,0.004293,8.155687,[ 37 114] ; [50 73],[ 47.94525547 103.05474453] ; [39.05474453 83.94525547],0
v2,1,0.014225,6.010028,[53 92] ; [59 55],[62.7027027 82.2972973] ; [49.2972973 64.7027027],0
n2,1,0.014482,5.978384,[39  9] ; [28 20],[33.5 14.5] ; [33.5 14.5],0
r2,1,0.02384,5.106234,[126  25] ; [112   9],[132.125  18.875] ; [105.875  15.125],0
p10,1,0.033802,4.504711,[83 66] ; [84 39],[91.48161765 57.51838235] ; [75.51838235 47.48161765],0
r1,1,0.047724,3.919688,[93 58] ; [89 33],[100.66666667  50.33333333] ; [81.33333333 40.66666667],0
r3,1,0.049018,3.874727,[125  26] ; [111  11],[130.53479853  20.46520147] ; [105.46520147  16.53479853],0
s2,1,0.060389,3.526662,[ 35 115] ; [41 81],[ 41.91176471 108.08823529] ; [34.08823529 87.91176471],0
a8,1,0.093046,2.820864,[ 18 128] ; [  7 107],[ 14.03846154 131.96153846] ; [ 10.96153846 103.03846154],0
a1,1,0.104745,2.631762,[ 12 141] ; [  4 119],[  8.86956522 144.13043478] ; [  7.13043478 115.86956522],0
s5,1,0.106179,2.610191,[ 22 125] ; [27 92],[ 27.07894737 119.92105263] ; [21.92105263 97.07894737],0
n4,1,0.139661,2.181692,[92 60] ; [85 38],[97.83272727 54.16727273] ; [79.16727273 43.83272727],0
u3,1,0.151873,2.053333,[34 41] ; [21 14],[37.5 37.5] ; [17.5 17.5],0
s1,1,0.160881,1.965924,[  5 144] ; [  1 120],[  3.31111111 145.68888889] ; [  2.68888889 118.31111111],0
p9,1,0.164296,1.934237,[95 55] ; [87 35],[100.36764706  49.63235294] ; [81.63235294 40.36764706],0
p2,1,0.192765,1.696355,[96 57] ; [85 36],[101.06934307  51.93065693] ; [79.93065693 41.06934307],0
u2,1,0.213829,1.54531,[34 40] ; [20 14],[37. 37.] ; [17. 17.],0
p11,1,0.223959,1.478825,[95 58] ; [85 38],[99.7826087 53.2173913] ; [80.2173913 42.7826087],0
r4,1,0.226385,1.463434,[111  42] ; [97 26],[115.30434783  37.69565217] ; [92.69565217 30.30434783],0
n6,1,0.230409,1.438333,[105  47] ; [93 30],[109.44  42.56] ; [88.56 34.44],0
b1,1,0.256931,1.285216,[65 88] ; [44 79],[60.42391304 92.57608696] ; [48.57608696 74.42391304],0
s6,1,0.343135,0.898683,[63 89] ; [58 65],[66.88 85.12] ; [54.12 68.88],0
v3,1,0.381539,0.765736,[ 35 114] ; [33 84],[ 38.09022556 110.90977444] ; [29.90977444 87.09022556],0
b5,1,0.454803,0.558655,[89 64] ; [77 46],[92.02173913 60.97826087] ; [73.97826087 49.02173913],0
n3,1,0.457293,0.552513,[34 13] ; [32 17],[32.3125 14.6875] ; [33.6875 15.3125],0
s4,1,0.458831,0.548746,[ 25 127] ; [ 16 105],[ 22.82783883 129.17216117] ; [ 18.17216117 102.82783883],0
v4,1,0.469447,0.523276,[128  23] ; [108  15],[130.05839416  20.94160584] ; [105.94160584  17.05839416],0
p5,1,0.487849,0.481267,[  5 148] ; [  6 116],[  6.12 146.88] ; [  4.88 117.12],0
p7,1,0.515946,0.42199,[54 96] ; [39 82],[51.47601476 98.52398524] ; [41.52398524 79.47601476],0
b2,1,0.551626,0.354412,[26 56] ; [24 42],[27.7027027 54.2972973] ; [22.2972973 43.7027027],0
b3,1,0.551626,0.354412,[26 56] ; [24 42],[27.7027027 54.2972973] ; [22.2972973 43.7027027],0
n1,1,0.701156,0.147273,[13 34] ; [15 33],[13.85263158 33.14736842] ; [14.14736842 33.85263158],0
s8,1,0.724295,0.124414,[ 20 132] ; [ 18 105],[ 21.00363636 130.99636364] ; [ 16.99636364 106.00363636],0
p1,1,0.83091,0.045597,[  9 144] ; [  8 115],[  9.42391304 143.57608696] ; [  7.57608696 115.42391304],0
p3,1,0.857653,0.032171,[ 39 114] ; [32 89],[ 39.6459854 113.3540146] ; [31.3540146 89.6459854],0
b4,1,0.864846,0.028971,[93 60] ; [76 47],[93.68478261 59.31521739] ; [75.31521739 47.68478261],0
n5,1,0.88348,0.021479,[94 57] ; [77 45],[94.58241758 56.41758242] ; [76.41758242 45.58241758],0
v1,1,0.905958,0.013957,[58 89] ; [49 73],[58.47211896 88.52788104] ; [48.52788104 73.47211896],0
s3,1,0.926047,0.008615,[57 92] ; [46 76],[56.63099631 92.36900369] ; [46.36900369 75.63099631],0
p6,1,0.94483,0.004789,[ 20 132] ; [ 16 103],[ 20.19188192 131.80811808] ; [ 15.80811808 103.19188192],0
p12,1,0.994087,5.5e-05,[  5 148] ; [  4 119],[  4.98913043 148.01086957] ; [  4.01086957 118.98913043],0
