Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.0,26.331138,[98 66] ; [ 49 108],[75.10280374 88.89719626] ; [71.89719626 85.10280374],1
r3,1,1e-06,23.979721,[166   4] ; [130  30],[152.48484848  17.51515152] ; [143.51515152  16.48484848],1
v3,1,2e-06,22.758044,[82 86] ; [ 36 119],[ 61.374613 106.625387] ; [56.625387 98.374613],1
d4,1,0.000351,12.776935,[149  22] ; [114  46],[135.87009063  35.12990937] ; [127.12990937  32.87009063],1
a7,1,0.000384,12.607762,[131  40] ; [94 67],[115.88855422  55.11144578] ; [109.11144578  51.88855422],1
d5,1,0.000712,11.457166,[151  21] ; [117  43],[138.84337349  33.15662651] ; [129.15662651  30.84337349],1
p10,1,0.000762,11.332438,[136  36] ; [99 60],[122.11480363  49.88519637] ; [112.88519637  46.11480363],1
d1,1,0.001418,10.181736,[109  63] ; [74 87],[94.52252252 77.47747748] ; [88.47747748 72.52252252],0
p9,1,0.001914,9.630319,[139  31] ; [107  53],[126.72727273  43.27272727] ; [119.27272727  40.72727273],0
n6,1,0.002061,9.494177,[149  22] ; [118  42],[137.93655589  33.06344411] ; [129.06344411  30.93655589],0
s8,1,0.002617,9.056916,[80 92] ; [ 49 112],[ 66.63063063 105.36936937] ; [62.36936937 98.63063063],0
p7,1,0.002944,8.841827,[83 86] ; [ 52 106],[69.7706422 99.2293578] ; [65.2293578 92.7706422],0
s2,1,0.005587,7.678829,[94 75] ; [65 96],[81.42727273 87.57272727] ; [77.57272727 83.42727273],0
p6,1,0.00671,7.349035,[ 53 117] ; [ 29 130],[ 42.37082067 127.62917933] ; [ 39.62917933 119.37082067],0
r1,1,0.008401,6.946033,[140  32] ; [111  50],[129.64564565  42.35435435] ; [121.35435435  39.64564565],0
s7,1,0.010848,6.490026,[90 73] ; [63 91],[78.67192429 84.32807571] ; [74.32807571 79.67192429],0
r4,1,0.022608,5.198353,[149  23] ; [124  37],[141.00900901  30.99099099] ; [131.99099099  29.00900901],0
s6,1,0.029793,4.721209,[116  55] ; [90 70],[106.42296073  64.57703927] ; [99.57703927 60.42296073],0
v4,1,0.039035,4.25933,[156  15] ; [134  26],[149.81873112  21.18126888] ; [140.18126888  19.81873112],0
d3,1,0.047683,3.921137,[121  51] ; [96 64],[112.42168675  59.57831325] ; [104.57831325  55.42168675],0
d2,1,0.048437,3.89476,[96 74] ; [72 86],[87.07317073 82.92682927] ; [80.92682927 77.07317073],0
p2,1,0.056176,3.646842,[129  43] ; [104  55],[121.0755287  50.9244713] ; [111.9244713  47.0755287],0
n3,1,0.060726,3.517434,[32  7] ; [30 17],[28.11627907 10.88372093] ; [33.88372093 13.11627907],0
p1,1,0.080026,3.064373,[  7 165] ; [ 14 146],[ 10.87951807 161.12048193] ; [ 10.12048193 149.87951807],0
n1,1,0.084748,2.97141,[12 25] ; [25 24],[15.91860465 21.08139535] ; [21.08139535 27.91860465],0
p11,1,0.087268,2.924054,[127  45] ; [105  56],[119.83183183  52.16816817] ; [112.16816817  48.83183183],0
s1,1,0.098613,2.727833,[  5 163] ; [ 11 148],[  8.22018349 159.77981651] ; [  7.77981651 151.22018349],0
p3,1,0.124856,2.355322,[ 71 101] ; [ 53 107],[ 64.24096386 107.75903614] ; [ 59.75903614 100.24096386],0
b5,1,0.139013,2.188856,[117  55] ; [97 64],[110.53453453  61.46546547] ; [103.46546547  57.53453453],0
a6,1,0.162898,1.947116,[122  50] ; [102  58],[116.04819277  55.95180723] ; [107.95180723  52.04819277],0
r2,1,0.169838,1.884371,[158  11] ; [141  17],[154.52905199  14.47094801] ; [144.47094801  13.52905199],0
b2,1,0.175238,1.837553,[43 74] ; [48 57],[47.95945946 69.04054054] ; [43.04054054 61.95945946],0
b3,1,0.175238,1.837553,[43 74] ; [48 57],[47.95945946 69.04054054] ; [43.04054054 61.95945946],0
u1,1,0.238105,1.391779,[ 40 132] ; [ 29 132],[ 35.63963964 136.36036036] ; [ 33.36036036 127.63963964],0
a5,1,0.268058,1.226658,[131  41] ; [114  47],[126.54654655  45.45345345] ; [118.45345345  42.54654655],0
b1,1,0.290788,1.115969,[ 65 107] ; [70 91],[ 69.72972973 102.27027027] ; [65.27027027 95.72972973],0
p4,1,0.343835,0.89608,[82 90] ; [68 92],[77.71084337 94.28915663] ; [72.28915663 87.71084337],0
u3,1,0.352308,0.865125,[27 20] ; [23 25],[24.73684211 22.26315789] ; [25.26315789 22.73684211],0
u2,1,0.381869,0.764675,[26 18] ; [24 24],[23.91304348 20.08695652] ; [26.08695652 21.91304348],0
p12,1,0.44941,0.572141,[ 12 160] ; [  8 152],[ 10.36144578 161.63855422] ; [  9.63855422 150.36144578],0
a8,1,0.465884,0.531721,[ 24 127] ; [ 19 128],[ 21.7885906 129.2114094] ; [ 21.2114094 125.7885906],0
a4,1,0.529222,0.395885,[86 86] ; [74 85],[83.14199396 88.85800604] ; [76.85800604 82.14199396],0
s4,1,0.5436,0.368908,[ 22 149] ; [ 24 134],[ 23.90881459 147.09118541] ; [ 22.09118541 135.90881459],0
a2,1,0.598063,0.277927,[ 46 126] ; [ 39 122],[ 43.9039039 128.0960961] ; [ 41.0960961 119.9039039],0
p5,1,0.658826,0.194953,[  9 163] ; [ 10 147],[  9.9331307 162.0668693] ; [  9.0668693 147.9331307],0
s5,1,0.67263,0.178541,[ 46 116] ; [ 41 115],[ 44.32075472 117.67924528] ; [ 42.67924528 113.32075472],0
a3,1,0.678755,0.171531,[125  47] ; [113  47],[123.30120482  48.69879518] ; [114.69879518  45.30120482],0
s3,1,0.685023,0.164526,[93 75] ; [85 75],[91.17073171 76.82926829] ; [86.82926829 73.17073171],0
u4,1,0.706627,0.141669,[  3 169] ; [  2 159],[  2.58258258 169.41741742] ; [  2.41741742 158.58258258],0
n2,1,0.81085,0.057279,[26 12] ; [33 17],[25.47727273 12.52272727] ; [33.52272727 16.47727273],0
n5,1,0.915412,0.011281,[137  33] ; [129  32],[136.6163142  33.3836858] ; [129.3836858  31.6163142],0
a1,1,0.944916,0.004774,[ 11 161] ; [ 10 151],[ 10.84684685 161.15315315] ; [ 10.15315315 150.84684685],0
b4,1,0.967779,0.001632,[104  68] ; [97 64],[103.81981982  68.18018018] ; [97.18018018 63.81981982],0
