Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,36.15047,[ 4 25] ; [45 10],[16.91666667 12.08333333] ; [32.08333333 22.91666667],1
r2,1,0.013579,6.092071,[23  6] ; [51  2],[26.17073171  2.82926829] ; [47.82926829  5.17073171],0
n6,1,0.01469,5.953309,[15 14] ; [42 12],[19.91566265  9.08433735] ; [37.08433735 16.91566265],0
a5,1,0.0215,5.285763,[17 12] ; [45 10],[21.4047619  7.5952381] ; [40.5952381 14.4047619],0
p10,1,0.029472,4.739812,[ 4 25] ; [20 35],[ 8.28571429 20.71428571] ; [15.71428571 39.28571429],0
v3,1,0.04575,3.990767,[ 4 24] ; [19 35],[ 7.85365854 20.14634146] ; [15.14634146 38.85365854],0
s2,1,0.057324,3.613168,[ 6 22] ; [23 31],[ 9.90243902 18.09756098] ; [19.09756098 34.90243902],0
s8,1,0.077173,3.123452,[ 4 25] ; [17 37],[ 7.3373494 21.6626506] ; [13.6626506 40.3373494],0
r1,1,0.095368,2.781348,[19 10] ; [45 10],[22.0952381  6.9047619] ; [41.9047619 13.0952381],0
d2,1,0.107355,2.592737,[21  8] ; [46  7],[23.69512195  5.30487805] ; [43.30487805  9.69512195],0
p11,1,0.108183,2.580564,[11 18] ; [31 24],[14.5 14.5] ; [27.5 27.5],0
s3,1,0.111849,2.5279,[ 9 20] ; [27 28],[12.42857143 16.57142857] ; [23.57142857 31.42857143],0
u1,1,0.117558,2.449561,[ 4 25] ; [16 39],[ 6.9047619 22.0952381] ; [13.0952381 41.9047619],0
p6,1,0.125966,2.341526,[ 2 25] ; [11 42],[ 4.3875 22.6125] ; [ 8.6125 44.3875],0
a2,1,0.139568,2.182716,[ 6 23] ; [20 35],[ 8.97619048 20.02380952] ; [17.02380952 37.97619048],0
p8,1,0.149811,2.074174,[ 8 21] ; [24 31],[11.04761905 17.95238095] ; [20.95238095 34.04761905],0
a4,1,0.154737,2.024917,[13 16] ; [33 21],[16.07228916 12.92771084] ; [29.92771084 24.07228916],0
p7,1,0.158069,1.992602,[ 8 21] ; [23 30],[10.96341463 18.03658537] ; [20.03658537 32.96341463],0
p1,1,0.16838,1.897311,[ 1 28] ; [ 7 48],[ 2.76190476 26.23809524] ; [ 5.23809524 49.76190476],0
s7,1,0.208938,1.578772,[ 6 20] ; [19 32],[ 8.44155844 17.55844156] ; [16.55844156 34.44155844],0
n1,1,0.239731,1.382174,[ 3 12] ; [ 7 11],[ 4.54545455 10.45454545] ; [ 5.45454545 12.54545455],0
u3,1,0.241567,1.371429,[8 2] ; [8 6],[6.66666667 3.33333333] ; [9.33333333 4.66666667],0
v1,1,0.258927,1.274483,[ 8 21] ; [22 33],[10.35714286 18.64285714] ; [19.64285714 35.35714286],0
p3,1,0.261213,1.262315,[ 6 22] ; [18 36],[ 8.19512195 19.80487805] ; [15.80487805 38.19512195],0
a1,1,0.339716,0.911502,[ 1 28] ; [ 5 50],[ 2.07142857 26.92857143] ; [ 3.92857143 51.07142857],0
p2,1,0.372296,0.795987,[15 14] ; [34 21],[16.91666667 12.08333333] ; [32.08333333 22.91666667],0
a3,1,0.383839,0.75837,[19 10] ; [41 14],[20.71428571  8.28571429] ; [39.28571429 15.71428571],0
r4,1,0.383839,0.75837,[19 10] ; [41 14],[20.71428571  8.28571429] ; [39.28571429 15.71428571],0
n2,1,0.392959,0.729766,[6 8] ; [11  8],[7.21212121 6.78787879] ; [9.78787879 9.21212121],0
r3,1,0.4349,0.609701,[26  3] ; [45  9],[24.80722892  4.19277108] ; [46.19277108  7.80722892],0
d3,1,0.453554,0.561755,[26  3] ; [46  9],[24.85714286  4.14285714] ; [47.14285714  7.85714286],0
b1,1,0.466172,0.531034,[15 14] ; [33 22],[16.57142857 12.42857143] ; [31.42857143 23.57142857],0
b2,1,0.487533,0.481967,[ 4 15] ; [11 26],[ 5.08928571 13.91071429] ; [ 9.91071429 27.08928571],0
b3,1,0.487533,0.481967,[ 4 15] ; [11 26],[ 5.08928571 13.91071429] ; [ 9.91071429 27.08928571],0
d5,1,0.504711,0.445016,[27  2] ; [53  2],[27.61904762  1.38095238] ; [52.38095238  2.61904762],0
s1,1,0.51728,0.419314,[ 2 27] ; [ 2 52],[ 1.39759036 27.60240964] ; [ 2.60240964 51.39759036],0
b4,1,0.625249,0.238559,[20  9] ; [35 20],[18.98809524 10.01190476] ; [36.01190476 18.98809524],0
s4,1,0.646167,0.210767,[ 5 24] ; [ 7 45],[ 4.2962963 24.7037037] ; [ 7.7037037 44.2962963],0
b5,1,0.720565,0.127952,[17 12] ; [30 25],[16.22619048 12.77380952] ; [30.77380952 24.22619048],0
a6,1,0.738804,0.111181,[19 10] ; [38 17],[19.67857143  9.32142857] ; [37.32142857 17.67857143],0
u2,1,0.767896,0.087101,[6 4] ; [7 6],[5.65217391 4.34782609] ; [7.34782609 5.65217391],0
p4,1,0.7882,0.072172,[12 17] ; [24 30],[12.57831325 16.42168675] ; [23.42168675 30.57831325],0
n3,1,0.797004,0.066165,[6 8] ; [ 9 10],[6.36363636 7.63636364] ; [ 8.63636364 10.36363636],0
s5,1,0.838231,0.04168,[ 6 23] ; [12 41],[ 6.36585366 22.63414634] ; [11.63414634 41.36585366],0
v2,1,0.8736,0.025309,[14 14] ; [26 28],[13.65853659 14.34146341] ; [26.34146341 27.65853659],0
v4,1,0.971007,0.001321,[23  5] ; [45 10],[22.93975904  5.06024096] ; [45.06024096  9.93975904],0
a7,1,0.985167,0.000346,[21  8] ; [39 15],[20.96385542  8.03614458] ; [39.03614458 14.96385542],0
s6,1,0.991142,0.000123,[14 15] ; [26 28],[13.97590361 15.02409639] ; [26.02409639 27.97590361],0
