Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1e-06,23.235732,[16 32] ; [98 37],[29.90163934 18.09836066] ; [84.09836066 50.90163934],1
a6,1,0.000408,12.494798,[23 25] ; [102  33],[32.78688525 15.21311475] ; [92.21311475 42.78688525],1
d5,1,0.001314,10.322344,[27 21] ; [108  27],[35.40983607 12.59016393] ; [99.59016393 35.40983607],0
s2,1,0.004432,8.097687,[20 28] ; [88 47],[28.32786885 19.67213115] ; [79.67213115 55.32786885],0
d1,1,0.006278,7.468833,[16 32] ; [76 59],[24.13114754 23.86885246] ; [67.86885246 67.13114754],0
d4,1,0.012441,6.246872,[32 16] ; [113  22],[38.03278689  9.96721311] ; [106.96721311  28.03278689],0
a2,1,0.021516,5.284477,[ 3 45] ; [ 28 107],[ 8.13114754 39.86885246] ; [ 22.86885246 112.13114754],0
a5,1,0.02169,5.270504,[23 25] ; [90 45],[29.63934426 18.36065574] ; [83.36065574 51.63934426],0
r1,1,0.022857,5.179344,[29 19] ; [103  30],[35.00552486 12.99447514] ; [96.99447514 36.00552486],0
u2,1,0.025428,4.994466,[ 7 16] ; [32 23],[11.5 11.5] ; [27.5 27.5],0
s6,1,0.027769,4.842329,[25 20] ; [98 36],[30.92178771 14.07821229] ; [92.07821229 41.92178771],0
u3,1,0.034066,4.491364,[ 8 15] ; [33 21],[12.24675325 10.75324675] ; [28.75324675 25.24675325],0
r3,1,0.040256,4.207059,[43  5] ; [131   4],[45.63934426  2.36065574] ; [128.36065574   6.63934426],0
v4,1,0.042081,4.131925,[40  8] ; [125   9],[43.51648352  4.48351648] ; [121.48351648  12.51648352],0
v2,1,0.045604,3.996165,[16 30] ; [64 59],[21.77514793 24.22485207] ; [58.22485207 64.77514793],0
p4,1,0.055012,3.681722,[17 29] ; [72 63],[22.61878453 23.38121547] ; [66.38121547 68.61878453],0
p9,1,0.059445,3.552792,[32 15] ; [109  25],[36.61325967 10.38674033] ; [104.38674033  29.61325967],0
n6,1,0.063711,3.438054,[30 17] ; [104  30],[34.79558011 12.20441989] ; [99.20441989 34.79558011],0
p8,1,0.07207,3.23523,[15 32] ; [63 71],[20.25414365 26.74585635] ; [57.74585635 76.25414365],0
p2,1,0.093144,2.819172,[34 13] ; [112  22],[37.91160221  9.08839779] ; [108.08839779  25.91160221],0
r4,1,0.095159,2.784854,[39  9] ; [122  13],[42.2295082  5.7704918] ; [118.7704918  16.2295082],0
r2,1,0.095994,2.770876,[42  6] ; [126   7],[44.55248619  3.44751381] ; [123.44751381   9.55248619],0
n1,1,0.099033,2.721056,[1 8] ; [13 19],[3.07317073 5.92682927] ; [10.92682927 21.07317073],0
p12,1,0.102101,2.672418,[ 1 45] ; [ 13 122],[ 3.55801105 42.44198895] ; [ 10.44198895 124.55801105],0
p10,1,0.107947,2.584016,[31 15] ; [106  28],[35.01111111 10.98888889] ; [101.98888889  32.01111111],0
a1,1,0.118057,2.442905,[ 4 44] ; [  4 131],[ 2.09836066 45.90163934] ; [  5.90163934 129.09836066],0
v3,1,0.156674,2.006041,[11 36] ; [45 85],[14.8700565 32.1299435] ; [41.1299435 88.8700565],0
b5,1,0.208242,1.583609,[26 22] ; [87 48],[29.63934426 18.36065574] ; [83.36065574 51.63934426],0
p11,1,0.212206,1.55631,[33 15] ; [105  30],[36.19672131 11.80327869] ; [101.80327869  33.19672131],0
b1,1,0.246497,1.343048,[14 34] ; [52 83],[17.31147541 30.68852459] ; [48.68852459 86.31147541],0
a4,1,0.281925,1.157785,[13 34] ; [49 86],[16.01098901 30.98901099] ; [45.98901099 89.01098901],0
n5,1,0.318364,0.995655,[28 18] ; [93 42],[30.75138122 15.24861878] ; [90.24861878 44.75138122],0
p6,1,0.323722,0.973849,[10 35] ; [40 94],[12.5698324 32.4301676] ; [37.4301676 96.5698324],0
n4,1,0.381281,0.766568,[29 19] ; [91 44],[31.47540984 16.52459016] ; [88.52459016 46.47540984],0
p3,1,0.394331,0.725546,[17 30] ; [58 76],[19.47513812 27.52486188] ; [55.52486188 78.47513812],0
b4,1,0.414346,0.666296,[32 16] ; [81 54],[29.63934426 18.36065574] ; [83.36065574 51.63934426],0
s5,1,0.417457,0.657464,[15 31] ; [34 95],[12.88 33.12] ; [36.12 92.88],0
s8,1,0.482023,0.494282,[11 37] ; [38 97],[12.85245902 35.14754098] ; [36.14754098 98.85245902],0
a3,1,0.525048,0.403966,[25 22] ; [79 56],[26.85714286 20.14285714] ; [77.14285714 57.85714286],0
p5,1,0.612793,0.256127,[ 3 44] ; [  6 127],[ 2.35 44.65] ; [  6.65 126.35],0
d2,1,0.620035,0.245819,[19 29] ; [59 76],[20.45901639 27.54098361] ; [57.54098361 77.45901639],0
p1,1,0.634758,0.225663,[ 3 45] ; [  6 127],[ 2.38674033 45.61325967] ; [  6.61325967 126.38674033],0
