Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,7.8e-05,15.600222,[78 33] ; [24 37],[65.8255814 45.1744186] ; [36.1744186 24.8255814],1
v2,1,0.000694,11.505978,[80 30] ; [29 33],[69.70930233 40.29069767] ; [39.29069767 22.70930233],1
s2,1,0.003353,8.604808,[87 23] ; [36 26],[78.6627907 31.3372093] ; [44.3372093 17.6627907],0
d4,1,0.004244,8.176502,[104   6] ; [50 12],[98.48837209 11.51162791] ; [55.51162791  6.48837209],0
a3,1,0.004802,7.952423,[97 13] ; [44 18],[90.1744186 19.8255814] ; [50.8255814 11.1744186],0
v3,1,0.029853,4.717752,[60 51] ; [22 38],[53.22807018 57.77192982] ; [28.77192982 31.22807018],0
n5,1,0.046185,3.974838,[95 15] ; [46 16],[90.1744186 19.8255814] ; [50.8255814 11.1744186],0
n4,1,0.046185,3.974838,[95 15] ; [46 16],[90.1744186 19.8255814] ; [50.8255814 11.1744186],0
d5,1,0.046246,3.972595,[99 11] ; [49 13],[94.65116279 15.34883721] ; [53.34883721  8.65116279],0
d1,1,0.0466,3.959787,[84 27] ; [38 24],[78.27745665 32.72254335] ; [43.72254335 18.27745665],0
p10,1,0.073884,3.194543,[104   7] ; [53  9],[100.73410405  10.26589595] ; [56.26589595  5.73410405],0
v4,1,0.108977,2.568997,[109   2] ; [58  4],[107.15028902   3.84971098] ; [59.84971098  2.15028902],0
u3,1,0.124634,2.358101,[12  2] ; [11  7],[10.0625  3.9375] ; [12.9375  5.0625],0
a2,1,0.170453,1.878952,[36 75] ; [14 48],[32.08092486 78.91907514] ; [17.91907514 44.08092486],0
n3,1,0.195709,1.674107,[9 7] ; [11  3],[10.66666667  5.33333333] ; [9.33333333 4.66666667],0
p7,1,0.210523,1.567826,[92 18] ; [47 15],[88.89534884 21.10465116] ; [50.10465116 11.89534884],0
u1,1,0.210992,1.564604,[33 78] ; [13 49],[29.51445087 81.48554913] ; [16.48554913 45.51445087],0
r3,1,0.220946,1.498217,[108   3] ; [57  4],[106.48255814   4.51744186] ; [58.51744186  2.48255814],0
p11,1,0.232149,1.427649,[94 17] ; [48 14],[91.10982659 19.89017341] ; [50.89017341 11.10982659],0
s1,1,0.240514,1.377578,[  3 106] ; [ 4 58],[  4.4619883 104.5380117] ; [ 2.5380117 59.4619883],0
b5,1,0.251322,1.31594,[62 49] ; [29 33],[58.38728324 52.61271676] ; [32.61271676 29.38728324],0
p6,1,0.255986,1.290336,[66 43] ; [32 30],[62.46783626 46.53216374] ; [35.53216374 26.46783626],0
p9,1,0.27518,1.19074,[105   6] ; [55  6],[103.25581395   7.74418605] ; [56.74418605  4.25581395],0
s3,1,0.279736,1.168371,[78 32] ; [39 23],[74.8255814 35.1744186] ; [42.1744186 19.8255814],0
n1,1,0.295642,1.09375,[11  5] ; [7 7],[9.6 6.4] ; [8.4 5.6],0
p8,1,0.309402,1.033227,[81 30] ; [40 21],[78.0872093 32.9127907] ; [42.9127907 18.0872093],0
a5,1,0.310031,1.030545,[96 15] ; [50 12],[93.67630058 17.32369942] ; [52.32369942  9.67630058],0
b2,1,0.330264,0.947863,[33 37] ; [13 22],[30.66666667 39.33333333] ; [15.33333333 19.66666667],0
