Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,62.007326,[16 44] ; [88 12],[39. 21.] ; [65. 35.],1
s6,1,0.000173,14.104225,[18 43] ; [60 40],[29.55279503 31.44720497] ; [48.44720497 51.55279503],1
s8,1,0.000245,13.45134,[ 6 55] ; [36 64],[15.91304348 45.08695652] ; [26.08695652 73.91304348],1
p11,1,0.00045,12.310335,[27 34] ; [72 28],[37.50931677 23.49068323] ; [61.49068323 38.50931677],1
p2,1,0.000577,11.848016,[34 27] ; [81 19],[43.57142857 17.42857143] ; [71.42857143 28.57142857],1
v4,1,0.000615,11.729577,[47 14] ; [95  5],[53.80124224  7.19875776] ; [88.19875776 11.80124224],1
a7,1,0.000666,11.580946,[34 27] ; [80 19],[43.4625 17.5375] ; [70.5375 28.4625],1
a5,1,0.00153,10.042349,[26 35] ; [68 32],[35.61490683 25.38509317] ; [58.38509317 41.61490683],0
s2,1,0.001611,9.947039,[13 48] ; [46 54],[22.35403727 38.64596273] ; [36.64596273 63.35403727],0
d3,1,0.001698,9.850638,[33 28] ; [77 22],[41.9375 19.0625] ; [68.0625 30.9375],0
d5,1,0.002715,8.989925,[36 25] ; [80 19],[44.225 16.775] ; [71.775 27.225],0
d1,1,0.003209,8.68482,[22 39] ; [60 40],[31.06832298 29.93167702] ; [50.93167702 49.06832298],0
p7,1,0.005151,7.825498,[25 36] ; [63 36],[33.55 27.45] ; [54.45 44.55],0
s7,1,0.017157,5.680228,[10 46] ; [35 62],[16.47058824 39.52941176] ; [28.52941176 68.47058824],0
s3,1,0.024859,5.033687,[19 40] ; [50 49],[25.76582278 33.23417722] ; [43.23417722 55.76582278],0
b1,1,0.029767,4.722715,[30 31] ; [32 68],[23.49068323 37.50931677] ; [38.50931677 61.49068323],0
a3,1,0.029767,4.722715,[31 30] ; [68 32],[37.50931677 23.49068323] ; [61.49068323 38.50931677],0
d4,1,0.030385,4.687397,[44 17] ; [86 14],[49.25465839 11.74534161] ; [80.74534161 19.25465839],0
p8,1,0.042861,4.100895,[17 43] ; [44 55],[23.01886792 36.98113208] ; [37.98113208 61.01886792],0
s5,1,0.049725,3.850694,[ 9 51] ; [27 67],[14.02597403 45.97402597] ; [21.97402597 72.02597403],0
r2,1,0.053373,3.732189,[49 11] ; [91  8],[52.83018868  7.16981132] ; [87.16981132 11.83018868],0
a2,1,0.056314,3.642735,[ 4 57] ; [17 83],[ 7.95652174 53.04347826] ; [13.04347826 86.95652174],0
d2,1,0.062419,3.471905,[19 42] ; [46 54],[24.62732919 36.37267081] ; [40.37267081 59.62732919],0
n6,1,0.065868,3.383112,[32 29] ; [67 33],[37.50931677 23.49068323] ; [61.49068323 38.50931677],0
r4,1,0.079599,3.073068,[45 16] ; [85 15],[49.25465839 11.74534161] ; [80.74534161 19.25465839],0
r1,1,0.082936,3.006398,[37 24] ; [73 26],[41.9375 19.0625] ; [68.0625 30.9375],0
a6,1,0.087668,2.916685,[32 29] ; [66 34],[37.13043478 23.86956522] ; [60.86956522 39.13043478],0
s4,1,0.155845,2.014089,[10 51] ; [26 74],[13.63975155 47.36024845] ; [22.36024845 77.63975155],0
u2,1,0.16032,1.971205,[13 17] ; [19 12],[15.73770492 14.26229508] ; [16.26229508 14.73770492],0
p4,1,0.172138,1.864227,[21 39] ; [46 54],[25.125 34.875] ; [41.875 58.125],0
r3,1,0.216064,1.530326,[54  7] ; [94  6],[56.07453416  4.92546584] ; [91.92546584  8.07453416],0
v3,1,0.25468,1.297449,[ 9 48] ; [23 75],[11.76774194 45.23225806] ; [20.23225806 77.76774194],0
n2,1,0.261663,1.259935,[16  8] ; [16 15],[13.96363636 10.03636364] ; [18.03636364 12.96363636],0
u3,1,0.300623,1.071429,[14 16] ; [18 12],[16. 14.] ; [16. 14.],0
b4,1,0.333422,0.935561,[35 26] ; [65 35],[37.88819876 23.11180124] ; [62.11180124 37.88819876],0
u1,1,0.34681,0.885096,[ 4 57] ; [11 89],[ 5.68322981 55.31677019] ; [ 9.31677019 90.68322981],0
v2,1,0.352811,0.863321,[22 38] ; [42 53],[24.77419355 35.22580645] ; [39.22580645 55.77419355],0
a4,1,0.365087,0.820318,[16 45] ; [33 67],[18.56521739 42.43478261] ; [30.43478261 69.56521739],0
n4,1,0.405673,0.691445,[21 40] ; [41 59],[23.49068323 37.50931677] ; [38.50931677 61.49068323],0
a8,1,0.431215,0.619548,[ 2 56] ; [ 6 88],[ 3.05263158 54.94736842] ; [ 4.94736842 89.05263158],0
p3,1,0.449434,0.572078,[19 42] ; [37 63],[21.2173913 39.7826087] ; [34.7826087 65.2173913],0
p6,1,0.501628,0.451491,[12 47] ; [25 75],[13.72955975 45.27044025] ; [23.27044025 76.72955975],0
s1,1,0.533092,0.388494,[ 3 58] ; [ 3 97],[ 2.27329193 58.72670807] ; [ 3.72670807 96.27329193],0
n3,1,0.626928,0.23625,[17  7] ; [23  7],[17.77777778  6.22222222] ; [22.22222222  7.77777778],0
b5,1,0.707522,0.140765,[36 25] ; [56 44],[34.85714286 26.14285714] ; [57.14285714 42.85714286],0
p1,1,0.764641,0.089636,[ 3 57] ; [ 4 96],[ 2.625 57.375] ; [ 4.375 95.625],0
b2,1,0.797032,0.066147,[ 9 27] ; [12 41],[ 8.49438202 27.50561798] ; [12.50561798 40.49438202],0
