Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.010177,6.603668,[ 1 10] ; [20 18],[4.71428571 6.28571429] ; [16.28571429 21.71428571],0
d2,1,0.036983,4.351204,[4 7] ; [ 4 35],[1.76 9.24] ; [ 6.24 32.76],0
a8,1,0.040903,4.180038,[3 8] ; [ 2 34],[1.17021277 9.82978723] ; [ 3.82978723 32.17021277],0
p7,1,0.043081,4.092214,[9 2] ; [18 20],[6.06122449 4.93877551] ; [20.93877551 17.06122449],0
s5,1,0.06002,3.536842,[3 7] ; [ 3 35],[1.25 8.75] ; [ 4.75 33.25],0
b1,1,0.099713,2.710125,[7 4] ; [14 25],[4.62 6.38] ; [16.38 22.62],0
p4,1,0.099713,2.710125,[7 4] ; [14 25],[4.62 6.38] ; [16.38 22.62],0
b3,1,0.148454,2.088068,[3 5] ; [ 3 19],[1.6 6.4] ; [ 4.4 17.6],0
b2,1,0.148454,2.088068,[3 5] ; [ 3 19],[1.6 6.4] ; [ 4.4 17.6],0
r4,1,0.189873,1.718603,[10  1] ; [28 11],[8.36 2.64] ; [29.64  9.36],0
p3,1,0.205344,1.603952,[5 6] ; [10 29],[3.3 7.7] ; [11.7 27.3],0
p11,1,0.209846,1.572492,[9 2] ; [24 15],[7.26 3.74] ; [25.74 13.26],0
n1,1,0.260531,1.265934,[2 2] ; [ 3 11],[1.11111111 2.88888889] ; [ 3.88888889 10.11111111],0
s6,1,0.299358,1.077054,[3 8] ; [17 21],[4.48979592 6.51020408] ; [15.51020408 22.48979592],0
v2,1,0.394542,0.724898,[5 6] ; [12 26],[3.81632653 7.18367347] ; [13.18367347 24.81632653],0
s8,1,0.411548,0.674326,[2 9] ; [12 27],[3.08 7.92] ; [10.92 28.08],0
n6,1,0.49474,0.4662,[8 3] ; [24 15],[7.04 3.96] ; [24.96 14.04],0
p10,1,0.508923,0.436281,[5 6] ; [21 16],[5.95833333 5.04166667] ; [20.04166667 16.95833333],0
a6,1,0.51965,0.414588,[5 6] ; [22 17],[5.94 5.06] ; [21.06 17.94],0
v3,1,0.549188,0.358774,[3 8] ; [ 7 30],[2.29166667 8.70833333] ; [ 7.70833333 29.29166667],0
a5,1,0.563455,0.333757,[4 7] ; [18 21],[4.84 6.16] ; [17.16 21.84],0
p2,1,0.580636,0.305207,[9 2] ; [28 10],[8.30612245 2.69387755] ; [28.69387755  9.30612245],0
s7,1,0.580636,0.305207,[2 9] ; [10 28],[2.69387755 8.30612245] ; [ 9.30612245 28.69387755],0
a2,1,0.625012,0.238886,[ 1 10] ; [ 2 37],[ 0.66 10.34] ; [ 2.34 36.66],0
a4,1,0.650847,0.204834,[2 9] ; [ 5 34],[1.54 9.46] ; [ 5.46 33.54],0
s2,1,0.665664,0.186716,[3 8] ; [13 25],[3.59183673 7.40816327] ; [12.40816327 25.59183673],0
p1,1,0.674975,0.175837,[2 9] ; [ 5 33],[1.57142857 9.42857143] ; [ 5.42857143 32.57142857],0
u2,1,0.689995,0.159091,[3 3] ; [ 9 13],[2.57142857 3.42857143] ; [ 9.42857143 12.57142857],0
p9,1,0.722279,0.12632,[6 5] ; [23 15],[6.51020408 4.48979592] ; [22.48979592 15.51020408],0
d5,1,0.726686,0.122177,[3 7] ; [14 25],[3.46938776 6.53061224] ; [13.53061224 25.46938776],0
r2,1,0.736734,0.113018,[10  1] ; [34  5],[9.68 1.32] ; [34.32  4.68],0
v1,1,0.7657,0.088807,[4 7] ; [12 26],[3.59183673 7.40816327] ; [12.40816327 25.59183673],0
r1,1,0.780439,0.0777,[7 4] ; [23 16],[6.6 4.4] ; [23.4 15.6],0
a7,1,0.837848,0.04188,[6 4] ; [22 17],[5.71428571 4.28571429] ; [22.28571429 16.71428571],0
d3,1,0.841061,0.040215,[3 7] ; [13 26],[3.26530612 6.73469388] ; [12.73469388 26.26530612],0
b4,1,0.848264,0.036609,[6 5] ; [20 19],[5.72 5.28] ; [20.28 18.72],0
n4,1,0.851364,0.03511,[4 7] ; [13 26],[3.74 7.26] ; [13.26 25.74],0
n2,1,0.888153,0.01978,[3 1] ; [10  4],[2.88888889 1.11111111] ; [10.11111111  3.88888889],0
b5,1,0.899255,0.016028,[7 4] ; [24 15],[6.82 4.18] ; [24.18 14.82],0
a3,1,0.912377,0.012109,[5 6] ; [17 22],[4.84 6.16] ; [17.16 21.84],0
v4,1,0.917531,0.010721,[10  1] ; [34  3],[10.08333333  0.91666667] ; [33.91666667  3.08333333],0
p8,1,0.967217,0.001689,[5 6] ; [18 21],[5.06 5.94] ; [17.94 21.06],0
s4,1,0.985821,0.000316,[2 9] ; [ 7 32],[1.98 9.02] ; [ 7.02 31.98],0
u3,1,1.0,0.0,[3 3] ; [11 11],[3. 3.] ; [11. 11.],0
