Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,80.53378,[119  49] ; [11 79],[84.65116279 83.34883721] ; [45.34883721 44.65116279],1
d5,1,0.0,67.763839,[165   4] ; [53 38],[141.7  27.3] ; [76.3 14.7],1
d3,1,0.0,36.111708,[144  25] ; [46 45],[123.5  45.5] ; [66.5 24.5],1
a2,1,1.8e-05,18.41082,[ 47 122] ; [ 5 86],[ 33.8 135.2] ; [18.2 72.8],1
a4,1,0.000161,14.24096,[89 79] ; [26 65],[74.59459459 93.40540541] ; [40.40540541 50.59459459],1
a5,1,0.000202,13.812464,[132  37] ; [51 40],[118.95  50.05] ; [64.05 26.95],1
n6,1,0.000532,12.00058,[136  32] ; [55 35],[124.37209302  43.62790698] ; [66.62790698 23.37209302],1
p8,1,0.001632,9.922778,[83 83] ; [27 64],[71.05058366 94.94941634] ; [38.94941634 52.05058366],0
r2,1,0.003903,8.328598,[153  10] ; [75 16],[146.31496063  16.68503937] ; [81.68503937  9.31496063],0
n4,1,0.004208,8.191855,[129  40] ; [54 37],[118.95  50.05] ; [64.05 26.95],0
u1,1,0.005747,7.628118,[ 30 139] ; [ 5 86],[ 22.75 146.25] ; [12.25 78.75],0
v2,1,0.006678,7.357502,[97 68] ; [36 52],[86.73913043 78.26086957] ; [46.26086957 41.73913043],0
a6,1,0.01123,6.428571,[126  43] ; [54 37],[117.  52.] ; [63. 28.],0
a3,1,0.025929,4.960777,[130  38] ; [58 32],[122.41860465  45.58139535] ; [65.58139535 24.41860465],0
s4,1,0.026493,4.923576,[  9 160] ; [12 79],[ 13.65 155.35] ; [ 7.35 83.65],0
a7,1,0.034388,4.475319,[127  42] ; [57 34],[119.6  49.4] ; [64.4 26.6],0
s8,1,0.034511,4.469185,[ 41 128] ; [12 79],[ 34.45 134.55] ; [18.55 72.45],0
v3,1,0.036094,4.392658,[63 97] ; [23 65],[ 55.48387097 104.51612903] ; [30.51612903 57.48387097],0
p7,1,0.038252,4.293788,[94 73] ; [38 51],[86.109375 80.890625] ; [45.890625 43.109375],0
n5,1,0.042357,4.120873,[113  55] ; [49 41],[105.48837209  62.51162791] ; [56.51162791 33.48837209],0
s1,1,0.044804,4.026012,[  3 164] ; [ 6 85],[  5.8255814 161.1744186] ; [ 3.1744186 87.8255814],0
b5,1,0.057693,3.602484,[87 82] ; [58 33],[94.25 74.75] ; [50.75 40.25],0
v1,1,0.07479,3.17464,[79 88] ; [31 56],[72.32283465 94.67716535] ; [37.67716535 49.32283465],0
a1,1,0.090969,2.857143,[  4 165] ; [ 6 85],[  6.5 162.5] ; [ 3.5 87.5],0
v4,1,0.095889,2.772624,[153  16] ; [76 15],[148.85  20.15] ; [80.15 10.85],0
p4,1,0.102581,2.664952,[78 87] ; [33 57],[71.82352941 93.17647059] ; [39.17647059 50.82352941],0
p6,1,0.105759,2.616471,[ 43 119] ; [16 75],[ 37.77865613 124.22134387] ; [21.22134387 69.77865613],0
b1,1,0.113701,2.50201,[ 61 108] ; [42 49],[ 66.95 102.05] ; [36.05 54.95],0
