Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1.3e-05,18.966583,[59 39] ; [81 11],[72.21052632 25.78947368] ; [67.78947368 24.21052632],1
p7,1,5.6e-05,16.218394,[58 37] ; [80 12],[70.10695187 24.89304813] ; [67.89304813 24.10695187],1
p8,1,0.0004,12.534486,[46 50] ; [68 25],[57.9047619 38.0952381] ; [56.0952381 36.9047619],1
s4,1,0.001081,10.683678,[15 82] ; [33 58],[24.76595745 72.23404255] ; [23.23404255 67.76595745],0
p9,1,0.001416,10.185082,[83 15] ; [91  2],[89.27748691  8.72251309] ; [84.72251309  8.27748691],0
p3,1,0.002031,9.521271,[53 46] ; [69 23],[63.23560209 35.76439791] ; [58.76439791 33.23560209],0
r4,1,0.002331,9.268909,[87 12] ; [92  1],[92.296875  6.703125] ; [86.703125  6.296875],0
s7,1,0.002575,9.086685,[52 41] ; [70 21],[61.66304348 31.33695652] ; [60.33695652 30.66304348],0
p10,1,0.002701,8.999262,[83 16] ; [90  3],[89.203125  9.796875] ; [83.796875  9.203125],0
s6,1,0.00538,7.746957,[78 20] ; [86  6],[84.58947368 13.41052632] ; [79.41052632 12.58947368],0
s2,1,0.005934,7.570204,[62 35] ; [76 17],[70.45263158 26.54736842] ; [67.54736842 25.45263158],0
v1,1,0.011358,6.408366,[55 42] ; [69 24],[63.30526316 33.69473684] ; [60.69473684 32.30526316],0
s8,1,0.011928,6.321505,[53 45] ; [66 26],[61.37894737 36.62105263] ; [57.62105263 34.37894737],0
a6,1,0.049786,3.848664,[75 24] ; [57 34],[68.77894737 30.22105263] ; [63.22105263 27.77894737],0
p1,1,0.058711,3.57343,[ 9 90] ; [17 75],[13.47643979 85.52356021] ; [12.52356021 79.47643979],0
a5,1,0.06542,3.394359,[86 13] ; [88  5],[89.71875  9.28125] ; [84.28125  8.71875],0
v2,1,0.093617,2.811049,[64 31] ; [51 41],[58.42245989 36.57754011] ; [56.57754011 35.42245989],0
d3,1,0.102769,2.662039,[84 15] ; [85  7],[87.59685864 11.40314136] ; [81.40314136 10.59685864],0
a1,1,0.120262,2.413912,[ 4 95] ; [ 9 84],[ 6.703125 92.296875] ; [ 6.296875 86.703125],0
n6,1,0.12166,2.395815,[84 13] ; [85  6],[87.19680851  9.80319149] ; [81.80319149  9.19680851],0
n4,1,0.151936,2.052703,[74 24] ; [78 15],[77.9895288 20.0104712] ; [74.0104712 18.9895288],0
s3,1,0.224658,1.474365,[65 30] ; [71 22],[68.72340426 26.27659574] ; [67.27659574 25.72340426],0
n5,1,0.254302,1.299513,[75 22] ; [78 15],[78.11052632 18.88947368] ; [74.88947368 18.11052632],0
p5,1,0.264396,1.245592,[17 82] ; [22 71],[20.109375 78.890625] ; [18.890625 74.109375],0
d2,1,0.277343,1.180063,[76 22] ; [65 27],[72.72631579 25.27368421] ; [68.27368421 23.72631579],0
