Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,52.037386,[94 68] ; [ 18 100],[64.8 97.2] ; [47.2 70.8],1
r3,1,1.6e-05,18.66765,[165   1] ; [105  15],[156.71328671   9.28671329] ; [113.28671329   6.71328671],1
r1,1,1.7e-05,18.462806,[145  21] ; [78 40],[130.34507042  35.65492958] ; [92.65492958 25.34507042],1
p10,1,0.000122,14.755599,[148  19] ; [84 35],[135.46853147  31.53146853] ; [96.53146853 22.46853147],1
d1,1,0.000169,14.146007,[107  60] ; [50 70],[91.3554007 75.6445993] ; [65.6445993 54.3554007],1
v1,1,0.000215,13.694226,[98 65] ; [45 74],[82.65602837 80.34397163] ; [60.34397163 58.65602837],1
p11,1,0.000468,12.239607,[146  21] ; [85 35],[134.41463415  32.58536585] ; [96.58536585 23.41463415],1
r2,1,0.001387,10.2225,[156   6] ; [102  17],[148.74021352  13.25978648] ; [109.25978648   9.74021352],0
d5,1,0.002014,9.536353,[144  23] ; [85 34],[133.71678322  33.28321678] ; [95.28321678 23.71678322],0
d3,1,0.003183,8.699547,[122  45] ; [67 52],[110.36013986  56.63986014] ; [78.63986014 40.36013986],0
d4,1,0.003241,8.6667,[143  24] ; [85 34],[133.13286713  33.86713287] ; [94.86713287 24.13286713],0
v4,1,0.004973,7.88914,[160   3] ; [109  11],[154.93639576   8.06360424] ; [114.06360424   5.93639576],0
a4,1,0.008026,7.027587,[77 89] ; [37 83],[66.16783217 99.83216783] ; [47.83216783 72.16783217],0
a5,1,0.008638,6.896129,[133  34] ; [79 41],[123.35888502  43.64111498] ; [88.64111498 31.35888502],0
r4,1,0.011832,6.335797,[155  12] ; [100  20],[148.37979094  18.62020906] ; [106.62020906  13.37979094],0
p9,1,0.019136,5.48903,[145  22] ; [89 28],[137.59859155  29.40140845] ; [96.40140845 20.59859155],0
n5,1,0.02217,5.232402,[128  36] ; [79 41],[119.53521127  44.46478873] ; [87.46478873 32.53521127],0
a2,1,0.028133,4.819892,[ 43 124] ; [ 18 102],[ 35.49477352 131.50522648] ; [25.50522648 94.49477352],0
u2,1,0.029449,4.7412,[13 23] ; [25 16],[17.76623377 18.23376623] ; [20.23376623 20.76623377],0
s5,1,0.030839,4.661883,[ 60 106] ; [29 91],[ 51.65734266 114.34265734] ; [37.34265734 82.65734266],0
a3,1,0.039258,4.249682,[128  39] ; [78 41],[120.28671329  46.71328671] ; [85.71328671 33.28671329],0
d2,1,0.046317,3.970044,[83 84] ; [45 74],[74.74125874 92.25874126] ; [53.25874126 65.74125874],0
n2,1,0.046466,3.964612,[26  3] ; [22 10],[22.81967213  6.18032787] ; [25.18032787  6.81967213],0
a6,1,0.061407,3.498962,[120  47] ; [73 46],[112.6958042  54.3041958] ; [80.3041958 38.6958042],0
p3,1,0.073961,3.192844,[93 74] ; [54 66],[85.53658537 81.46341463] ; [61.46341463 58.53658537],0
s8,1,0.076244,3.143191,[76 90] ; [42 77],[68.72982456 97.27017544] ; [49.27017544 69.72982456],0
n4,1,0.094599,2.794311,[129  37] ; [82 37],[122.89824561  43.10175439] ; [88.10175439 30.89824561],0
n6,1,0.116215,2.467601,[140  24] ; [93 26],[135.02473498  28.97526502] ; [97.97526502 21.02473498],0
s7,1,0.117251,2.453658,[80 82] ; [45 68],[73.63636364 88.36363636] ; [51.36363636 61.63636364],0
s1,1,0.122568,2.384194,[  3 162] ; [  6 112],[  5.24734982 159.75265018] ; [  3.75265018 114.24734982],0
b5,1,0.175337,1.836711,[91 76] ; [75 45],[96.59233449 70.40766551] ; [69.40766551 50.59233449],0
s4,1,0.17758,1.817764,[ 21 146] ; [22 98],[ 25.02090592 141.97909408] ; [ 17.97909408 102.02090592],0
u1,1,0.198081,1.656466,[ 27 140] ; [ 13 107],[ 23.27526132 143.72473868] ; [ 16.72473868 103.27526132],0
b1,1,0.231549,1.431321,[ 58 109] ; [50 70],[ 62.84320557 104.15679443] ; [45.15679443 74.84320557],0
p8,1,0.352978,0.862723,[100  65] ; [65 53],[96.20141343 68.79858657] ; [68.79858657 49.20141343],0
n1,1,0.411368,0.674843,[ 8 20] ; [12 19],[ 9.49152542 18.50847458] ; [10.50847458 20.49152542],0
a8,1,0.488661,0.479473,[ 28 124] ; [17 95],[ 25.90909091 126.09090909] ; [19.09090909 92.90909091],0
s2,1,0.515487,0.422912,[79 87] ; [52 67],[76.30175439 89.69824561] ; [54.69824561 64.30175439],0
p5,1,0.546545,0.363543,[ 13 154] ; [  7 111],[ 11.71929825 155.28070175] ; [  8.28070175 109.71929825],0
b2,1,0.570659,0.321582,[32 75] ; [19 54],[30.31666667 76.68333333] ; [20.68333333 52.31666667],0
b3,1,0.570659,0.321582,[32 75] ; [19 54],[30.31666667 76.68333333] ; [20.68333333 52.31666667],0
a1,1,0.600311,0.274527,[  6 161] ; [  3 117],[  5.2369338 161.7630662] ; [  3.7630662 116.2369338],0
a7,1,0.701967,0.146434,[119  48] ; [83 37],[117.54006969  49.45993031] ; [84.45993031 35.54006969],0
p2,1,0.732027,0.117259,[147  20] ; [104  16],[146.05226481  20.94773519] ; [104.94773519  15.05226481],0
s3,1,0.751163,0.100556,[90 74] ; [67 51],[91.30496454 72.69503546] ; [65.69503546 52.30496454],0
b4,1,0.758684,0.094377,[86 81] ; [64 56],[87.28222997 79.71777003] ; [62.71777003 57.28222997],0
u4,1,0.764717,0.089576,[  2 165] ; [  1 119],[  1.7456446 165.2543554] ; [  1.2543554 118.7456446],0
p12,1,0.802766,0.062385,[  6 161] ; [  5 115],[  6.40069686 160.59930314] ; [  4.59930314 115.40069686],0
p1,1,0.813739,0.05551,[  8 159] ; [  5 114],[  7.59090909 159.40909091] ; [  5.40909091 113.59090909],0
u3,1,0.814089,0.055298,[18 21] ; [20 21],[18.525 20.475] ; [19.475 21.525],0
n3,1,0.830087,0.046049,[25  5] ; [26  6],[24.67741935  5.32258065] ; [26.32258065  5.67741935],0
p4,1,0.939053,0.005846,[94 73] ; [67 53],[93.68292683 73.31707317] ; [67.31707317 52.68292683],0
s6,1,0.946521,0.004499,[104  60] ; [75 44],[103.73144876  60.26855124] ; [75.26855124 43.73144876],0
