Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.000717,11.444074,[ 5 13] ; [13  2],[9.81818182 8.18181818] ; [8.18181818 6.81818182],1
a7,1,0.047852,3.915185,[ 7 11] ; [11  4],[9.81818182 8.18181818] ; [8.18181818 6.81818182],0
r1,1,0.047852,3.915185,[ 7 11] ; [11  4],[9.81818182 8.18181818] ; [8.18181818 6.81818182],0
d5,1,0.052821,3.749565,[10  8] ; [13  2],[12.54545455  5.45454545] ; [10.45454545  4.54545455],0
s2,1,0.054759,3.689412,[9 8] ; [ 3 12],[ 6.375 10.625] ; [5.625 9.375],0
p8,1,0.082237,3.020131,[ 4 13] ; [8 7],[ 6.375 10.625] ; [5.625 9.375],0
a8,1,0.101707,2.678571,[ 1 15] ; [ 4 10],[ 2.66666667 13.33333333] ; [ 2.33333333 11.66666667],0
v2,1,0.111872,2.527574,[ 7 11] ; [10  5],[9.27272727 8.72727273] ; [7.72727273 7.27272727],0
d2,1,0.134648,2.238077,[ 5 13] ; [8 7],[ 7.09090909 10.90909091] ; [5.90909091 9.09090909],0
n4,1,0.138011,2.2,[10  8] ; [12  3],[12.  6.] ; [10.  5.],0
d4,1,0.239731,1.382174,[11  7] ; [12  3],[12.54545455  5.45454545] ; [10.45454545  4.54545455],0
d3,1,0.334746,0.930451,[9 9] ; [10  5],[10.36363636  7.63636364] ; [8.63636364 6.36363636],0
n6,1,0.336929,0.92208,[11  6] ; [12  3],[12.21875  4.78125] ; [10.78125  4.21875],0
s6,1,0.347329,0.883191,[ 8 10] ; [8 5],[9.29032258 8.70967742] ; [6.70967742 6.29032258],0
a6,1,0.373301,0.792647,[ 8 10] ; [9 6],[9.27272727 8.72727273] ; [7.72727273 7.27272727],0
b2,1,0.451967,0.565714,[3 9] ; [4 6],[3.81818182 8.18181818] ; [3.18181818 6.81818182],0
b3,1,0.451967,0.565714,[3 9] ; [4 6],[3.81818182 8.18181818] ; [3.18181818 6.81818182],0
p11,1,0.458318,0.55,[13  5] ; [9 6],[12.  6.] ; [10.  5.],0
n5,1,0.458318,0.55,[13  5] ; [9 6],[12.  6.] ; [10.  5.],0
a4,1,0.458318,0.55,[ 7 11] ; [ 4 11],[ 6. 12.] ; [ 5. 10.],0
d1,1,0.458318,0.55,[ 5 13] ; [6 9],[ 6. 12.] ; [ 5. 10.],0
n2,1,0.465209,0.533333,[2 3] ; [2 1],[2.5 2.5] ; [1.5 1.5],0
u2,1,0.504985,0.444444,[2 4] ; [1 5],[1.5 4.5] ; [1.5 4.5],0
p10,1,0.538195,0.378896,[13  4] ; [10  5],[12.21875  4.78125] ; [10.78125  4.21875],0
s5,1,0.591507,0.287997,[ 4 14] ; [4 9],[ 4.64516129 13.35483871] ; [3.35483871 9.64516129],0
s7,1,0.690328,0.15873,[ 5 10] ; [ 4 11],[ 4.5 10.5] ; [ 4.5 10.5],0
p6,1,0.691801,0.157143,[ 6 12] ; [6 9],[ 6.54545455 11.45454545] ; [5.45454545 9.54545455],0
a5,1,0.691801,0.157143,[12  6] ; [9 6],[11.45454545  6.54545455] ; [9.54545455 5.45454545],0
a3,1,0.691801,0.157143,[12  6] ; [9 6],[11.45454545  6.54545455] ; [9.54545455 5.45454545],0
b4,1,0.691801,0.157143,[12  6] ; [9 6],[11.45454545  6.54545455] ; [9.54545455 5.45454545],0
s3,1,0.723155,0.12549,[8 9] ; [8 7],[8.5 8.5] ; [7.5 7.5],0
s8,1,0.729507,0.119565,[ 5 13] ; [ 5 10],[ 5.45454545 12.54545455] ; [ 4.54545455 10.45454545],0
s4,1,0.7903,0.070714,[ 3 15] ; [ 2 13],[ 2.72727273 15.27272727] ; [ 2.27272727 12.72727273],0
p3,1,0.797004,0.066165,[ 8 10] ; [6 9],[ 7.63636364 10.36363636] ; [6.36363636 8.63636364],0
b1,1,0.797004,0.066165,[10  8] ; [9 6],[10.36363636  7.63636364] ; [8.63636364 6.36363636],0
b5,1,0.797004,0.066165,[10  8] ; [9 6],[10.36363636  7.63636364] ; [8.63636364 6.36363636],0
v3,1,0.804748,0.061111,[ 3 15] ; [ 3 12],[ 3.27272727 14.72727273] ; [ 2.72727273 12.27272727],0
p9,1,0.80955,0.058084,[13  4] ; [12  3],[13.28125  3.71875] ; [11.71875  3.28125],0
p5,1,0.845582,0.037931,[ 2 16] ; [ 2 13],[ 2.18181818 15.81818182] ; [ 1.81818182 13.18181818],0
a2,1,0.845582,0.037931,[ 2 16] ; [ 2 13],[ 2.18181818 15.81818182] ; [ 1.81818182 13.18181818],0
p7,1,0.848698,0.036397,[9 9] ; [7 8],[8.72727273 9.27272727] ; [7.27272727 7.72727273],0
p12,1,0.854,0.033862,[ 1 17] ; [ 1 13],[ 1.125 16.875] ; [ 0.875 13.125],0
p4,1,0.89842,0.016296,[10  8] ; [8 7],[9.81818182 8.18181818] ; [8.18181818 6.81818182],0
v1,1,0.89842,0.016296,[ 8 10] ; [7 8],[8.18181818 9.81818182] ; [6.81818182 8.18181818],0
