Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.005401,7.740086,[19 44] ; [7 2],[22.75 40.25] ; [3.25 5.75],0
p3,1,0.011931,6.321039,[16 47] ; [6 3],[19.25 43.75] ; [2.75 6.25],0
p11,1,0.028172,4.817508,[32 32] ; [8 1],[35.06849315 28.93150685] ; [4.93150685 4.06849315],0
s1,1,0.051177,3.802456,[ 3 61] ; [2 7],[ 4.38356164 59.61643836] ; [0.61643836 8.38356164],0
s7,1,0.052333,3.765086,[17 43] ; [5 3],[19.41176471 40.58823529] ; [2.58823529 5.41176471],0
n6,1,0.05446,3.698538,[32 30] ; [7 1],[34.54285714 27.45714286] ; [4.45714286 3.54285714],0
a2,1,0.058103,3.590711,[11 53] ; [4 5],[13.15068493 50.84931507] ; [1.84931507 7.15068493],0
d2,1,0.062122,3.479812,[22 42] ; [6 3],[24.54794521 39.45205479] ; [3.45205479 5.54794521],0
u1,1,0.067301,3.347644,[ 7 57] ; [3 6],[ 8.76712329 55.23287671] ; [1.23287671 7.76712329],0
p12,1,0.075927,3.15,[ 1 63] ; [1 7],[ 1.77777778 62.22222222] ; [0.22222222 7.77777778],0
d1,1,0.082516,3.014645,[30 34] ; [7 2],[32.43835616 31.56164384] ; [4.56164384 4.43835616],0
p9,1,0.089162,2.889439,[37 25] ; [8 1],[39.29577465 22.70422535] ; [5.70422535 3.29577465],0
a6,1,0.101086,2.68832,[39 25] ; [8 1],[41.20547945 22.79452055] ; [5.79452055 3.20547945],0
p10,1,0.107463,2.591134,[36 26] ; [7 1],[38.08571429 23.91428571] ; [4.91428571 3.08571429],0
n5,1,0.108632,2.574005,[30 31] ; [7 2],[32.24285714 28.75714286] ; [4.75714286 4.24285714],0
n4,1,0.138984,2.189174,[33 31] ; [7 2],[35.06849315 28.93150685] ; [4.93150685 4.06849315],0
p4,1,0.150219,2.070023,[20 44] ; [5 4],[21.91780822 42.08219178] ; [3.08219178 5.91780822],0
r2,1,0.163974,1.937192,[34 24] ; [6 1],[35.69230769 22.30769231] ; [4.30769231 2.69230769],0
p1,1,0.169225,1.889795,[ 5 59] ; [2 7],[ 6.1369863 57.8630137] ; [0.8630137 8.1369863],0
r3,1,0.190073,1.717051,[42 20] ; [3 4],[40.43478261 21.56521739] ; [4.56521739 2.43478261],0
v1,1,0.190073,1.717051,[20 42] ; [4 3],[21.56521739 40.43478261] ; [2.43478261 4.56521739],0
p7,1,0.19859,1.652717,[24 38] ; [5 3],[25.68571429 36.31428571] ; [3.31428571 4.68571429],0
a4,1,0.217802,1.518792,[22 42] ; [5 4],[23.67123288 40.32876712] ; [3.32876712 5.67123288],0
s8,1,0.218258,1.515789,[12 52] ; [3 5],[13.33333333 50.66666667] ; [1.66666667 6.33333333],0
d3,1,0.232717,1.424176,[44 19] ; [8 1],[45.5 17.5] ; [6.5 2.5],0
r1,1,0.25864,1.276024,[19 44] ; [4 4],[20.4084507 42.5915493] ; [2.5915493 5.4084507],0
s3,1,0.277101,1.181254,[22 39] ; [4 3],[23.32352941 37.67647059] ; [2.67647059 4.32352941],0
v4,1,0.280668,1.163851,[40 21] ; [6 1],[41.26470588 19.73529412] ; [4.73529412 2.26470588],0
a5,1,0.28774,1.130164,[38 26] ; [7 2],[39.45205479 24.54794521] ; [5.54794521 3.45205479],0
u3,1,0.332373,0.939631,[ 9 15] ; [2 1],[ 9.77777778 14.22222222] ; [1.22222222 1.77777778],0
s2,1,0.3389,0.914588,[20 43] ; [1 6],[18.9 44.1] ; [2.1 4.9],0
p6,1,0.340156,0.909843,[14 49] ; [3 5],[15.08450704 47.91549296] ; [1.91549296 6.08450704],0
d5,1,0.402608,0.700523,[49 15] ; [8 1],[49.97260274 14.02739726] ; [7.02739726 1.97260274],0
b1,1,0.449177,0.572727,[27 37] ; [5 4],[28.05479452 35.94520548] ; [3.94520548 5.05479452],0
n2,1,0.461264,0.542825,[17 10] ; [4 1],[17.71875  9.28125] ; [3.28125 1.71875],0
s6,1,0.466667,0.529857,[27 36] ; [2 5],[26.1 36.9] ; [2.9 4.1],0
b2,1,0.47725,0.50514,[ 9 22] ; [3 4],[ 9.78947368 21.21052632] ; [2.21052632 4.78947368],0
b3,1,0.47725,0.50514,[ 9 22] ; [3 4],[ 9.78947368 21.21052632] ; [2.21052632 4.78947368],0
n1,1,0.520257,0.413383,[ 7 20] ; [2 3],[ 7.59375 19.40625] ; [1.40625 3.59375],0
n3,1,0.522003,0.409935,[15 12] ; [2 3],[14.34375 12.65625] ; [2.65625 2.34375],0
u2,1,0.539315,0.376812,[12 11] ; [1 2],[11.5 11.5] ; [1.5 1.5],0
v2,1,0.588818,0.292194,[30 33] ; [3 5],[29.28169014 33.71830986] ; [3.71830986 4.28169014],0
p2,1,0.740673,0.109536,[39 25] ; [6 3],[39.45205479 24.54794521] ; [5.54794521 3.45205479],0
a3,1,0.782528,0.07619,[39 24] ; [6 3],[39.375 23.625] ; [5.625 3.375],0
b5,1,0.827382,0.047551,[38 26] ; [5 4],[37.69863014 26.30136986] ; [5.30136986 3.69863014],0
b4,1,0.897944,0.01645,[37 27] ; [5 4],[36.82191781 27.17808219] ; [5.17808219 3.82191781],0
s5,1,0.933636,0.006934,[11 50] ; [1 5],[10.92537313 50.07462687] ; [1.07462687 4.92537313],0
a1,1,0.987544,0.000244,[ 7 57] ; [1 8],[ 7.01369863 56.98630137] ; [0.98630137 8.01369863],0
v3,1,1.0,0.0,[16 48] ; [2 6],[16. 48.] ; [2. 6.],0
