Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,9.1e-05,15.317483,[ 7 58] ; [23 32],[16.25 48.75] ; [13.75 41.25],1
p6,1,0.000104,15.060019,[ 5 59] ; [21 36],[13.75206612 50.24793388] ; [12.24793388 44.75206612],1
s3,1,0.000386,12.598321,[18 44] ; [35 22],[27.61344538 34.38655462] ; [25.38655462 31.61344538],1
p2,1,0.002037,9.516329,[30 35] ; [42 15],[38.36065574 26.63934426] ; [33.63934426 23.36065574],0
p4,1,0.002472,9.161389,[13 52] ; [26 31],[20.77868852 44.22131148] ; [18.22131148 38.77868852],0
p3,1,0.014699,5.952223,[15 50] ; [25 32],[21.31147541 43.68852459] ; [18.68852459 38.31147541],0
b2,1,0.016162,5.785149,[16 24] ; [ 5 29],[11.35135135 28.64864865] ; [ 9.64864865 24.35135135],0
b3,1,0.016162,5.785149,[16 24] ; [ 5 29],[11.35135135 28.64864865] ; [ 9.64864865 24.35135135],0
a3,1,0.018017,5.594488,[35 28] ; [19 37],[28.58823529 34.41176471] ; [25.41176471 30.58823529],0
v4,1,0.022549,5.20291,[46 19] ; [50  7],[51.14754098 13.85245902] ; [44.85245902 12.14754098],0
a4,1,0.025005,5.023528,[20 44] ; [ 8 49],[14.80991736 49.19008264] ; [13.19008264 43.80991736],0
n4,1,0.089326,2.88647,[44 21] ; [30 27],[39.42622951 25.57377049] ; [34.57377049 22.42622951],0
n3,1,0.095142,2.785146,[12  9] ; [17  4],[14.5  6.5] ; [14.5  6.5],0
n6,1,0.115017,2.483893,[33 32] ; [37 20],[37.29508197 27.70491803] ; [32.70491803 24.29508197],0
p5,1,0.122493,2.385153,[ 1 64] ; [ 4 52],[ 2.68595041 62.31404959] ; [ 2.31404959 53.68595041],0
a1,1,0.125854,2.342908,[ 7 58] ; [ 2 55],[ 4.79508197 60.20491803] ; [ 4.20491803 52.79508197],0
r3,1,0.130285,2.289109,[46 19] ; [47 10],[49.54918033 15.45081967] ; [43.45081967 13.54918033],0
p1,1,0.130728,2.283835,[ 5 59] ; [ 1 55],[ 3.2 60.8] ; [ 2.8 53.2],0
s6,1,0.186794,1.742724,[23 42] ; [26 29],[26.54166667 38.45833333] ; [22.45833333 32.54166667],0
s5,1,0.207635,1.587837,[ 9 53] ; [13 42],[11.65811966 50.34188034] ; [10.34188034 44.65811966],0
s2,1,0.226719,1.461325,[15 49] ; [19 38],[17.98347107 46.01652893] ; [16.01652893 40.98347107],0
b4,1,0.243198,1.361962,[41 24] ; [30 27],[37.82786885 27.17213115] ; [33.17213115 23.82786885],0
b5,1,0.269875,1.217382,[37 28] ; [38 19],[39.95901639 25.04098361] ; [35.04098361 21.95901639],0
v3,1,0.335371,0.928049,[19 43] ; [13 44],[16.67226891 45.32773109] ; [15.32773109 41.67226891],0
a6,1,0.338584,0.915785,[33 32] ; [24 33],[30.36885246 34.63114754] ; [26.63114754 30.36885246],0
r4,1,0.387402,0.747081,[42 23] ; [41 16],[44.22131148 20.77868852] ; [38.77868852 18.22131148],0
n2,1,0.425539,0.634969,[15  8] ; [16  5],[16.20454545  6.79545455] ; [14.79545455  6.20454545],0
d5,1,0.430699,0.620937,[32 33] ; [24 33],[29.83606557 35.16393443] ; [26.16393443 30.83606557],0
v1,1,0.435416,0.608334,[20 45] ; [21 35],[22.02479339 42.97520661] ; [18.97520661 37.02479339],0
v2,1,0.443497,0.587219,[18 45] ; [20 37],[19.95 43.05] ; [18.05 38.95],0
d3,1,0.478641,0.501958,[20 45] ; [21 36],[21.8442623 43.1557377] ; [19.1557377 37.8442623],0
d2,1,0.480286,0.498215,[16 49] ; [11 46],[14.3852459 50.6147541] ; [12.6147541 44.3852459],0
a8,1,0.480999,0.496598,[11 50] ; [ 7 46],[ 9.63157895 51.36842105] ; [ 8.36842105 44.63157895],0
p12,1,0.491918,0.472328,[ 1 63] ; [ 2 55],[ 1.58677686 62.41322314] ; [ 1.41322314 55.58677686],0
s4,1,0.546156,0.364249,[13 52] ; [ 9 48],[11.72131148 53.27868852] ; [10.27868852 46.72131148],0
a7,1,0.569702,0.323181,[32 33] ; [31 26],[33.56557377 31.43442623] ; [29.43442623 27.56557377],0
n1,1,0.570176,0.322389,[ 9 14] ; [10 11],[ 9.93181818 13.06818182] ; [ 9.06818182 11.93181818],0
s1,1,0.58865,0.292457,[ 5 60] ; [ 3 54],[ 4.26229508 60.73770492] ; [ 3.73770492 53.26229508],0
a5,1,0.596262,0.280671,[27 38] ; [21 36],[25.57377049 39.42622951] ; [22.42622951 34.57377049],0
p11,1,0.618582,0.247866,[29 36] ; [28 29],[30.36885246 34.63114754] ; [26.63114754 30.36885246],0
r1,1,0.682099,0.167772,[40 25] ; [33 24],[38.89344262 26.10655738] ; [34.10655738 22.89344262],0
u2,1,0.778543,0.079084,[10 19] ; [14 23],[10.54545455 18.45454545] ; [13.45454545 23.54545455],0
p9,1,0.824278,0.049304,[21 43] ; [17 38],[20.43697479 43.56302521] ; [17.56302521 37.43697479],0
d4,1,0.837282,0.042177,[33 32] ; [30 27],[33.56557377 31.43442623] ; [29.43442623 27.56557377],0
b1,1,0.837282,0.042177,[33 32] ; [30 27],[33.56557377 31.43442623] ; [29.43442623 27.56557377],0
r2,1,0.885728,0.020653,[52 13] ; [45 12],[51.68032787 13.31967213] ; [45.31967213 11.68032787],0
s7,1,0.887215,0.020116,[14 47] ; [13 41],[14.32173913 46.67826087] ; [12.67826087 41.32173913],0
s8,1,0.934699,0.006713,[11 54] ; [ 9 46],[10.83333333 54.16666667] ; [ 9.16666667 45.83333333],0
u3,1,0.96487,0.00194,[12 18] ; [15 23],[11.91176471 18.08823529] ; [15.08823529 22.91176471],0
n5,1,0.971489,0.001277,[34 31] ; [30 27],[34.09836066 30.90163934] ; [29.90163934 27.09836066],0
