Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,36.75667,[72  5] ; [3 9],[64.88764045 12.11235955] ; [10.11235955  1.88764045],1
v4,1,1e-06,24.277543,[74  3] ; [6 6],[69.21348315  7.78651685] ; [10.78651685  1.21348315],1
r1,1,5.5e-05,16.261753,[58 19] ; [ 2 10],[51.91011236 25.08988764] ; [8.08988764 3.91011236],1
r3,1,0.000332,12.878274,[72  5] ; [7 5],[68.34831461  8.65168539] ; [10.65168539  1.34831461],1
a7,1,0.00169,9.859229,[55 22] ; [3 9],[50.17977528 26.82022472] ; [7.82022472 4.17977528],0
p2,1,0.013566,6.09378,[67 10] ; [7 5],[64.02247191 12.97752809] ; [9.97752809 2.02247191],0
s7,1,0.023573,5.125778,[40 33] ; [2 9],[36.5 36.5] ; [5.5 5.5],0
a1,1,0.028664,4.787688,[ 2 75] ; [ 2 10],[ 3.46067416 73.53932584] ; [ 0.53932584 11.46067416],0
n4,1,0.040751,4.186337,[55 22] ; [5 7],[51.91011236 25.08988764] ; [8.08988764 3.91011236],0
p6,1,0.041533,4.154124,[37 40] ; [ 2 10],[33.74157303 43.25842697] ; [5.25842697 6.74157303],0
v2,1,0.046814,3.952078,[35 39] ; [ 2 10],[31.8372093 42.1627907] ; [5.1627907 6.8372093],0
n6,1,0.071763,3.242235,[67 10] ; [8 4],[64.88764045 12.11235955] ; [10.11235955  1.88764045],0
n5,1,0.088685,2.898078,[57 20] ; [6 6],[54.50561798 22.49438202] ; [8.49438202 3.50561798],0
p11,1,0.143426,2.140808,[60 17] ; [7 5],[57.96629213 19.03370787] ; [9.03370787 2.96629213],0
s1,1,0.145269,2.121238,[ 4 72] ; [ 2 10],[ 5.18181818 70.81818182] ; [ 0.81818182 11.18181818],0
b4,1,0.147286,2.10014,[49 28] ; [5 7],[46.71910112 30.28089888] ; [7.28089888 4.71910112],0
n3,1,0.153514,2.036982,[11  2] ; [2 2],[9.94117647 3.05882353] ; [3.05882353 0.94117647],0
d4,1,0.19937,1.646981,[36 41] ; [8 4],[38.06741573 38.93258427] ; [5.93258427 6.06741573],0
v3,1,0.215264,1.535666,[26 49] ; [ 2 10],[24.13793103 50.86206897] ; [3.86206897 8.13793103],0
s2,1,0.246822,1.341203,[37 39] ; [8 4],[38.86363636 37.13636364] ; [6.13636364 5.86363636],0
b1,1,0.275993,1.186716,[32 45] ; [7 5],[33.74157303 43.25842697] ; [5.25842697 6.74157303],0
p10,1,0.287415,1.131693,[61 15] ; [8 4],[59.59090909 16.40909091] ; [9.40909091 2.59090909],0
v1,1,0.301218,1.068795,[38 39] ; [4 8],[36.33707865 40.66292135] ; [5.66292135 6.33707865],0
s5,1,0.336724,0.922864,[22 51] ; [ 2 10],[20.61176471 52.38823529] ; [3.38823529 8.61176471],0
s6,1,0.3534,0.861212,[48 27] ; [6 6],[46.55172414 28.44827586] ; [7.44827586 4.55172414],0
p8,1,0.36154,0.832536,[52 24] ; [6 5],[50.66666667 25.33333333] ; [7.33333333 3.66666667],0
a6,1,0.365841,0.817744,[49 28] ; [6 6],[47.58426966 29.41573034] ; [7.41573034 4.58426966],0
p3,1,0.415743,0.662317,[48 29] ; [6 6],[46.71910112 30.28089888] ; [7.28089888 4.71910112],0
a5,1,0.415743,0.662317,[48 29] ; [6 6],[46.71910112 30.28089888] ; [7.28089888 4.71910112],0
p7,1,0.435016,0.609394,[56 21] ; [10  2],[57.1011236 19.8988764] ; [8.8988764 3.1011236],0
d3,1,0.455262,0.557519,[36 41] ; [7 5],[37.20224719 39.79775281] ; [5.79775281 6.20224719],0
p9,1,0.49582,0.463872,[64 13] ; [9 3],[63.15730337 13.84269663] ; [9.84269663 2.15730337],0
p12,1,0.574425,0.315334,[11 66] ; [ 1 11],[10.38202247 66.61797753] ; [ 1.61797753 10.38202247],0
a4,1,0.611974,0.25731,[20 56] ; [4 8],[20.72727273 55.27272727] ; [3.27272727 8.72727273],0
u3,1,0.676166,0.174474,[17 17] ; [2 3],[16.56410256 17.43589744] ; [2.43589744 2.56410256],0
n2,1,0.681777,0.168132,[8 5] ; [2 2],[7.64705882 5.35294118] ; [2.35294118 1.64705882],0
n1,1,0.681777,0.168132,[5 8] ; [2 2],[5.35294118 7.64705882] ; [1.64705882 2.35294118],0
d2,1,0.730037,0.119077,[23 54] ; [3 9],[22.49438202 54.50561798] ; [3.50561798 8.49438202],0
a3,1,0.80618,0.0602,[42 35] ; [7 5],[42.39325843 34.60674157] ; [6.60674157 5.39325843],0
a8,1,0.809675,0.058006,[ 9 62] ; [1 9],[ 8.7654321 62.2345679] ; [1.2345679 8.7654321],0
p5,1,0.826114,0.048263,[16 60] ; [2 9],[15.72413793 60.27586207] ; [2.27586207 8.72413793],0
s4,1,0.828036,0.047185,[11 66] ; [ 2 10],[11.24719101 65.75280899] ; [ 1.75280899 10.24719101],0
b5,1,0.838766,0.041401,[49 28] ; [8 4],[49.31460674 27.68539326] ; [7.68539326 4.31460674],0
u2,1,0.862362,0.030057,[19 15] ; [3 2],[19.17948718 14.82051282] ; [2.82051282 2.17948718],0
s8,1,0.871583,0.02613,[34 43] ; [5 7],[33.74157303 43.25842697] ; [5.25842697 6.74157303],0
s3,1,0.885307,0.020807,[46 30] ; [7 5],[45.77272727 30.22727273] ; [7.22727273 4.77272727],0
d1,1,0.931988,0.007283,[ 7 70] ; [ 1 11],[ 6.92134831 70.07865169] ; [ 1.07865169 10.92134831],0
