Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,4.1e-05,16.831603,[30 19] ; [19 58],[19.05555556 29.94444444] ; [29.94444444 47.05555556],1
p6,1,0.000668,11.575014,[17 31] ; [ 8 69],[ 9.6 38.4] ; [15.4 61.6],1
s6,1,0.00114,10.584438,[34 15] ; [31 47],[25.07874016 23.92125984] ; [39.92125984 38.07874016],0
p9,1,0.001171,10.535188,[39 10] ; [38 37],[30.42741935 18.57258065] ; [46.57258065 28.42741935],0
s3,1,0.002941,8.843699,[30 17] ; [28 49],[21.98387097 25.01612903] ; [36.01612903 40.98387097],0
s7,1,0.005448,7.724546,[24 22] ; [20 54],[16.86666667 29.13333333] ; [27.13333333 46.86666667],0
v2,1,0.006742,7.340516,[29 19] ; [25 46],[21.78151261 26.21848739] ; [32.21848739 38.78151261],0
s5,1,0.006757,7.336355,[18 30] ; [12 63],[11.70731707 36.29268293] ; [18.29268293 56.70731707],0
r4,1,0.008006,7.032021,[41  8] ; [48 30],[34.33858268 14.66141732] ; [54.66141732 23.33858268],0
p7,1,0.008153,6.999539,[23 22] ; [21 56],[16.2295082 28.7704918] ; [27.7704918 49.2295082],0
v4,1,0.009647,6.699018,[45  4] ; [57 21],[39.35433071  9.64566929] ; [62.64566929 15.35433071],0
r3,1,0.011422,6.398407,[43  6] ; [53 25],[37.03937008 11.96062992] ; [58.96062992 19.03937008],0
s8,1,0.0136,6.089298,[24 24] ; [22 56],[17.52380952 30.47619048] ; [28.47619048 49.52380952],0
b5,1,0.019595,5.44761,[33 16] ; [36 42],[26.62204724 22.37795276] ; [42.37795276 35.62204724],0
n2,1,0.021797,5.261924,[15  1] ; [22 13],[11.60784314  4.39215686] ; [25.39215686  9.60784314],0
p11,1,0.024603,5.051611,[35 14] ; [40 38],[28.93700787 20.06299213] ; [46.06299213 31.93700787],0
u3,1,0.027717,4.845579,[13  6] ; [10 18],[9.29787234 9.70212766] ; [13.70212766 14.29787234],0
r2,1,0.034297,4.479814,[46  3] ; [61 15],[41.944  7.056] ; [65.056 10.944],0
p10,1,0.062752,3.463121,[34 15] ; [40 36],[29.008 19.992] ; [44.992 31.008],0
p8,1,0.062991,3.456818,[16 33] ; [14 63],[11.66666667 37.33333333] ; [18.33333333 58.66666667],0
p5,1,0.063374,3.446805,[ 8 39] ; [ 5 72],[ 4.92741935 42.07258065] ; [ 8.07258065 68.92741935],0
p4,1,0.068236,3.324964,[18 30] ; [17 59],[13.5483871 34.4516129] ; [21.4516129 54.5483871],0
b1,1,0.076557,3.136523,[21 28] ; [46 32],[25.8503937 23.1496063] ; [41.1496063 36.8503937],0
n6,1,0.097925,2.739012,[41  7] ; [56 21],[37.248 10.752] ; [59.752 17.248],0
r1,1,0.127686,2.320412,[36 13] ; [47 31],[32.02362205 16.97637795] ; [50.97637795 27.02362205],0
v3,1,0.129592,2.29739,[21 26] ; [23 51],[17.09090909 29.90909091] ; [26.90909091 47.09090909],0
a7,1,0.185764,1.750894,[34 15] ; [45 33],[30.48031496 18.51968504] ; [48.51968504 29.48031496],0
d3,1,0.207766,1.586923,[28 20] ; [36 41],[24.576 23.424] ; [39.424 37.576],0
s4,1,0.240431,1.378065,[ 9 38] ; [ 9 69],[ 6.768 40.232] ; [11.232 66.768],0
p3,1,0.276387,1.184772,[18 30] ; [22 56],[15.23809524 32.76190476] ; [24.76190476 53.23809524],0
a1,1,0.312711,1.019191,[ 4 45] ; [11 67],[ 5.78740157 43.21259843] ; [ 9.21259843 68.78740157],0
u1,1,0.3936,0.727792,[ 9 40] ; [10 68],[ 7.33070866 41.66929134] ; [11.66929134 66.33070866],0
p12,1,0.420079,0.650095,[ 3 46] ; [ 8 70],[ 4.24409449 44.75590551] ; [ 6.75590551 71.24409449],0
u2,1,0.425332,0.635537,[10  9] ; [11 16],[ 8.67391304 10.32608696] ; [12.32608696 14.67391304],0
d1,1,0.448411,0.574666,[26 23] ; [36 42],[23.92125984 25.07874016] ; [38.07874016 39.92125984],0
n3,1,0.451553,0.56675,[11  5] ; [19 14],[9.79591837 6.20408163] ; [20.20408163 12.79591837],0
a2,1,0.527739,0.398744,[ 9 40] ; [18 60],[10.41732283 38.58267717] ; [16.58267717 61.41732283],0
a8,1,0.591123,0.288594,[ 5 39] ; [11 63],[ 5.96610169 38.03389831] ; [10.03389831 63.96610169],0
u4,1,0.63361,0.227198,[ 2 47] ; [ 2 76],[ 1.54330709 47.45669291] ; [ 2.45669291 75.54330709],0
a5,1,0.640656,0.217885,[34 15] ; [51 27],[32.79527559 16.20472441] ; [52.20472441 25.79527559],0
p1,1,0.656511,0.19779,[ 5 44] ; [10 68],[ 5.78740157 43.21259843] ; [ 9.21259843 68.78740157],0
b4,1,0.69354,0.15528,[30 19] ; [45 33],[28.93700787 20.06299213] ; [46.06299213 31.93700787],0
n1,1,0.755468,0.096993,[9 7] ; [17 16],[8.48979592 7.51020408] ; [17.51020408 15.48979592],0
a3,1,0.78266,0.076096,[30 18] ; [50 27],[30.72 17.28] ; [49.28 27.72],0
s1,1,0.806679,0.059884,[ 5 43] ; [ 7 70],[ 4.608 43.392] ; [ 7.392 69.608],0
a4,1,0.852143,0.034739,[21 27] ; [35 42],[21.504 26.496] ; [34.496 42.504],0
d5,1,0.898047,0.016417,[30 18] ; [49 28],[30.336 17.664] ; [48.664 28.336],0
n4,1,0.9037,0.014638,[40  9] ; [63 15],[39.74015748  9.25984252] ; [63.25984252 14.74015748],0
a6,1,0.914569,0.011508,[31 17] ; [49 28],[30.72 17.28] ; [49.28 27.72],0
d2,1,0.942494,0.005204,[24 24] ; [38 37],[24.19512195 23.80487805] ; [37.80487805 37.19512195],0
d4,1,0.960253,0.002484,[32 16] ; [51 26],[31.872 16.128] ; [51.128 25.872],0
b2,1,0.967317,0.001679,[13 23] ; [19 33],[13.09090909 22.90909091] ; [18.90909091 33.09090909],0
b3,1,0.967317,0.001679,[13 23] ; [19 33],[13.09090909 22.90909091] ; [18.90909091 33.09090909],0
