Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,36.872959,[77 24] ; [ 6 28],[62.0962963 38.9037037] ; [20.9037037 13.0962963],1
r3,1,0.0,30.602849,[88 12] ; [14 20],[76.11940299 23.88059701] ; [25.88059701  8.11940299],1
p2,1,5e-06,21.038961,[69 30] ; [ 8 25],[57.75 41.25] ; [19.25 13.75],1
p10,1,0.00019,13.92422,[54 43] ; [ 6 27],[44.76923077 52.23076923] ; [15.23076923 17.76923077],1
p11,1,0.000425,12.417916,[56 45] ; [ 7 27],[47.13333333 53.86666667] ; [15.86666667 18.13333333],1
r2,1,0.000428,12.406282,[89 12] ; [20 13],[82.15671642 18.84328358] ; [26.84328358  6.15671642],1
r1,1,0.000782,11.284006,[73 27] ; [14 20],[64.92537313 35.07462687] ; [22.07462687 11.92537313],1
u2,1,0.001805,9.738295,[24 10] ; [ 3 11],[19.125 14.875] ; [7.875 6.125],0
p9,1,0.001922,9.622609,[63 35] ; [11 22],[55.35877863 42.64122137] ; [18.64122137 14.35877863],0
b3,1,0.003639,8.455882,[ 7 39] ; [11 12],[12. 34.] ; [ 6. 17.],0
b2,1,0.003639,8.455882,[ 7 39] ; [11 12],[12. 34.] ; [ 6. 17.],0
p7,1,0.006419,7.428639,[48 47] ; [ 8 26],[41.24031008 53.75968992] ; [14.75968992 19.24031008],0
a1,1,0.008394,6.94735,[ 4 97] ; [ 6 28],[ 7.48148148 93.51851852] ; [ 2.51851852 31.48148148],0
s2,1,0.014054,6.03134,[34 67] ; [ 4 30],[28.42962963 72.57037037] ; [ 9.57037037 24.42962963],0
s6,1,0.015123,5.902084,[41 60] ; [ 6 28],[35.16296296 65.83703704] ; [11.83703704 22.16296296],0
a6,1,0.018016,5.594585,[67 33] ; [15 19],[61.19402985 38.80597015] ; [20.80597015 13.19402985],0
n3,1,0.025338,5.000612,[25  8] ; [ 8 10],[21.35294118 11.64705882] ; [11.64705882  6.35294118],0
p8,1,0.030036,4.70723,[35 62] ; [ 5 27],[30.07751938 66.92248062] ; [ 9.92248062 22.07751938],0
b5,1,0.039887,4.222667,[62 39] ; [14 20],[56.85925926 44.14074074] ; [19.14074074 14.85925926],0
d5,1,0.040926,4.17908,[72 28] ; [18 16],[67.1641791 32.8358209] ; [22.8358209 11.1641791],0
d3,1,0.049131,3.870876,[60 39] ; [14 20],[55.08270677 43.91729323] ; [18.91729323 15.08270677],0
v2,1,0.050237,3.833536,[44 50] ; [ 9 24],[39.22834646 54.77165354] ; [13.77165354 19.22834646],0
p4,1,0.053891,3.716057,[38 60] ; [ 7 27],[33.40909091 64.59090909] ; [11.59090909 22.40909091],0
p1,1,0.062823,3.461243,[ 5 95] ; [ 5 29],[ 7.46268657 92.53731343] ; [ 2.53731343 31.46268657],0
p3,1,0.095886,2.772666,[32 66] ; [ 6 28],[28.21212121 69.78787879] ; [ 9.78787879 24.21212121],0
d2,1,0.09693,2.755341,[34 66] ; [17 17],[38.05970149 61.94029851] ; [12.94029851 21.05970149],0
s3,1,0.101551,2.68101,[47 54] ; [10 23],[42.96268657 58.03731343] ; [14.03731343 18.96268657],0
a7,1,0.161801,1.957313,[67 34] ; [18 16],[63.59259259 37.40740741] ; [21.40740741 12.59259259],0
s1,1,0.178702,1.808382,[ 5 94] ; [ 4 30],[ 6.69924812 92.30075188] ; [ 2.30075188 31.69924812],0
n2,1,0.186523,1.74487,[24 11] ; [9 9],[21.79245283 13.20754717] ; [11.20754717  6.79245283],0
n1,1,0.186523,1.74487,[11 24] ; [9 9],[13.20754717 21.79245283] ; [ 6.79245283 11.20754717],0
v1,1,0.209929,1.571918,[38 61] ; [ 9 25],[34.98496241 64.01503759] ; [12.01503759 21.98496241],0
s7,1,0.293779,1.102222,[20 73] ; [ 4 27],[18. 75.] ; [ 6. 25.],0
b1,1,0.298295,1.0818,[49 52] ; [20 14],[51.62222222 49.37777778] ; [17.37777778 16.62222222],0
d4,1,0.298964,1.078811,[74 26] ; [22 12],[71.64179104 28.35820896] ; [24.35820896  9.64179104],0
p6,1,0.347013,0.884349,[18 75] ; [ 4 29],[16.23809524 76.76190476] ; [ 5.76190476 27.23809524],0
v3,1,0.392439,0.731373,[24 70] ; [ 6 27],[22.20472441 71.79527559] ; [ 7.79527559 25.20472441],0
a4,1,0.502413,0.449835,[38 63] ; [15 19],[39.65185185 61.34814815] ; [13.34814815 20.65185185],0
a5,1,0.509165,0.435783,[60 41] ; [18 16],[58.35555556 42.64444444] ; [19.64444444 14.35555556],0
a3,1,0.549235,0.35869,[67 34] ; [20 13],[65.57462687 35.42537313] ; [21.42537313 11.57462687],0
n4,1,0.656938,0.197265,[52 49] ; [19 15],[53.11851852 47.88148148] ; [17.88148148 16.11851852],0
s4,1,0.667624,0.184394,[12 89] ; [ 5 29],[12.71851852 88.28148148] ; [ 4.28148148 29.71851852],0
p5,1,0.735976,0.113695,[ 2 97] ; [ 1 32],[ 2.25 96.75] ; [ 0.75 32.25],0
a8,1,0.73881,0.111175,[ 7 89] ; [ 3 30],[ 7.44186047 88.55813953] ; [ 2.55813953 30.44186047],0
s5,1,0.758953,0.094161,[12 83] ; [ 5 29],[12.51937984 82.48062016] ; [ 4.48062016 29.51937984],0
a2,1,0.805255,0.060788,[16 85] ; [ 6 28],[16.45925926 84.54074074] ; [ 5.54074074 28.45925926],0
b4,1,0.885023,0.02091,[55 46] ; [19 15],[55.36296296 45.63703704] ; [18.63703704 15.36296296],0
n5,1,0.944736,0.004805,[43 56] ; [15 19],[43.17293233 55.82706767] ; [14.82706767 19.17293233],0
d1,1,0.968703,0.001539,[39 62] ; [13 21],[38.9037037 62.0962963] ; [13.0962963 20.9037037],0
