Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,169.562634,[505  69] ; [65 99],[443.33333333 130.66666667] ; [126.66666667  37.33333333],1
n6,1,0.0,48.129756,[522  53] ; [114  50],[494.8579161  80.1420839] ; [141.1420839  22.8579161],1
p4,1,0.0,27.03205,[384 188] ; [74 91],[355.46268657 216.53731343] ; [102.53731343  62.46268657],1
s7,1,0.0,25.360023,[313 239] ; [ 55 106],[284.90322581 267.09677419] ; [83.09677419 77.90322581],1
a3,1,3e-06,21.827964,[439 134] ; [96 69],[415.38617886 157.61382114] ; [119.61382114  45.38617886],1
d2,1,3e-06,21.528314,[300 273] ; [ 53 113],[273.70635995 299.29364005] ; [79.29364005 86.70635995],1
a5,1,4e-06,21.095773,[452 124] ; [101  65],[429.28301887 146.71698113] ; [123.71698113  42.28301887],1
p3,1,5e-06,20.943782,[326 247] ; [ 61 105],[300.06901218 272.93098782] ; [86.93098782 79.06901218],1
a4,1,1.5e-05,18.753763,[289 285] ; [ 52 114],[264.50540541 309.49459459] ; [76.49459459 89.50540541],1
d1,1,3.5e-05,17.143878,[370 206] ; [77 89],[346.99730458 229.00269542] ; [100.00269542  65.99730458],1
p6,1,5.1e-05,16.395707,[245 323] ; [ 42 122],[222.69945355 345.30054645] ; [64.30054645 99.69945355],1
d5,1,0.000102,15.095348,[483  90] ; [117  48],[465.85365854 107.14634146] ; [134.14634146  30.85365854],1
a8,1,0.000169,14.144256,[ 85 436] ; [  7 148],[ 70.90532544 450.09467456] ; [ 21.09467456 133.90532544],1
v3,1,0.000653,11.617059,[243 312] ; [ 45 112],[224.49438202 330.50561798] ; [63.50561798 93.49438202],1
u1,1,0.000702,11.483492,[118 458] ; [ 15 151],[103.24528302 472.75471698] ; [ 29.75471698 136.24528302],1
s8,1,0.00088,11.06358,[291 282] ; [ 60 106],[272.1556157 300.8443843] ; [78.8443843 87.1556157],1
r4,1,0.001113,10.629058,[543  33] ; [144  22],[533.30458221  42.69541779] ; [153.69541779  12.30458221],0
p11,1,0.001194,10.500266,[492  84] ; [124  42],[478.18867925  97.81132075] ; [137.81132075  28.18867925],0
r2,1,0.001278,10.373986,[553  16] ; [152  14],[545.7755102  23.2244898] ; [159.2244898   6.7755102],0
a2,1,0.001701,9.847462,[155 421] ; [ 25 141],[139.73045822 436.26954178] ; [ 40.26954178 125.73045822],0
r1,1,0.001941,9.604116,[477  98] ; [119  46],[463.10810811 111.89189189] ; [132.89189189  32.10810811],0
v1,1,0.006292,7.464781,[331 227] ; [76 85],[315.86369958 242.13630042] ; [91.13630042 69.86369958],0
p8,1,0.007438,7.163932,[329 237] ; [77 89],[313.92896175 252.07103825] ; [92.07103825 73.92896175],0
s6,1,0.01047,6.553075,[408 157] ; [102  63],[394.7260274 170.2739726] ; [115.2739726  49.7260274],0
p7,1,0.010896,6.482178,[384 180] ; [91 68],[370.53941909 193.46058091] ; [104.46058091  54.53941909],0
n1,1,0.016052,5.797182,[45 59] ; [15 46],[37.81818182 66.18181818] ; [22.18181818 38.81818182],0
p5,1,0.016276,5.772816,[ 82 489] ; [ 12 153],[ 72.92663043 498.07336957] ; [ 21.07336957 143.92663043],0
s4,1,0.022155,5.233599,[ 90 479] ; [ 39 127],[ 99.86530612 469.13469388] ; [ 29.13469388 136.86530612],0
p12,1,0.026529,4.921175,[ 60 513] ; [  8 158],[ 52.72530447 520.27469553] ; [ 15.27469553 150.72530447],0
s3,1,0.027706,4.846267,[337 231] ; [82 83],[324.68212824 243.31787176] ; [94.31787176 70.68212824],0
p10,1,0.032883,4.551847,[528  45] ; [144  22],[521.05006766  51.94993234] ; [150.94993234  15.05006766],0
p2,1,0.035911,4.401331,[502  71] ; [134  31],[493.80487805  79.19512195] ; [142.19512195  22.80487805],0
d4,1,0.05467,3.692138,[485  88] ; [130  36],[476.85385656  96.14614344] ; [138.14614344  27.85385656],0
v2,1,0.06326,3.449785,[328 225] ; [79 76],[317.89689266 235.10310734] ; [89.10310734 65.89689266],0
s2,1,0.075264,3.164304,[313 258] ; [78 88],[302.93215739 268.06784261] ; [88.06784261 77.93215739],0
r3,1,0.14265,2.149136,[555  20] ; [156  10],[551.72064777  23.27935223] ; [159.27935223   6.72064777],0
s1,1,0.144886,2.125281,[ 19 548] ; [  2 164],[ 16.24420191 550.75579809] ; [  4.75579809 161.24420191],0
p1,1,0.16666,1.912736,[ 55 520] ; [ 10 154],[ 50.57510149 524.42489851] ; [ 14.42489851 149.57510149],0
