Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.021706,5.269209,[19  6] ; [22 24],[14.43661972 10.56338028] ; [26.56338028 19.43661972],0
p7,1,0.064061,3.428991,[ 8 16] ; [25 19],[11.64705882 12.35294118] ; [21.35294118 22.64705882],0
p1,1,0.080053,3.06383,[ 5 20] ; [ 3 44],[ 2.77777778 22.22222222] ; [ 5.22222222 41.77777778],0
a5,1,0.084401,2.978043,[19  6] ; [26 21],[15.625  9.375] ; [29.375 17.625],0
b4,1,0.085772,2.951989,[17  8] ; [22 25],[13.54166667 11.45833333] ; [25.45833333 21.54166667],0
a7,1,0.086249,2.943027,[18  7] ; [24 23],[14.58333333 10.41666667] ; [27.41666667 19.58333333],0
n2,1,0.146217,2.111278,[3 3] ; [16  4],[4.38461538 1.61538462] ; [14.61538462  5.38461538],0
d3,1,0.166884,1.910716,[18  7] ; [26 21],[15.27777778  9.72222222] ; [28.72222222 18.27777778],0
s3,1,0.210566,1.567527,[ 9 15] ; [25 22],[11.49295775 12.50704225] ; [22.50704225 24.49295775],0
u1,1,0.21842,1.514721,[ 3 22] ; [ 2 45],[ 1.73611111 23.26388889] ; [ 3.26388889 43.73611111],0
s8,1,0.22782,1.45442,[11 14] ; [14 33],[ 8.68055556 16.31944444] ; [16.31944444 30.68055556],0
r2,1,0.277247,1.180533,[23  2] ; [38  8],[21.47887324  3.52112676] ; [39.52112676  6.47887324],0
n4,1,0.286327,1.136811,[15 10] ; [22 25],[12.84722222 12.15277778] ; [24.15277778 22.84722222],0
u3,1,0.291841,1.111111,[5 3] ; [10  2],[6. 2.] ; [9. 3.],0
d1,1,0.346714,0.885447,[13 12] ; [19 28],[11.11111111 13.88888889] ; [20.88888889 26.11111111],0
r1,1,0.369677,0.80475,[20  5] ; [33 14],[18.40277778  6.59722222] ; [34.59722222 12.40277778],0
d5,1,0.369677,0.80475,[20  5] ; [33 14],[18.40277778  6.59722222] ; [34.59722222 12.40277778],0
p12,1,0.480883,0.49686,[ 2 21] ; [ 2 43],[ 1.35294118 21.64705882] ; [ 2.64705882 42.35294118],0
s5,1,0.491428,0.473399,[ 6 19] ; [14 30],[ 7.24637681 17.75362319] ; [12.75362319 31.24637681],0
s1,1,0.539157,0.377104,[ 2 23] ; [ 2 43],[ 1.42857143 23.57142857] ; [ 2.57142857 42.42857143],0
p10,1,0.553047,0.351886,[15  8] ; [26 19],[13.86764706  9.13235294] ; [27.13235294 17.86764706],0
v4,1,0.558191,0.342846,[21  4] ; [40  5],[21.78571429  3.21428571] ; [39.21428571  5.78571429],0
a3,1,0.559644,0.340321,[17  8] ; [35 12],[18.05555556  6.94444444] ; [33.94444444 13.05555556],0
s4,1,0.572879,0.317889,[ 3 22] ; [ 8 39],[ 3.81944444 21.18055556] ; [ 7.18055556 39.81944444],0
p11,1,0.589359,0.291346,[16  9] ; [27 20],[14.93055556 10.06944444] ; [28.06944444 18.93055556],0
p9,1,0.594105,0.28398,[18  6] ; [31 14],[17.04347826  6.95652174] ; [31.95652174 13.04347826],0
d4,1,0.598746,0.276892,[20  5] ; [35 12],[19.09722222  5.90277778] ; [35.90277778 11.09722222],0
r3,1,0.607531,0.263787,[20  5] ; [39  7],[20.77464789  4.22535211] ; [38.22535211  7.77464789],0
n1,1,0.663674,0.189091,[3 3] ; [ 8 12],[2.53846154 3.46153846] ; [ 8.46153846 11.53846154],0
p2,1,0.664825,0.187716,[16  7] ; [35 12],[16.75714286  6.24285714] ; [34.24285714 12.75714286],0
p4,1,0.677741,0.17268,[10 13] ; [18 29],[ 9.2 13.8] ; [18.8 28.2],0
b5,1,0.713821,0.13449,[16  9] ; [28 19],[15.27777778  9.72222222] ; [28.72222222 18.27777778],0
s6,1,0.714557,0.133768,[13 12] ; [26 20],[13.73239437 11.26760563] ; [25.26760563 20.73239437],0
a4,1,0.749291,0.102128,[10 15] ; [17 30],[ 9.375 15.625] ; [17.625 29.375],0
p5,1,0.761252,0.092317,[ 2 22] ; [ 3 44],[ 1.69014085 22.30985915] ; [ 3.30985915 43.69014085],0
a1,1,0.797204,0.066032,[ 2 23] ; [ 3 44],[ 1.73611111 23.26388889] ; [ 3.26388889 43.73611111],0
a6,1,0.819876,0.051849,[14 11] ; [25 22],[13.54166667 11.45833333] ; [25.45833333 21.54166667],0
b1,1,0.834284,0.043769,[15 10] ; [27 20],[14.58333333 10.41666667] ; [27.41666667 19.58333333],0
b2,1,0.838611,0.041481,[4 8] ; [11 19],[4.28571429 7.71428571] ; [10.71428571 19.28571429],0
b3,1,0.838611,0.041481,[4 8] ; [11 19],[4.28571429 7.71428571] ; [10.71428571 19.28571429],0
s7,1,0.839568,0.040984,[10 13] ; [18 26],[ 9.6119403 13.3880597] ; [18.3880597 25.6119403],0
p8,1,0.860556,0.030859,[ 9 14] ; [17 29],[ 8.66666667 14.33333333] ; [17.33333333 28.66666667],0
r4,1,0.873791,0.025232,[18  7] ; [33 14],[17.70833333  7.29166667] ; [33.29166667 13.70833333],0
p6,1,0.874506,0.024944,[ 7 16] ; [12 30],[ 6.72307692 16.27692308] ; [12.27692308 29.72307692],0
n3,1,0.876697,0.024074,[4 2] ; [14  6],[4.15384615 1.84615385] ; [13.84615385  6.15384615],0
s2,1,0.906037,0.013933,[11 14] ; [20 27],[10.76388889 14.23611111] ; [20.23611111 26.76388889],0
a2,1,0.911851,0.012255,[ 4 21] ; [ 8 39],[ 4.16666667 20.83333333] ; [ 7.83333333 39.16666667],0
n5,1,0.96623,0.001792,[11 14] ; [20 26],[10.91549296 14.08450704] ; [20.08450704 25.91549296],0
a8,1,0.977771,0.000776,[ 2 20] ; [ 4 39],[ 2.03076923 19.96923077] ; [ 3.96923077 39.03076923],0
d2,1,0.988578,0.000205,[ 9 16] ; [17 30],[ 9.02777778 15.97222222] ; [16.97222222 30.02777778],0
p3,1,1.0,0.0,[ 9 14] ; [18 28],[ 9. 14.] ; [18. 28.],0
u2,1,1.0,0.0,[6 2] ; [9 3],[6. 2.] ; [9. 3.],0
