Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,4.5e-05,16.66016,[10 71] ; [28 39],[20.7972973 60.2027027] ; [17.2027027 49.7972973],1
a5,1,0.001596,9.964399,[35 48] ; [48 23],[44.73376623 38.26623377] ; [38.26623377 32.73376623],0
r1,1,0.00161,9.948379,[45 38] ; [55 15],[54.24836601 28.75163399] ; [45.75163399 24.24836601],0
d5,1,0.002041,9.511856,[51 31] ; [60 11],[59.49019608 22.50980392] ; [51.50980392 19.49019608],0
r2,1,0.005091,7.846811,[67 16] ; [67  3],[72.69281046 10.30718954] ; [61.30718954  8.69281046],0
d1,1,0.005993,7.55235,[33 50] ; [44 27],[41.5 41.5] ; [35.5 35.5],0
r3,1,0.007362,7.182406,[70 13] ; [69  2],[74.91558442  8.08441558] ; [64.08441558  6.91558442],0
v1,1,0.010942,6.474702,[22 59] ; [33 37],[29.50331126 51.49668874] ; [25.49668874 44.50331126],0
a6,1,0.035731,4.409893,[41 42] ; [47 24],[47.42857143 35.57142857] ; [40.57142857 30.42857143],0
a3,1,0.043252,4.085513,[41 41] ; [47 24],[47.16339869 34.83660131] ; [40.83660131 30.16339869],0
b1,1,0.045774,3.989902,[35 48] ; [19 52],[29.1038961 53.8961039] ; [24.8961039 46.1038961],0
u1,1,0.046186,3.974784,[ 4 79] ; [10 61],[ 7.54545455 75.45454545] ; [ 6.45454545 64.54545455],0
p12,1,0.056844,3.627141,[ 1 82] ; [ 5 64],[ 3.27631579 79.72368421] ; [ 2.72368421 66.27631579],0
d4,1,0.058243,3.586713,[61 22] ; [61 10],[65.75324675 17.24675325] ; [56.24675325 14.75324675],0
d3,1,0.072158,3.233241,[50 32] ; [53 18],[55.20261438 26.79738562] ; [47.79738562 23.20261438],0
s6,1,0.074785,3.174748,[38 44] ; [42 27],[43.44370861 38.55629139] ; [36.55629139 32.44370861],0
r4,1,0.090141,2.871846,[58 25] ; [58 13],[62.51948052 20.48051948] ; [53.48051948 17.51948052],0
u3,1,0.143479,2.140244,[28 13] ; [12 12],[25.23076923 15.76923077] ; [14.76923077  9.23076923],0
a2,1,0.164569,1.931737,[ 6 77] ; [10 61],[ 8.62337662 74.37662338] ; [ 7.37662338 63.62337662],0
p5,1,0.167863,1.901924,[ 2 80] ; [ 5 65],[ 3.77631579 78.22368421] ; [ 3.22368421 66.77631579],0
a7,1,0.204855,1.60742,[56 26] ; [55 16],[59.49019608 22.50980392] ; [51.50980392 19.49019608],0
s1,1,0.218762,1.512475,[ 6 77] ; [ 2 69],[ 4.31168831 78.68831169] ; [ 3.68831169 67.31168831],0
a8,1,0.226114,1.465139,[ 4 73] ; [ 1 66],[ 2.67361111 74.32638889] ; [ 2.32638889 64.67361111],0
p11,1,0.25006,1.322968,[45 38] ; [45 26],[48.50649351 34.49350649] ; [41.49350649 29.50649351],0
b4,1,0.25006,1.322968,[45 38] ; [45 26],[48.50649351 34.49350649] ; [41.49350649 29.50649351],0
b3,1,0.286422,1.136364,[10 35] ; [10 20],[12. 33.] ; [ 8. 22.],0
b2,1,0.286422,1.136364,[10 35] ; [10 20],[12. 33.] ; [ 8. 22.],0
s5,1,0.289034,1.124117,[25 56] ; [27 42],[28.08 52.92] ; [23.92 45.08],0
u2,1,0.321462,0.98299,[24 17] ; [11 13],[22.07692308 18.92307692] ; [12.92307692 11.07692308],0
b5,1,0.331333,0.943681,[52 31] ; [39 32],[49.04545455 33.95454545] ; [41.95454545 29.04545455],0
n2,1,0.364695,0.821662,[22 11] ; [12 10],[20.4 12.6] ; [13.6  8.4],0
p9,1,0.374946,0.787208,[52 29] ; [49 20],[54.54 26.46] ; [46.46 22.54],0
n6,1,0.434169,0.611645,[47 36] ; [44 26],[49.36601307 33.63398693] ; [41.63398693 28.36601307],0
p7,1,0.470738,0.520243,[43 37] ; [33 36],[40.80536913 39.19463087] ; [35.19463087 33.80536913],0
v4,1,0.51606,0.421761,[71 11] ; [63  7],[72.28947368  9.71052632] ; [61.71052632  8.28947368],0
a4,1,0.526727,0.400701,[23 60] ; [23 48],[24.79220779 58.20779221] ; [21.20779221 49.79220779],0
s3,1,0.537322,0.380525,[35 48] ; [33 37],[36.88888889 46.11111111] ; [31.11111111 38.88888889],0
n3,1,0.567205,0.327381,[22 11] ; [13  9],[21. 12.] ; [14.  8.],0
a1,1,0.616096,0.251393,[ 5 78] ; [ 3 68],[ 4.31168831 78.68831169] ; [ 3.68831169 67.31168831],0
s2,1,0.640775,0.21773,[32 51] ; [30 41],[33.41558442 49.58441558] ; [28.58441558 42.41558442],0
p6,1,0.674473,0.176415,[19 62] ; [14 54],[17.93959732 63.06040268] ; [15.06040268 52.93959732],0
p10,1,0.680511,0.169551,[49 32] ; [44 25],[50.22 30.78] ; [42.78 26.22],0
p1,1,0.691152,0.157841,[ 6 76] ; [ 4 66],[ 5.39473684 76.60526316] ; [ 4.60526316 65.39473684],0
n1,1,0.731159,0.11805,[10 23] ; [ 6 17],[ 9.42857143 23.57142857] ; [ 6.57142857 16.42857143],0
p2,1,0.796434,0.066546,[57 25] ; [50 20],[57.72368421 24.27631579] ; [49.27631579 20.72368421],0
p3,1,0.808925,0.058473,[28 55] ; [22 47],[27.30263158 55.69736842] ; [22.69736842 46.30263158],0
p8,1,0.867516,0.027827,[36 47] ; [29 40],[35.49342105 47.50657895] ; [29.50657895 39.49342105],0
s8,1,0.890772,0.018859,[20 62] ; [18 53],[20.36601307 61.63398693] ; [17.63398693 53.36601307],0
s4,1,0.899304,0.016013,[18 65] ; [16 55],[18.32467532 64.67532468] ; [15.67532468 55.32467532],0
s7,1,0.908768,0.013131,[21 57] ; [18 51],[20.69387755 57.30612245] ; [18.30612245 50.69387755],0
d2,1,0.925519,0.008739,[31 52] ; [26 45],[30.72077922 52.27922078] ; [26.27922078 44.72077922],0
p4,1,0.975806,0.00092,[33 50] ; [28 42],[33.09150327 49.90849673] ; [27.90849673 42.09150327],0
