Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,55.253974,[165  82] ; [33 93],[131.1152815 115.8847185] ; [66.8847185 59.1152815],1
d5,1,0.0,33.833387,[213  34] ; [75 51],[190.71313673  56.28686327] ; [97.28686327 28.71313673],1
d4,1,0.0,31.832158,[215  32] ; [77 48],[193.88172043  53.11827957] ; [98.11827957 26.88172043],1
a3,1,0.0,30.400247,[173  74] ; [51 75],[148.33243968  98.66756032] ; [75.66756032 50.33243968],1
d2,1,0.0,28.094409,[123 122] ; [27 98],[ 99.32432432 145.67567568] ; [50.67567568 74.32432432],1
a4,1,0.0,26.954936,[119 127] ; [ 26 100],[ 95.88709677 150.11290323] ; [49.11290323 76.88709677],1
a6,1,1e-06,24.105316,[194  53] ; [68 58],[173.49597855  73.50402145] ; [88.50402145 37.49597855],1
u1,1,4.1e-05,16.817779,[ 42 205] ; [  3 123],[ 29.79892761 217.20107239] ; [ 15.20107239 110.79892761],1
p10,1,4.3e-05,16.747434,[212  32] ; [85 38],[197.46049046  46.53950954] ; [99.53950954 23.46049046],1
r1,1,8.1e-05,15.541422,[202  43] ; [80 45],[186.72972973  58.27027027] ; [95.27027027 29.72972973],1
p4,1,0.000228,13.586156,[146 100] ; [48 75],[129.33333333 116.66666667] ; [64.66666667 58.33333333],1
n4,1,0.00047,12.230833,[191  56] ; [75 50],[176.61827957  70.38172043] ; [89.38172043 35.61827957],1
p3,1,0.000521,12.038765,[117 129] ; [36 89],[101.45013477 144.54986523] ; [51.54986523 73.45013477],1
p8,1,0.000803,11.234305,[139 104] ; [48 76],[123.81743869 119.18256131] ; [63.18256131 60.81743869],1
v1,1,0.002648,9.035505,[134 105] ; [48 74],[120.49307479 118.50692521] ; [61.50692521 60.49307479],0
p2,1,0.002896,8.871745,[213  31] ; [93 31],[202.89130435  41.10869565] ; [103.10869565  20.89130435],0
d3,1,0.004243,8.176621,[174  73] ; [70 56],[161.57640751  85.42359249] ; [82.42359249 43.57640751],0
r4,1,0.006817,7.32054,[227  20] ; [104  22],[219.18766756  27.81233244] ; [111.81233244  14.18766756],0
a7,1,0.009357,6.753359,[189  58] ; [79 45],[178.42587601  68.57412399] ; [89.57412399 34.42587601],0
n5,1,0.013497,6.10274,[182  63] ; [76 47],[171.76630435  73.23369565] ; [86.23369565 36.76630435],0
p9,1,0.024001,5.094592,[216  30] ; [97 26],[208.66666667  37.33333333] ; [104.33333333  18.66666667],0
b3,1,0.039179,4.253086,[53 89] ; [14 48],[46.6372549 95.3627451] ; [20.3627451 41.6372549],0
b2,1,0.039179,4.253086,[53 89] ; [14 48],[46.6372549 95.3627451] ; [20.3627451 41.6372549],0
s8,1,0.073204,3.209666,[ 59 188] ; [ 20 106],[ 52.31367292 194.68632708] ; [26.68632708 99.31367292],0
r2,1,0.082784,3.009382,[226  16] ; [111  15],[221.61413043  20.38586957] ; [115.38586957  10.61413043],0
v3,1,0.09334,2.815811,[ 78 157] ; [30 92],[ 71.09243697 163.90756303] ; [36.90756303 85.09243697],0
p5,1,0.111639,2.530869,[ 21 226] ; [  5 119],[ 17.30997305 229.69002695] ; [  8.69002695 115.30997305],0
b1,1,0.112165,2.523448,[ 93 154] ; [37 89],[ 86.08579088 160.91420912] ; [43.91420912 82.08579088],0
n6,1,0.152202,2.050042,[209  37] ; [98 26],[204.11351351  41.88648649] ; [102.88648649  21.11351351],0
p7,1,0.193834,1.688232,[145  98] ; [63 57],[139.23966942 103.76033058] ; [68.76033058 51.23966942],0
s3,1,0.216128,1.529894,[ 87 155] ; [52 70],[ 92.41208791 149.58791209] ; [46.58791209 75.41208791],0
a8,1,0.22058,1.500594,[ 22 201] ; [ 17 102],[ 25.42982456 197.57017544] ; [ 13.57017544 105.42982456],0
v4,1,0.232713,1.4242,[233  12] ; [115  10],[230.43243243  14.56756757] ; [117.56756757   7.43243243],0
p6,1,0.249521,1.325981,[ 75 167] ; [31 92],[ 70.27945205 171.72054795] ; [35.72054795 87.27945205],0
r3,1,0.281488,1.159893,[237   8] ; [118   7],[235.06756757   9.93243243] ; [119.93243243   5.06756757],0
v2,1,0.28938,1.122504,[130 104] ; [58 59],[125.33333333 108.66666667] ; [62.66666667 54.33333333],0
s5,1,0.292488,1.108136,[ 59 179] ; [24 97],[ 55.02506964 182.97493036] ; [27.97493036 93.02506964],0
n2,1,0.299387,1.076923,[41 11] ; [22 10],[39. 13.] ; [24.  8.],0
a1,1,0.319239,0.992061,[ 11 236] ; [  3 123],[  9.27077748 237.72922252] ; [  4.72922252 121.27077748],0
p1,1,0.342256,0.901962,[ 23 223] ; [  8 116],[ 20.61081081 225.38918919] ; [ 10.38918919 113.61081081],0
p12,1,0.356054,0.851762,[ 18 227] ; [  6 118],[ 15.93495935 229.06504065] ; [  8.06504065 115.93495935],0
n1,1,0.388162,0.744691,[14 37] ; [12 21],[15.78571429 35.21428571] ; [10.21428571 22.78571429],0
b4,1,0.442965,0.58859,[159  88] ; [76 50],[155.61662198  91.38337802] ; [79.38337802 46.61662198],0
u3,1,0.502669,0.449298,[41 32] ; [38 37],[38.96621622 34.03378378] ; [40.03378378 34.96621622],0
s6,1,0.503053,0.44849,[125 115] ; [59 63],[121.98895028 118.01104972] ; [62.01104972 59.98895028],0
n3,1,0.55188,0.35396,[38 14] ; [26  7],[39.15294118 12.84705882] ; [24.84705882  8.15294118],0
b5,1,0.602943,0.270579,[148  99] ; [79 47],[150.31903485  96.68096515] ; [76.68096515 49.31903485],0
s4,1,0.700418,0.148037,[ 28 213] ; [ 16 107],[ 29.13186813 211.86813187] ; [ 14.86813187 108.13186813],0
u4,1,0.70624,0.142062,[  3 243] ; [  1 125],[  2.64516129 243.35483871] ; [  1.35483871 124.64516129],0
s2,1,0.760086,0.09325,[ 74 168] ; [36 88],[ 72.73224044 169.26775956] ; [37.26775956 86.73224044],0
s1,1,0.768131,0.086919,[  5 236] ; [  2 121],[  4.63461538 236.36538462] ; [  2.36538462 120.63461538],0
u2,1,0.858462,0.031802,[40 33] ; [40 35],[39.45945946 33.54054054] ; [40.54054054 34.45945946],0
