Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n2,1,0.079008,3.085185,[1 4] ; [8 4],[2.64705882 2.35294118] ; [6.35294118 5.64705882],0
d2,1,0.084433,2.977444,[6 8] ; [ 3 16],[ 3.81818182 10.18181818] ; [ 5.18181818 13.81818182],0
n6,1,0.09453,2.795489,[ 4 10] ; [11  8],[6.36363636 7.63636364] ; [ 8.63636364 10.36363636],0
p11,1,0.141959,2.156594,[6 8] ; [13  6],[8.06060606 5.93939394] ; [10.93939394  8.06060606],0
p4,1,0.166926,1.91034,[ 4 10] ; [10  9],[5.93939394 8.06060606] ; [ 8.06060606 10.93939394],0
p9,1,0.169148,1.890482,[5 8] ; [12  7],[6.90625 6.09375] ; [10.09375  8.90625],0
a4,1,0.177968,1.814515,[6 8] ; [ 4 15],[4.24242424 9.75757576] ; [ 5.75757576 13.24242424],0
p6,1,0.184963,1.757293,[ 1 12] ; [ 5 14],[ 2.4375 10.5625] ; [ 3.5625 15.4375],0
p7,1,0.207656,1.587696,[5 9] ; [11  8],[6.78787879 7.21212121] ; [9.21212121 9.78787879],0
a3,1,0.207656,1.587696,[9 5] ; [ 8 11],[7.21212121 6.78787879] ; [9.78787879 9.21212121],0
a5,1,0.207656,1.587696,[9 5] ; [ 8 11],[7.21212121 6.78787879] ; [9.78787879 9.21212121],0
r1,1,0.213024,1.550752,[ 3 11] ; [ 8 11],[4.66666667 9.33333333] ; [ 6.33333333 12.66666667],0
s7,1,0.228052,1.452972,[ 1 10] ; [ 5 13],[2.27586207 8.72413793] ; [ 3.72413793 14.27586207],0
d3,1,0.284462,1.145648,[7 7] ; [13  6],[8.48484848 5.51515152] ; [11.51515152  7.48484848],0
v2,1,0.314069,1.013488,[4 9] ; [ 3 16],[ 2.84375 10.15625] ; [ 4.15625 14.84375],0
v4,1,0.319137,0.992481,[8 6] ; [14  5],[9.33333333 4.66666667] ; [12.66666667  6.33333333],0
a6,1,0.334746,0.930451,[9 5] ; [ 9 10],[7.63636364 6.36363636] ; [10.36363636  8.63636364],0
b1,1,0.340987,0.906718,[11  3] ; [12  7],[9.75757576 4.24242424] ; [13.24242424  5.75757576],0
p8,1,0.347735,0.881706,[4 9] ; [ 9 10],[5.28125 7.71875] ; [ 7.71875 11.28125],0
d1,1,0.349963,0.87359,[5 9] ; [ 4 15],[ 3.81818182 10.18181818] ; [ 5.18181818 13.81818182],0
a2,1,0.372898,0.793985,[ 2 12] ; [ 1 18],[ 1.27272727 12.72727273] ; [ 1.72727273 17.27272727],0
v3,1,0.387985,0.745247,[ 3 11] ; [ 2 17],[ 2.12121212 11.87878788] ; [ 2.87878788 16.12121212],0
p10,1,0.392959,0.729766,[6 8] ; [11  8],[7.21212121 6.78787879] ; [9.78787879 9.21212121],0
n5,1,0.449731,0.57133,[7 7] ; [ 7 12],[5.93939394 8.06060606] ; [ 8.06060606 10.93939394],0
s5,1,0.45195,0.565757,[ 1 13] ; [ 3 16],[ 1.6969697 12.3030303] ; [ 2.3030303 16.6969697],0
p3,1,0.462562,0.539688,[ 2 11] ; [ 5 14],[ 2.84375 10.15625] ; [ 4.15625 14.84375],0
r3,1,0.505643,0.443072,[8 6] ; [13  6],[8.90909091 5.09090909] ; [12.09090909  6.90909091],0
u3,1,0.51276,0.42843,[1 4] ; [4 7],[1.5625 3.4375] ; [3.4375 7.5625],0
d4,1,0.618402,0.24812,[10  4] ; [12  7],[9.33333333 4.66666667] ; [12.66666667  6.33333333],0
s3,1,0.618402,0.24812,[ 4 10] ; [ 4 15],[ 3.39393939 10.60606061] ; [ 4.60606061 14.39393939],0
a8,1,0.702428,0.145959,[ 1 13] ; [ 2 16],[ 1.3125 12.6875] ; [ 1.6875 16.3125],0
n3,1,0.70663,0.141667,[3 2] ; [6 6],[2.64705882 2.35294118] ; [6.35294118 5.64705882],0
r4,1,0.746108,0.104831,[ 3 11] ; [ 5 14],[ 3.39393939 10.60606061] ; [ 4.60606061 14.39393939],0
p5,1,0.787064,0.072968,[ 1 12] ; [ 2 17],[ 1.21875 11.78125] ; [ 1.78125 17.21875],0
d5,1,0.797004,0.066165,[6 8] ; [ 9 10],[6.36363636 7.63636364] ; [ 8.63636364 10.36363636],0
v1,1,0.803316,0.06203,[5 9] ; [ 6 13],[4.66666667 9.33333333] ; [ 6.33333333 12.66666667],0
a1,1,0.823021,0.050024,[ 1 13] ; [ 1 18],[ 0.84848485 13.15151515] ; [ 1.15151515 17.84848485],0
s6,1,0.852603,0.034521,[ 4 10] ; [ 6 13],[4.24242424 9.75757576] ; [ 5.75757576 13.24242424],0
n1,1,0.86952,0.026984,[1 4] ; [ 2 10],[0.88235294 4.11764706] ; [2.11764706 9.88235294],0
b4,1,0.881162,0.022349,[7 7] ; [ 9 10],[6.78787879 7.21212121] ; [9.21212121 9.78787879],0
u2,1,0.889243,0.019394,[3 2] ; [7 4],[3.125 1.875] ; [6.875 4.125],0
b3,1,0.892795,0.018162,[2 7] ; [2 6],[2.11764706 6.88235294] ; [1.88235294 6.11764706],0
b2,1,0.892795,0.018162,[2 7] ; [2 6],[2.11764706 6.88235294] ; [1.88235294 6.11764706],0
b5,1,0.965548,0.001866,[8 6] ; [11  8],[8.06060606 5.93939394] ; [10.93939394  8.06060606],0
a7,1,0.965548,0.001866,[8 6] ; [11  8],[8.06060606 5.93939394] ; [10.93939394  8.06060606],0
s2,1,0.979171,0.000682,[ 3 11] ; [ 4 15],[ 2.96969697 11.03030303] ; [ 4.03030303 14.96969697],0
