Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,42.440246,[107   7] ; [2 7],[101.02439024  12.97560976] ; [7.97560976 1.02439024],1
v4,1,0.0,32.761883,[112   2] ; [5 4],[108.43902439   5.56097561] ; [8.56097561 0.43902439],1
d5,1,0.006772,7.332441,[93 20] ; [4 5],[89.8442623 23.1557377] ; [7.1557377 1.8442623],0
r1,1,0.008619,6.900215,[93 21] ; [4 5],[89.90243902 24.09756098] ; [7.09756098 1.90243902],0
s1,1,0.012105,6.295397,[  4 110] ; [2 7],[  5.56097561 108.43902439] ; [0.43902439 8.56097561],0
v1,1,0.012181,6.284332,[71 39] ; [2 7],[67.4789916 42.5210084] ; [5.5210084 3.4789916],0
s5,1,0.036203,4.3875,[51 57] ; [1 8],[48. 60.] ; [4. 5.],0
d1,1,0.03825,4.293864,[66 48] ; [2 7],[63.02439024 50.97560976] ; [4.97560976 4.02439024],0
n6,1,0.061892,3.485933,[100  13] ; [6 3],[98.18032787 14.81967213] ; [7.81967213 1.18032787],0
a3,1,0.090378,2.867619,[91 23] ; [5 4],[88.97560976 25.02439024] ; [7.02439024 1.97560976],0
a4,1,0.131751,2.271755,[55 59] ; [2 7],[52.82926829 61.17073171] ; [4.17073171 4.82926829],0
s6,1,0.134833,2.235962,[95 16] ; [6 3],[93.425 17.575] ; [7.575 1.425],0
s3,1,0.167289,1.907074,[87 27] ; [5 4],[85.26829268 28.73170732] ; [6.73170732 2.26829268],0
s2,1,0.167289,1.907074,[87 27] ; [5 4],[85.26829268 28.73170732] ; [6.73170732 2.26829268],0
s7,1,0.205879,1.600173,[90 21] ; [5 3],[88.61344538 22.38655462] ; [6.38655462 1.61344538],0
p8,1,0.218604,1.513514,[63 48] ; [7 2],[64.75 46.25] ; [5.25 3.75],0
v2,1,0.239856,1.38144,[58 50] ; [3 6],[56.30769231 51.69230769] ; [4.69230769 4.30769231],0
r3,1,0.266201,1.236218,[110   4] ; [8 1],[109.36585366   4.63414634] ; [8.63414634 0.36585366],0
s4,1,0.321341,0.98348,[22 91] ; [3 6],[23.1557377 89.8442623] ; [1.8442623 7.1557377],0
p4,1,0.352771,0.863465,[71 43] ; [7 2],[72.29268293 41.70731707] ; [5.70731707 3.29268293],0
b3,1,0.382468,0.762753,[44 38] ; [3 5],[42.82222222 39.17777778] ; [4.17777778 3.82222222],0
b2,1,0.382468,0.762753,[44 38] ; [3 5],[42.82222222 39.17777778] ; [4.17777778 3.82222222],0
p6,1,0.418105,0.655634,[53 59] ; [3 6],[51.83471074 60.16528926] ; [4.16528926 4.83471074],0
a5,1,0.432184,0.616947,[89 25] ; [6 3],[88.04878049 25.95121951] ; [6.95121951 2.04878049],0
b1,1,0.445404,0.582321,[61 53] ; [6 3],[62.09756098 51.90243902] ; [4.90243902 4.09756098],0
d3,1,0.475618,0.508894,[52 62] ; [3 6],[50.97560976 63.02439024] ; [4.02439024 4.97560976],0
d2,1,0.496886,0.461582,[64 50] ; [4 5],[63.02439024 50.97560976] ; [4.97560976 4.02439024],0
n4,1,0.511555,0.430884,[97 16] ; [7 2],[96.32786885 16.67213115] ; [7.67213115 1.32786885],0
n1,1,0.529686,0.394993,[17 12] ; [3 1],[17.57575758 11.42424242] ; [2.42424242 1.57575758],0
p7,1,0.571707,0.319835,[77 35] ; [7 2],[77.75206612 34.24793388] ; [6.24793388 2.75206612],0
u2,1,0.5891,0.291752,[14  9] ; [3 1],[14.48148148  8.51851852] ; [2.51851852 1.48148148],0
n5,1,0.679145,0.17109,[94 19] ; [7 2],[93.54918033 19.45081967] ; [7.45081967 1.54918033],0
u3,1,0.683017,0.166749,[14  9] ; [2 2],[13.62962963  9.37037037] ; [2.37037037 1.62962963],0
n3,1,0.706063,0.142241,[19 10] ; [3 1],[19.33333333  9.66666667] ; [2.66666667 1.33333333],0
p11,1,0.724409,0.124307,[94 20] ; [7 2],[93.6097561 20.3902439] ; [7.3902439 1.6097561],0
p3,1,0.754405,0.097866,[70 44] ; [6 3],[70.43902439 43.56097561] ; [5.56097561 3.43902439],0
a8,1,0.777115,0.080135,[16 94] ; [1 8],[15.71428571 94.28571429] ; [1.28571429 7.71428571],0
v3,1,0.788604,0.07189,[56 54] ; [5 4],[56.38655462 53.61344538] ; [4.61344538 4.38655462],0
p5,1,0.792029,0.069525,[16 96] ; [1 8],[15.73553719 96.26446281] ; [1.26446281 7.73553719],0
b4,1,0.826066,0.04829,[55 59] ; [4 5],[54.68292683 59.31707317] ; [4.31707317 4.68292683],0
a6,1,0.833362,0.044265,[42 72] ; [3 6],[41.70731707 72.29268293] ; [3.29268293 5.70731707],0
d4,1,0.841506,0.039987,[91 22] ; [7 2],[90.7704918 22.2295082] ; [7.2295082 1.7704918],0
b5,1,0.89122,0.018703,[48 66] ; [4 5],[48.19512195 65.80487805] ; [3.80487805 5.19512195],0
p1,1,0.893827,0.017812,[ 11 102] ; [1 8],[ 11.1147541 101.8852459] ; [0.8852459 8.1147541],0
p9,1,0.903181,0.014797,[98 14] ; [8 1],[98.11570248 13.88429752] ; [7.88429752 1.11570248],0
p12,1,0.915241,0.011327,[11 99] ; [1 8],[11.09243697 98.90756303] ; [0.90756303 8.09243697],0
p2,1,0.956928,0.002917,[87 26] ; [7 2],[87.06557377 25.93442623] ; [6.93442623 2.06557377],0
