Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.000257,13.361986,[9 8] ; [92 12],[14.19008264  2.80991736] ; [86.80991736 17.19008264],1
a2,1,0.658177,0.195746,[ 1 17] ; [ 9 95],[ 1.47540984 16.52459016] ; [ 8.52459016 95.47540984],0
p11,1,0.692184,0.156731,[14  4] ; [85 19],[14.60655738  3.39344262] ; [84.39344262 19.60655738],0
p1,1,0.707938,0.140346,[ 2 16] ; [15 89],[ 2.50819672 15.49180328] ; [14.49180328 89.50819672],0
p2,1,0.707938,0.140346,[16  2] ; [89 15],[15.49180328  2.50819672] ; [89.50819672 14.49180328],0
r2,1,0.746585,0.104423,[16  2] ; [94  9],[16.36363636  1.63636364] ; [93.63636364  9.36363636],0
p4,1,0.76384,0.090265,[12  6] ; [73 31],[12.54098361  5.45901639] ; [72.45901639 31.54098361],0
b5,1,0.787026,0.072994,[11  7] ; [67 37],[11.50819672  6.49180328] ; [66.49180328 37.50819672],0
p9,1,0.797337,0.065944,[15  3] ; [84 20],[14.60655738  3.39344262] ; [84.39344262 19.60655738],0
a4,1,0.842588,0.039436,[ 5 13] ; [31 72],[ 5.3553719 12.6446281] ; [30.6446281 72.3553719],0
d4,1,0.84483,0.038306,[11  7] ; [61 43],[10.62295082  7.37704918] ; [61.37704918 42.62295082],0
a7,1,0.853142,0.034266,[11  6] ; [69 34],[11.33333333  5.66666667] ; [68.66666667 34.33333333],0
p3,1,0.865598,0.028647,[10  8] ; [60 44],[10.32786885  7.67213115] ; [59.67213115 44.32786885],0
u1,1,0.892238,0.018353,[ 1 17] ; [ 5 99],[ 0.8852459 17.1147541] ; [ 5.1147541 98.8852459],0
p12,1,0.945931,0.004599,[ 2 16] ; [11 93],[ 1.91803279 16.08196721] ; [11.08196721 92.91803279],0
b1,1,0.953051,0.003466,[ 8 10] ; [47 57],[8.1147541 9.8852459] ; [46.8852459 57.1147541],0
u2,1,0.990398,0.000145,[7 5] ; [25 18],[6.98181818 5.01818182] ; [25.01818182 17.98181818],0
