Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.000257,13.361986,[9 8] ; [92 12],[14.19008264  2.80991736] ; [86.80991736 17.19008264],1
n4,1,0.001463,10.124344,[ 8 10] ; [83 21],[13.42622951  4.57377049] ; [77.57377049 26.42622951],0
v1,1,0.011072,6.45373,[ 4 13] ; [59 45],[8.85123967 8.14876033] ; [54.14876033 49.85123967],0
v3,1,0.019305,5.473692,[ 2 15] ; [43 61],[ 6.32231405 10.67768595] ; [38.67768595 65.32231405],0
b3,1,0.033446,4.522812,[1 7] ; [34 31],[3.83561644 4.16438356] ; [31.16438356 33.83561644],0
b2,1,0.033446,4.522812,[1 7] ; [34 31],[3.83561644 4.16438356] ; [31.16438356 33.83561644],0
a5,1,0.034183,4.485513,[ 5 13] ; [57 47],[9.14754098 8.85245902] ; [52.85245902 51.14754098],0
v2,1,0.042195,4.127346,[ 6 11] ; [64 40],[9.83471074 7.16528926] ; [60.16528926 43.83471074],0
a3,1,0.046222,3.9735,[ 6 12] ; [61 43],[9.8852459 8.1147541] ; [57.1147541 46.8852459],0
r4,1,0.09151,2.847608,[13  5] ; [91 13],[15.3442623  2.6557377] ; [88.6557377 15.3442623],0
s2,1,0.134951,2.234607,[12  6] ; [49 54],[9.07438017 8.92561983] ; [51.92561983 51.07438017],0
d3,1,0.141686,2.159555,[10  7] ; [41 62],[7.225 9.775] ; [43.775 59.225],0
s5,1,0.187657,1.73592,[8 7] ; [36 65],[5.68965517 9.31034483] ; [38.31034483 62.68965517],0
n1,1,0.198814,1.651066,[3 1] ; [11 16],[1.80645161 2.19354839] ; [12.19354839 14.80645161],0
p8,1,0.210317,1.569244,[14  4] ; [65 39],[11.6557377  6.3442623] ; [67.3442623 36.6557377],0
p5,1,0.22253,1.487981,[ 2 16] ; [25 79],[ 3.98360656 14.01639344] ; [23.01639344 80.98360656],0
r1,1,0.258714,1.275625,[11  7] ; [77 27],[12.98360656  5.01639344] ; [75.01639344 28.98360656],0
s8,1,0.262966,1.253074,[ 6 12] ; [49 54],[8.18181818 9.81818182] ; [46.81818182 56.18181818],0
d2,1,0.266225,1.236094,[ 1 17] ; [16 88],[ 2.50819672 15.49180328] ; [14.49180328 89.50819672],0
n5,1,0.276588,1.183778,[12  6] ; [80 22],[13.8  4.2] ; [78.2 23.8],0
r3,1,0.288362,1.127255,[16  2] ; [99  5],[16.96721311  1.03278689] ; [98.03278689  5.96721311],0
d5,1,0.296551,1.089638,[ 7 10] ; [57 47],[8.99173554 8.00826446] ; [55.00826446 48.99173554],0
u3,1,0.307181,1.042759,[8 4] ; [21 21],[6.44444444 5.55555556] ; [22.55555556 19.44444444],0
s3,1,0.325162,0.968069,[11  7] ; [50 53],[9.07438017 8.92561983] ; [51.92561983 51.07438017],0
s7,1,0.367515,0.812049,[12  6] ; [53 43],[10.26315789  7.73684211] ; [54.73684211 41.26315789],0
n3,1,0.416013,0.661552,[2 2] ; [19  8],[2.70967742 1.29032258] ; [18.29032258  8.70967742],0
s6,1,0.458077,0.550588,[10  7] ; [68 32],[11.33333333  5.66666667] ; [66.66666667 33.33333333],0
p10,1,0.494848,0.465967,[13  5] ; [81 21],[14.1  3.9] ; [79.9 22.1],0
a6,1,0.522001,0.409937,[12  6] ; [61 43],[10.7704918  7.2295082] ; [62.2295082 41.7704918],0
s1,1,0.56283,0.334828,[ 1 17] ; [  3 100],[ 0.59504132 17.40495868] ; [ 3.40495868 99.59504132],0
b4,1,0.567366,0.32711,[11  7] ; [56 48],[9.8852459 8.1147541] ; [57.1147541 46.8852459],0
p7,1,0.572246,0.318939,[14  3] ; [90 13],[14.73333333  2.26666667] ; [89.26666667 13.73333333],0
