Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,1.1e-05,19.276033,[21  3] ; [14 30],[12.35294118 11.64705882] ; [22.64705882 21.35294118],1
s5,1,0.002697,9.001782,[15  8] ; [11 30],[ 9.34375 13.65625] ; [16.65625 24.34375],0
p8,1,0.004036,8.267381,[11 13] ; [ 6 37],[ 6.08955224 17.91044776] ; [10.91044776 32.08955224],0
p7,1,0.007921,7.051282,[14  8] ; [13 31],[ 9. 13.] ; [18. 26.],0
r4,1,0.008078,7.016027,[24  1] ; [31 14],[19.64285714  5.35714286] ; [35.35714286  9.64285714],0
s3,1,0.01354,6.097091,[21  4] ; [24 20],[16.30434783  8.69565217] ; [28.69565217 15.30434783],0
p10,1,0.019071,5.494949,[22  2] ; [29 15],[18.  6.] ; [33. 11.],0
p6,1,0.034486,4.470467,[ 6 18] ; [ 3 41],[ 3.17647059 20.82352941] ; [ 5.82352941 38.17647059],0
s6,1,0.036101,4.392344,[21  3] ; [28 16],[17.29411765  6.70588235] ; [31.70588235 12.29411765],0
s2,1,0.051971,3.776705,[20  5] ; [25 19],[16.30434783  8.69565217] ; [28.69565217 15.30434783],0
v1,1,0.055176,3.676768,[13 12] ; [13 32],[ 9.28571429 15.71428571] ; [16.71428571 28.28571429],0
d1,1,0.055176,3.676768,[13 12] ; [13 32],[ 9.28571429 15.71428571] ; [16.71428571 28.28571429],0
d5,1,0.076564,3.136364,[20  5] ; [26 18],[16.66666667  8.33333333] ; [29.33333333 14.66666667],0
r3,1,0.092697,2.826909,[24  1] ; [36  8],[21.73913043  3.26086957] ; [38.26086957  5.73913043],0
n1,1,0.132543,2.262465,[4 4] ; [ 4 15],[2.37037037 5.62962963] ; [ 5.62962963 13.37037037],0
n3,1,0.205924,1.599853,[7 1] ; [12  7],[5.62962963 2.37037037] ; [13.37037037  5.62962963],0
n2,1,0.205924,1.599853,[7 1] ; [12  7],[5.62962963 2.37037037] ; [13.37037037  5.62962963],0
p12,1,0.235796,1.405556,[ 2 22] ; [ 1 44],[ 1.04347826 22.95652174] ; [ 1.95652174 43.04347826],0
d4,1,0.236724,1.4,[20  5] ; [30 15],[17.85714286  7.14285714] ; [32.14285714 12.85714286],0
u3,1,0.242187,1.367817,[7 2] ; [11  9],[5.5862069 3.4137931] ; [12.4137931  7.5862069],0
b1,1,0.249561,1.325758,[10 15] ; [12 33],[ 7.85714286 17.14285714] ; [14.14285714 30.85714286],0
p1,1,0.252774,1.307905,[ 2 23] ; [ 1 44],[ 1.07142857 23.92857143] ; [ 1.92857143 43.07142857],0
v2,1,0.255466,1.293165,[13 10] ; [18 25],[10.8030303 12.1969697] ; [20.1969697 22.8030303],0
u2,1,0.280038,1.166905,[6 3] ; [ 9 11],[4.65517241 4.34482759] ; [10.34482759  9.65517241],0
b4,1,0.284853,1.143791,[10 15] ; [24 21],[12.14285714 12.85714286] ; [21.85714286 23.14285714],0
r1,1,0.308512,1.037037,[17  8] ; [25 20],[15. 10.] ; [27. 18.],0
b5,1,0.376159,0.783217,[14 11] ; [30 15],[15.71428571  9.28571429] ; [28.28571429 16.71428571],0
p3,1,0.384007,0.757835,[ 6 19] ; [ 7 38],[ 4.64285714 20.35714286] ; [ 8.35714286 36.64285714],0
p11,1,0.39985,0.708776,[17  8] ; [26 19],[15.35714286  9.64285714] ; [27.64285714 17.35714286],0
a4,1,0.414216,0.666667,[ 9 16] ; [12 33],[ 7.5 17.5] ; [13.5 31.5],0
u1,1,0.445009,0.583333,[ 3 22] ; [ 3 42],[ 2.14285714 22.85714286] ; [ 3.85714286 41.14285714],0
d2,1,0.452811,0.563607,[10 15] ; [14 31],[ 8.57142857 16.42857143] ; [15.42857143 29.57142857],0
n5,1,0.474406,0.511696,[15 10] ; [23 22],[13.57142857 11.42857143] ; [24.42857143 20.57142857],0
a3,1,0.491934,0.472292,[16  9] ; [25 20],[14.64285714 10.35714286] ; [26.35714286 18.64285714],0
a8,1,0.513289,0.427355,[ 2 20] ; [ 2 39],[ 1.3968254 20.6031746] ; [ 2.6031746 38.3968254],0
v3,1,0.53152,0.391484,[ 8 17] ; [11 33],[ 6.88405797 18.11594203] ; [12.11594203 31.88405797],0
a7,1,0.53214,0.390303,[14 11] ; [28 16],[15.2173913  9.7826087] ; [26.7826087 17.2173913],0
a2,1,0.539157,0.377104,[ 2 23] ; [ 2 43],[ 1.42857143 23.57142857] ; [ 2.57142857 42.42857143],0
a6,1,0.668802,0.183007,[12 13] ; [24 21],[12.85714286 12.14285714] ; [23.14285714 21.85714286],0
n4,1,0.694597,0.154154,[14 11] ; [23 22],[13.21428571 11.78571429] ; [23.78571429 21.21428571],0
p2,1,0.712316,0.135975,[15 10] ; [29 16],[15.71428571  9.28571429] ; [28.28571429 16.71428571],0
a5,1,0.774777,0.081871,[13 12] ; [25 20],[13.57142857 11.42857143] ; [24.42857143 20.57142857],0
b2,1,0.809076,0.058379,[ 3 11] ; [ 5 15],[ 3.29411765 10.70588235] ; [ 4.70588235 15.29411765],0
b3,1,0.809076,0.058379,[ 3 11] ; [ 5 15],[ 3.29411765 10.70588235] ; [ 4.70588235 15.29411765],0
d3,1,0.872848,0.025614,[16  9] ; [29 15],[16.30434783  8.69565217] ; [28.69565217 15.30434783],0
s1,1,0.899672,0.015895,[ 1 24] ; [ 2 41],[ 1.10294118 23.89705882] ; [ 1.89705882 41.10294118],0
n6,1,0.904325,0.014448,[18  7] ; [33 12],[18.21428571  6.78571429] ; [32.78571429 12.21428571],0
