Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000128,14.665668,[35 77] ; [17  6],[43.14074074 68.85925926] ; [ 8.85925926 14.14074074],1
s6,1,0.009077,6.807671,[63 48] ; [19  3],[68.43609023 42.56390977] ; [13.56390977  8.43609023],0
s5,1,0.010983,6.468,[22 88] ; [10 12],[26.66666667 83.33333333] ; [ 5.33333333 16.66666667],0
s3,1,0.017432,5.652332,[48 61] ; [17  7],[53.27067669 55.72932331] ; [11.72932331 12.27067669],0
p7,1,0.049371,3.862691,[60 50] ; [19  6],[64.37037037 45.62962963] ; [14.62962963 10.37037037],0
v2,1,0.074134,3.18902,[54 52] ; [ 7 16],[50.12403101 55.87596899] ; [10.87596899 12.12403101],0
s7,1,0.084782,2.970758,[41 64] ; [14 10],[44.76744186 60.23255814] ; [10.23255814 13.76744186],0
n6,1,0.142303,2.152875,[89 23] ; [23  2],[91.5620438 20.4379562] ; [20.4379562  4.5620438],0
p2,1,0.149126,2.081169,[90 21] ; [17  8],[87.33088235 23.66911765] ; [19.66911765  5.33088235],0
p10,1,0.151399,2.058098,[94 16] ; [24  1],[96.14814815 13.85185185] ; [21.85185185  3.14814815],0
v3,1,0.166989,1.909767,[39 71] ; [ 5 19],[36.11940299 73.88059701] ; [ 7.88059701 16.11940299],0
d3,1,0.185655,1.751766,[27 84] ; [ 9 15],[29.6 81.4] ; [ 6.4 17.6],0
s1,1,0.189216,1.723712,[  3 107] ; [ 2 22],[  4.10447761 105.89552239] ; [ 0.89552239 23.10447761],0
u1,1,0.199524,1.645853,[  3 109] ; [ 2 23],[  4.08759124 107.91240876] ; [ 0.91240876 24.08759124],0
a5,1,0.201694,1.630062,[65 47] ; [11 14],[62.13138686 49.86861314] ; [13.86861314 11.13138686],0
a3,1,0.204004,1.613478,[60 51] ; [10 15],[57.13235294 53.86764706] ; [12.86764706 12.13235294],0
p12,1,0.225443,1.469386,[  6 106] ; [ 3 22],[  7.35766423 104.64233577] ; [ 1.64233577 23.35766423],0
b5,1,0.24356,1.359871,[68 44] ; [12 13],[65.40145985 46.59854015] ; [14.59854015 10.40145985],0
v1,1,0.324715,0.969861,[55 53] ; [10 15],[52.78195489 55.21804511] ; [12.21804511 12.78195489],0
p8,1,0.366372,0.815934,[55 55] ; [15 10],[57.03703704 52.96296296] ; [12.96296296 12.03703704],0
n5,1,0.366984,0.813853,[89 22] ; [18  7],[87.33088235 23.66911765] ; [19.66911765  5.33088235],0
b1,1,0.401342,0.704301,[46 66] ; [ 8 17],[44.1459854 67.8540146] ; [ 9.8540146 15.1459854],0
p6,1,0.409683,0.679721,[36 75] ; [ 6 19],[34.27941176 76.72058824] ; [ 7.72058824 17.27941176],0
r4,1,0.4221,0.644461,[91 21] ; [22  3],[92.37956204 19.62043796] ; [20.62043796  4.37956204],0
u3,1,0.449331,0.57234,[22 30] ; [8 7],[23.28358209 28.71641791] ; [6.71641791 8.28358209],0
p3,1,0.456685,0.554007,[54 58] ; [10 15],[52.32116788 59.67883212] ; [11.67883212 13.32116788],0
a7,1,0.526152,0.401819,[73 39] ; [14 10],[71.64705882 40.35294118] ; [15.35294118  8.64705882],0
p1,1,0.672408,0.178798,[17 94] ; [ 3 22],[16.32352941 94.67647059] ; [ 3.67647059 21.32352941],0
u2,1,0.672842,0.178295,[24 28] ; [6 9],[23.28358209 28.71641791] ; [6.71641791 8.28358209],0
p5,1,0.676079,0.174573,[12 99] ; [ 2 23],[11.42647059 99.57352941] ; [ 2.57352941 22.42647059],0
r1,1,0.680753,0.169279,[70 40] ; [17  8],[70.88888889 39.11111111] ; [16.11111111  8.88888889],0
a2,1,0.685393,0.164118,[ 12 100] ; [ 2 23],[ 11.44525547 100.55474453] ; [ 2.55474453 22.44525547],0
n3,1,0.691579,0.157381,[22  5] ; [7 1],[22.37142857  4.62857143] ; [6.62857143 1.37142857],0
d2,1,0.728375,0.120609,[26 86] ; [ 5 20],[25.34306569 86.65693431] ; [ 5.65693431 19.34306569],0
p4,1,0.732069,0.11722,[58 54] ; [12 13],[57.22627737 54.77372263] ; [12.77372263 12.22627737],0
r2,1,0.769201,0.086095,[100  11] ; [23  2],[100.38970588  10.61029412] ; [22.61029412  2.38970588],0
s8,1,0.81584,0.054242,[42 70] ; [10 15],[42.51094891 69.48905109] ; [ 9.48905109 15.51094891],0
a6,1,0.823599,0.049692,[69 43] ; [16  9],[69.48905109 42.51094891] ; [15.51094891  9.48905109],0
b4,1,0.856495,0.032702,[56 56] ; [13 12],[56.40875912 55.59124088] ; [12.59124088 12.40875912],0
n4,1,0.863846,0.029405,[78 33] ; [18  7],[78.35294118 32.64705882] ; [17.64705882  7.35294118],0
p11,1,0.874378,0.024995,[88 24] ; [20  5],[88.2919708 23.7080292] ; [19.7080292  5.2919708],0
d5,1,0.894554,0.017568,[53 59] ; [11 13],[52.70588235 59.29411765] ; [11.29411765 12.70588235],0
d1,1,0.918306,0.01052,[  5 107] ; [ 1 24],[  4.90510949 107.09489051] ; [ 1.09489051 23.90510949],0
a4,1,0.972738,0.001168,[27 84] ; [ 6 19],[26.93382353 84.06617647] ; [ 6.06617647 18.93382353],0
v4,1,0.97607,0.0009,[101   9] ; [23  2],[101.03703704   8.96296296] ; [22.96296296  2.03703704],0
n1,1,0.98101,0.000567,[10 17] ; [3 5],[10.02857143 16.97142857] ; [2.97142857 5.02857143],0
