Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,44.562595,[ 29 141] ; [83 77],[ 57.6969697 112.3030303] ; [ 54.3030303 105.6969697],1
v1,1,0.0,25.817637,[ 50 121] ; [90 68],[72.76595745 98.23404255] ; [67.23404255 90.76595745],1
r3,1,1e-06,24.464752,[137  36] ; [157   5],[151.82686567  21.17313433] ; [142.17313433  19.82686567],1
s8,1,0.000197,13.857965,[ 37 135] ; [66 98],[ 52.72619048 119.27380952] ; [ 50.27380952 113.72619048],1
p11,1,0.000295,13.104031,[104  70] ; [128  36],[119.43195266  54.56804734] ; [112.56804734  51.43195266],1
r1,1,0.000302,13.058576,[111  62] ; [134  30],[125.77151335  47.22848665] ; [119.22848665  44.77151335],1
s7,1,0.000345,12.811248,[ 40 125] ; [68 90],[ 55.17027864 109.82972136] ; [ 52.82972136 105.17027864],1
v4,1,0.001368,10.248135,[141  32] ; [151  11],[150.79402985  22.20597015] ; [141.20597015  20.79402985],0
p10,1,0.001604,9.955456,[98 74] ; [119  43],[111.74850299  60.25149701] ; [105.25149701  56.74850299],0
d1,1,0.001681,9.868654,[ 70 104] ; [94 70],[84.4260355 89.5739645] ; [79.5739645 84.4260355],0
d4,1,0.001956,9.590228,[122  51] ; [138  25],[133.86904762  39.13095238] ; [126.13095238  36.86904762],0
s2,1,0.00237,9.238166,[ 46 127] ; [69 94],[ 59.21130952 113.78869048] ; [ 55.78869048 107.21130952],0
p7,1,0.002507,9.135241,[ 64 103] ; [88 72],[77.62691131 89.37308869] ; [74.37308869 85.62691131],0
p2,1,0.005837,7.599886,[106  66] ; [124  40],[117.73809524  54.26190476] ; [112.26190476  51.73809524],0
r4,1,0.006499,7.406544,[125  49] ; [138  26],[135.39053254  38.60946746] ; [127.60946746  36.39053254],0
s6,1,0.007558,7.135338,[ 69 101] ; [90 73],[81.17117117 88.82882883] ; [77.82882883 85.17117117],0
p3,1,0.008614,6.9011,[ 30 143] ; [ 48 115],[ 40.16071429 132.83928571] ; [ 37.83928571 125.16071429],0
a5,1,0.010682,6.517492,[101  73] ; [117  47],[112.22485207  61.77514793] ; [105.77514793  58.22485207],0
p9,1,0.010688,6.516452,[109  59] ; [125  36],[119.4893617  48.5106383] ; [114.5106383  46.4893617],0
n6,1,0.011125,6.445285,[119  54] ; [131  31],[129.10447761  43.89552239] ; [120.89552239  41.10447761],0
r2,1,0.012474,6.242265,[149  24] ; [150   9],[155.80421687  17.19578313] ; [143.19578313  15.80421687],0
d5,1,0.015793,5.825787,[117  56] ; [130  34],[126.79821958  46.20178042] ; [120.20178042  43.79821958],0
a3,1,0.023112,5.160082,[106  65] ; [120  43],[115.70658683  55.29341317] ; [110.29341317  52.70658683],0
d3,1,0.031949,4.601248,[87 85] ; [102  62],[96.75 75.25] ; [92.25 71.75],0
s3,1,0.077537,3.115789,[ 68 103] ; [80 82],[76. 95.] ; [72. 90.],0
a6,1,0.077716,3.112023,[104  69] ; [113  50],[111.72916667  61.27083333] ; [105.27083333  57.72916667],0
p5,1,0.079209,3.081052,[ 11 161] ; [  4 160],[  7.67857143 164.32142857] ; [  7.32142857 156.67857143],0
p6,1,0.084443,2.977252,[ 24 147] ; [ 34 126],[ 29.96374622 141.03625378] ; [ 28.03625378 131.96374622],0
n4,1,0.084832,2.969799,[113  61] ; [120  43],[120.30267062  53.69732938] ; [112.69732938  50.30267062],0
a7,1,0.099992,2.705668,[108  66] ; [115  48],[115.13946588  58.86053412] ; [107.86053412  55.13946588],0
s5,1,0.101535,2.681272,[ 32 140] ; [ 41 116],[ 38.16413374 133.83586626] ; [ 34.83586626 122.16413374],0
n3,1,0.164878,1.928904,[37 25] ; [32 12],[40.35849057 21.64150943] ; [28.64150943 15.35849057],0
n1,1,0.177729,1.816514,[26 38] ; [12 31],[22.72897196 41.27102804] ; [15.27102804 27.72897196],0
s1,1,0.238248,1.390929,[ 10 163] ; [  5 156],[  7.76946108 165.23053892] ; [  7.23053892 153.76946108],0
b3,1,0.36486,0.821096,[34 65] ; [39 57],[37.06153846 61.93846154] ; [35.93846154 60.06153846],0
b2,1,0.36486,0.821096,[34 65] ; [39 57],[37.06153846 61.93846154] ; [35.93846154 60.06153846],0
a4,1,0.365118,0.820212,[ 62 110] ; [67 97],[ 66.03571429 105.96428571] ; [ 62.96428571 101.03571429],0
b4,1,0.376087,0.783453,[100  74] ; [102  62],[103.98816568  70.01183432] ; [98.01183432 65.98816568],0
u1,1,0.382539,0.762528,[ 18 156] ; [ 22 142],[ 20.59171598 153.40828402] ; [ 19.40828402 144.59171598],0
a1,1,0.431832,0.61789,[ 12 162] ; [  8 156],[ 10.29585799 163.70414201] ; [  9.70414201 154.29585799],0
a8,1,0.463946,0.536358,[ 22 142] ; [ 25 128],[ 24.31545741 139.68454259] ; [ 22.68454259 130.31545741],0
n2,1,0.467345,0.528246,[43 22] ; [32 12],[44.72477064 20.27522936] ; [30.27522936 13.72477064],0
b1,1,0.507209,0.439821,[ 73 101] ; [ 63 101],[ 70.01183432 103.98816568] ; [65.98816568 98.01183432],0
p8,1,0.562058,0.336153,[ 55 118] ; [ 56 105],[ 57.49401198 115.50598802] ; [ 53.50598802 107.49401198],0
d2,1,0.627622,0.2353,[ 70 101] ; [71 92],[72.18862275 98.81137725] ; [68.81137725 94.18862275],0
u3,1,0.769898,0.085561,[29 39] ; [20 24],[29.75 38.25] ; [19.25 24.75],0
b5,1,0.820859,0.051275,[104  70] ; [100  64],[105.01775148  68.98224852] ; [98.98224852 65.01775148],0
n5,1,0.870798,0.026453,[112  62] ; [105  56],[112.71044776  61.28955224] ; [104.28955224  56.71044776],0
a2,1,0.898582,0.016244,[ 33 141] ; [ 32 132],[ 33.46153846 140.53846154] ; [ 31.53846154 132.46153846],0
p1,1,0.91922,0.010285,[ 11 160] ; [ 11 153],[ 11.22985075 159.77014925] ; [ 10.77014925 153.22985075],0
p12,1,0.927027,0.008388,[  7 164] ; [  7 156],[  7.16766467 163.83233533] ; [  6.83233533 156.16766467],0
u2,1,0.954404,0.003269,[32 36] ; [20 22],[32.14545455 35.85454545] ; [19.85454545 22.14545455],0
