Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,117.098209,[383  55] ; [12 38],[354.52868852  83.47131148] ; [40.47131148  9.52868852],1
r2,1,0.0,85.484204,[408  26] ; [24 23],[389.78794179  44.21205821] ; [42.21205821  4.78794179],1
r3,1,0.0,56.611326,[407  29] ; [29 20],[391.95051546  44.04948454] ; [44.04948454  4.95051546],1
p2,1,0.0,42.831633,[339  99] ; [17 33],[319.52459016 118.47540984] ; [36.47540984 13.52459016],1
p10,1,0.0,31.621079,[315 117] ; [16 32],[297.9 134.1] ; [33.1 14.9],1
p9,1,0.0,30.15613,[331  96] ; [19 28],[315.29535865 111.70464135] ; [34.70464135 12.29535865],1
r1,1,0.0,28.799911,[337  99] ; [21 29],[321.16872428 114.83127572] ; [36.83127572 13.16872428],1
n6,1,0.0,26.600463,[349  88] ; [23 26],[334.49382716 102.50617284] ; [37.50617284 11.49382716],1
s6,1,1e-06,24.255077,[260 170] ; [12 38],[243.66666667 186.33333333] ; [28.33333333 21.66666667],1
p7,1,2e-06,22.868873,[209 212] ; [ 7 43],[193.07006369 227.92993631] ; [22.92993631 27.07006369],1
u3,1,3e-05,17.408856,[84 64] ; [ 2 20],[74.87058824 73.12941176] ; [11.12941176 10.87058824],1
s2,1,7.1e-05,15.774185,[199 234] ; [ 8 41],[185.95643154 247.04356846] ; [21.04356846 27.95643154],1
p11,1,0.000103,15.088461,[318 120] ; [23 27],[306.06147541 131.93852459] ; [34.93852459 15.06147541],1
d3,1,0.000213,13.714228,[297 138] ; [21 29],[285.21649485 149.78350515] ; [32.78350515 17.21649485],1
a6,1,0.000397,12.548407,[294 143] ; [21 29],[282.65913758 154.34086242] ; [32.34086242 17.65913758],1
a1,1,0.001072,10.698299,[ 16 422] ; [ 7 43],[ 20.64344262 417.35655738] ; [ 2.35655738 47.64344262],0
s3,1,0.001255,10.408171,[222 208] ; [13 35],[211.40167364 218.59832636] ; [23.59832636 24.40167364],0
p4,1,0.001499,10.079935,[158 275] ; [ 7 43],[147.91925466 285.08074534] ; [17.08074534 32.91925466],0
p8,1,0.001663,9.888255,[158 271] ; [ 7 42],[148.08577406 280.91422594] ; [16.91422594 32.08577406],0
u2,1,0.002865,8.891377,[84 64] ; [ 5 17],[77.48235294 70.51764706] ; [11.51764706 10.48235294],0
s8,1,0.003176,8.703376,[151 285] ; [ 7 43],[141.74485597 294.25514403] ; [16.25514403 33.74485597],0
a5,1,0.006582,7.383621,[287 151] ; [23 27],[278.23770492 159.76229508] ; [31.76229508 18.23770492],0
p1,1,0.007281,7.202293,[ 16 420] ; [ 6 44],[ 19.73662551 416.26337449] ; [ 2.26337449 47.73662551],0
v1,1,0.010185,6.602195,[187 242] ; [12 37],[178.60041841 250.39958159] ; [20.39958159 28.60041841],0
d5,1,0.010321,6.578634,[334 102] ; [30 20],[326.55144033 109.44855967] ; [37.44855967 12.55144033],0
p6,1,0.010529,6.543133,[105 327] ; [ 4 45],[ 97.8960499 334.1039501] ; [11.1039501 37.8960499],0
