Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,1e-06,24.138006,[61 28] ; [27 59],[44.75428571 44.24571429] ; [43.24571429 42.75428571],1
r1,1,2e-06,22.847793,[79 10] ; [50 38],[64.86440678 24.13559322] ; [64.13559322 23.86440678],1
a6,1,7e-06,20.330636,[68 21] ; [38 50],[53.29943503 35.70056497] ; [52.70056497 35.29943503],1
a4,1,0.000214,13.702967,[28 60] ; [ 8 79],[18.10285714 69.89714286] ; [17.89714286 69.10285714],1
r4,1,0.000396,12.550306,[85  4] ; [68 20],[76.93220339 12.06779661] ; [76.06779661 11.93220339],1
s7,1,0.000417,12.45554,[45 38] ; [23 61],[33.79640719 49.20359281] ; [34.20359281 49.79640719],1
a7,1,0.001632,9.922892,[65 24] ; [44 44],[54.8079096 34.1920904] ; [54.1920904 33.8079096],0
p8,1,0.003929,8.316431,[51 36] ; [32 55],[41.5 45.5] ; [41.5 45.5],0
v2,1,0.004176,8.205698,[47 40] ; [26 55],[37.80357143 49.19642857] ; [35.19642857 45.80357143],0
p4,1,0.004531,8.057801,[48 39] ; [29 57],[38.72254335 48.27745665] ; [38.27745665 47.72254335],0
p3,1,0.005568,7.685175,[44 44] ; [26 62],[35. 53.] ; [35. 53.],0
p10,1,0.006456,7.418505,[67 19] ; [51 36],[58.65895954 27.34104046] ; [59.34104046 27.65895954],0
v3,1,0.00807,7.017873,[39 48] ; [22 64],[30.67630058 56.32369942] ; [30.32369942 55.67630058],0
n4,1,0.011711,6.354033,[68 21] ; [51 36],[60.17613636 28.82386364] ; [58.82386364 28.17613636],0
s5,1,0.013442,6.109961,[30 56] ; [15 68],[22.89940828 63.10059172] ; [22.10059172 60.89940828],0
d2,1,0.016775,5.719755,[29 60] ; [15 73],[22.12429379 66.87570621] ; [21.87570621 66.12429379],0
b1,1,0.017033,5.692945,[44 45] ; [28 60],[36.20338983 52.79661017] ; [35.79661017 52.20338983],0
d3,1,0.017571,5.638456,[45 44] ; [29 59],[37.20903955 51.79096045] ; [36.79096045 51.20903955],0
v4,1,0.026496,4.923363,[87  2] ; [78  9],[83.4375  5.5625] ; [81.5625  5.4375],0
d1,1,0.030767,4.665912,[ 9 80] ; [ 2 86],[ 5.53107345 83.46892655] ; [ 5.46892655 82.53107345],0
s2,1,0.038197,4.296214,[42 44] ; [29 58],[35.29479769 50.70520231] ; [35.70520231 51.29479769],0
b3,1,0.038479,4.283728,[27 28] ; [15 36],[21.79245283 33.20754717] ; [20.20754717 30.79245283],0
b2,1,0.038479,4.283728,[27 28] ; [15 36],[21.79245283 33.20754717] ; [20.20754717 30.79245283],0
s8,1,0.062956,3.457745,[32 55] ; [21 67],[26.34857143 60.65142857] ; [26.65142857 61.34857143],0
p12,1,0.094475,2.796429,[10 77] ; [ 4 83],[ 7. 80.] ; [ 7. 80.],0
p9,1,0.123661,2.370327,[69 17] ; [61 26],[64.62427746 21.37572254] ; [65.37572254 21.62427746],0
