Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000727,11.41875,[63 81] ; [58 29],[75.42857143 68.57142857] ; [45.57142857 41.42857143],1
a4,1,0.009697,6.689654,[ 46 104] ; [43 48],[55.39419087 94.60580913] ; [33.60580913 57.39419087],0
b3,1,0.010667,6.519887,[19 64] ; [22 28],[25.58646617 57.41353383] ; [15.41353383 34.58646617],0
b2,1,0.010667,6.519887,[19 64] ; [22 28],[25.58646617 57.41353383] ; [15.41353383 34.58646617],0
v3,1,0.015431,5.866604,[ 32 111] ; [32 54],[ 39.9650655 103.0349345] ; [24.0349345 61.9650655],0
p1,1,0.035007,4.444833,[  6 142] ; [10 80],[  9.94957983 138.05042017] ; [ 6.05042017 83.94957983],0
r1,1,0.047908,3.913217,[104  45] ; [74 17],[110.50833333  38.49166667] ; [67.49166667 23.50833333],0
v4,1,0.058698,3.57381,[134  15] ; [86  3],[137.73109244  11.26890756] ; [82.26890756  6.73109244],0
b5,1,0.06171,3.490829,[84 66] ; [62 29],[90.87136929 59.12863071] ; [55.12863071 35.87136929],0
s8,1,0.062449,3.471117,[ 41 109] ; [35 55],[ 47.5 102.5] ; [28.5 61.5],0
s7,1,0.064623,3.414574,[ 44 100] ; [37 50],[50.49350649 93.50649351] ; [30.50649351 56.49350649],0
a5,1,0.072596,3.22332,[90 60] ; [65 26],[96.47302905 53.52697095] ; [58.52697095 32.47302905],0
s6,1,0.10911,2.567065,[77 73] ; [54 33],[82.91139241 67.08860759] ; [48.08860759 38.91139241],0
p11,1,0.116175,2.468138,[94 56] ; [66 25],[99.58506224 50.41493776] ; [60.41493776 30.58506224],0
p12,1,0.123306,2.374812,[  4 146] ; [ 6 82],[  6.30252101 143.69747899] ; [ 3.69747899 84.30252101],0
u3,1,0.152101,2.05105,[27 26] ; [22 11],[30.19767442 22.80232558] ; [18.80232558 14.19767442],0
p6,1,0.156041,2.012182,[ 36 112] ; [28 57],[ 40.65236052 107.34763948] ; [23.34763948 61.65236052],0
u2,1,0.158435,1.989104,[27 27] ; [21 11],[30.13953488 23.86046512] ; [17.86046512 14.13953488],0
d5,1,0.182983,1.77323,[110  39] ; [74 17],[114.23333333  34.76666667] ; [69.76666667 21.23333333],0
n1,1,0.196198,1.670455,[11 39] ; [ 9 16],[13.33333333 36.66666667] ; [ 6.66666667 18.33333333],0
s2,1,0.223596,1.481143,[58 92] ; [42 48],[62.5 87.5] ; [37.5 52.5],0
s5,1,0.230013,1.440782,[ 37 106] ; [28 56],[ 40.94713656 102.05286344] ; [24.05286344 59.94713656],0
p9,1,0.238897,1.387088,[99 49] ; [66 23],[103.03797468  44.96202532] ; [61.96202532 27.03797468],0
a8,1,0.248482,1.331818,[  8 134] ; [ 8 74],[ 10.14285714 131.85714286] ; [ 5.85714286 76.14285714],0
a2,1,0.264219,1.246517,[ 20 130] ; [17 74],[ 23.02904564 126.97095436] ; [13.97095436 77.02904564],0
n2,1,0.268366,1.225078,[31 18] ; [19  6],[33.10810811 15.89189189] ; [16.89189189  8.10810811],0
p7,1,0.269083,1.221418,[83 66] ; [43 46],[78.88235294 70.11764706] ; [47.11764706 41.88235294],0
s3,1,0.276528,1.184077,[67 82] ; [47 43],[71.07112971 77.92887029] ; [42.92887029 47.07112971],0
s1,1,0.369559,0.805145,[  6 144] ; [ 6 85],[  7.46887967 142.53112033] ; [ 4.53112033 86.46887967],0
a1,1,0.369559,0.805145,[  6 144] ; [ 6 85],[  7.46887967 142.53112033] ; [ 4.53112033 86.46887967],0
p3,1,0.370211,0.802956,[52 98] ; [36 53],[55.23012552 94.76987448] ; [32.76987448 56.23012552],0
r2,1,0.381474,0.765947,[134  15] ; [83  6],[135.85294118  13.14705882] ; [81.14705882  7.85294118],0
n3,1,0.401294,0.704445,[37 11] ; [17  8],[35.50684932 12.49315068] ; [18.49315068  6.50684932],0
s4,1,0.408771,0.682373,[ 33 117] ; [16 75],[ 30.49792531 119.50207469] ; [18.50207469 72.49792531],0
u1,1,0.447015,0.57821,[ 15 135] ; [12 79],[ 16.80497925 133.19502075] ; [10.19502075 80.80497925],0
p8,1,0.462335,0.540236,[57 91] ; [39 51],[59.69747899 88.30252101] ; [36.30252101 53.69747899],0
p2,1,0.474651,0.511128,[108  41] ; [69 21],[110.34728033  38.65271967] ; [66.65271967 23.34728033],0
n4,1,0.520166,0.413564,[58 92] ; [39 52],[60.37344398 89.62655602] ; [36.62655602 54.37344398],0
d4,1,0.578773,0.308223,[121  29] ; [76 15],[122.61410788  27.38589212] ; [74.38589212 16.61410788],0
d2,1,0.587725,0.293911,[63 87] ; [35 56],[60.99585062 89.00414938] ; [37.00414938 53.99585062],0
n6,1,0.65375,0.201205,[96 54] ; [55 35],[94.375 55.625] ; [56.625 33.375],0
a7,1,0.685173,0.164361,[110  39] ; [65 26],[108.64583333  40.35416667] ; [66.35416667 24.64583333],0
p4,1,0.743584,0.107001,[63 86] ; [40 50],[64.21338912 84.78661088] ; [38.78661088 51.21338912],0
p5,1,0.753639,0.098499,[  7 142] ; [ 5 84],[  7.51260504 141.48739496] ; [ 4.48739496 84.51260504],0
d3,1,0.760443,0.092963,[102  47] ; [64 27],[103.05833333  45.94166667] ; [62.94166667 28.05833333],0
d1,1,0.827097,0.04771,[78 72] ; [46 45],[77.17842324 72.82157676] ; [46.82157676 44.17842324],0
b1,1,0.831331,0.045367,[54 96] ; [34 57],[54.77178423 95.22821577] ; [33.22821577 57.77178423],0
a6,1,0.831331,0.045367,[96 54] ; [57 34],[95.22821577 54.77178423] ; [57.77178423 33.22821577],0
r4,1,0.858705,0.031692,[129  21] ; [79 12],[129.46058091  20.53941909] ; [78.53941909 12.46058091],0
p10,1,0.875982,0.024356,[94 54] ; [55 33],[93.44067797 54.55932203] ; [55.55932203 32.44067797],0
b4,1,0.890316,0.019018,[92 58] ; [55 36],[91.49377593 58.50622407] ; [55.50622407 35.49377593],0
a3,1,0.949781,0.003967,[95 55] ; [58 33],[95.22821577 54.77178423] ; [57.77178423 33.22821577],0
