Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,269.654118,[ 62 222] ; [267  32],[160.26758148 123.73241852] ; [168.73241852 130.26758148],1
s6,1,0.0,104.508463,[135 147] ; [259  37],[192.2283737  89.7716263] ; [201.7716263  94.2283737],1
s7,1,0.0,101.162319,[ 77 196] ; [209  88],[136.97894737 136.02105263] ; [149.02105263 147.97894737],1
s8,1,0.0,82.947474,[ 78 208] ; [195 106],[133.01192504 152.98807496] ; [139.98807496 161.01192504],1
s5,1,0.0,55.619264,[ 54 226] ; [142 148],[ 96.28070175 183.71929825] ; [ 99.71929825 190.28070175],1
s4,1,1e-06,23.45612,[ 21 263] ; [ 64 232],[ 41.62068966 242.37931034] ; [ 43.37931034 252.62068966],1
p12,1,0.000282,13.187471,[ 12 271] ; [ 38 262],[ 24.27101201 258.72898799] ; [ 25.72898799 274.27101201],1
d1,1,0.002055,9.499405,[186 102] ; [230  72],[203.06440678  84.93559322] ; [212.93559322  89.06440678],0
n5,1,0.002573,9.088101,[208  77] ; [249  50],[223.02226027  61.97773973] ; [233.97773973  65.02226027],0
p6,1,0.00329,8.639318,[ 90 191] ; [130 166],[107.14038128 173.85961872] ; [112.85961872 183.14038128],0
u1,1,0.007222,7.216794,[ 45 243] ; [ 74 228],[ 58.08813559 229.91186441] ; [ 60.91186441 241.08813559],0
a2,1,0.008808,6.861445,[ 58 230] ; [ 89 213],[ 71.7559322 216.2440678] ; [ 75.2440678 226.7559322],0
v4,1,0.011601,6.370787,[267  19] ; [292   7],[273.28888889  12.71111111] ; [285.71111111  13.28888889],0
r2,1,0.012982,6.171518,[262  20] ; [291   8],[268.40963855  13.59036145] ; [284.59036145  14.40963855],0
p10,1,0.015688,5.837487,[239  44] ; [273  27],[248.53516295  34.46483705] ; [263.46483705  36.53516295],0
a4,1,0.022403,5.214174,[126 161] ; [161 141],[139.84550085 147.15449915] ; [147.15449915 154.84550085],0
a3,1,0.027051,4.887544,[204  84] ; [237  64],[215.63327674  72.36672326] ; [225.36672326  75.63327674],0
a1,1,0.028123,4.820485,[  8 280] ; [ 20 282],[ 13.66779661 274.33220339] ; [ 14.33220339 287.66779661],0
v1,1,0.02847,4.799375,[147 133] ; [178 111],[159.92970123 120.07029877] ; [165.07029877 123.92970123],0
p4,1,0.0311,4.647412,[171 115] ; [205  95],[183.50853242 102.49146758] ; [192.49146758 107.50853242],0
d4,1,0.036407,4.377952,[249  38] ; [278  24],[256.78947368  30.21052632] ; [270.21052632  31.78947368],0
u4,1,0.03802,4.304149,[  3 285] ; [ 11 291],[  6.83389831 281.16610169] ; [  7.16610169 294.83389831],0
s1,1,0.039284,4.248542,[  3 281] ; [ 11 289],[  6.80821918 277.19178082] ; [  7.19178082 292.80821918],0
p3,1,0.046098,3.977992,[140 147] ; [171 129],[152.05621806 134.94378194] ; [158.94378194 141.05621806],0
v3,1,0.054305,3.703299,[104 176] ; [129 157],[115.26501767 164.73498233] ; [117.73498233 168.26501767],0
