Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,174.654318,[194  80] ; [ 40 231],[117.6440367 156.3559633] ; [116.3559633 154.6440367],1
d3,1,0.0,156.370738,[244  31] ; [100 170],[173.57798165 101.42201835] ; [170.42201835  99.57798165],1
d4,1,0.0,138.309969,[269   5] ; [152 120],[211.27106227  62.72893773] ; [209.72893773  62.27106227],1
d5,1,0.0,133.418241,[267   8] ; [149 122],[209.52380952  65.47619048] ; [206.47619048  64.52380952],1
a2,1,0.0,66.560015,[ 91 184] ; [ 15 257],[ 53.29067642 221.70932358] ; [ 52.70932358 219.29067642],1
a5,1,0.0,65.571774,[229  46] ; [138 134],[184.50639854  90.49360146] ; [182.49360146  89.50639854],1
a4,1,0.0,55.209184,[156 118] ; [ 69 201],[113.32720588 160.67279412] ; [111.67279412 158.32720588],1
u1,1,0.0,53.066494,[ 69 206] ; [  9 263],[ 39.21389397 235.78610603] ; [ 38.78610603 233.21389397],1
a3,1,0.0,38.537447,[213  62] ; [140 129],[178.44669118  96.55330882] ; [174.55330882  94.44669118],1
r1,1,0.0,25.912714,[225  48] ; [170 100],[198.59116022  74.40883978] ; [196.40883978  73.59116022],1
r2,1,1e-06,23.94186,[259  10] ; [224  44],[241.94972067  27.05027933] ; [241.05027933  26.94972067],1
r4,1,4e-05,16.87892,[242  33] ; [202  70],[223.21755027  51.78244973] ; [220.78244973  51.21755027],1
a6,1,0.000242,13.469335,[198  77] ; [155 117],[177.46800731  97.53199269] ; [175.53199269  96.46800731],1
p4,1,0.000271,13.259044,[158 116] ; [114 157],[136.74862385 137.25137615] ; [135.25137615 135.74862385],1
p6,1,0.001003,10.822708,[103 169] ; [ 66 201],[ 85.283859 186.716141] ; [ 83.716141 183.283859],0
s8,1,0.001182,10.518358,[109 166] ; [ 72 199],[ 91.16300366 183.83699634] ; [ 89.83699634 181.16300366],0
a7,1,0.002121,9.441541,[206  69] ; [170 101],[189.37728938  85.62271062] ; [186.62271062  84.37728938],0
s2,1,0.002298,9.294693,[137 137] ; [100 170],[119.37132353 154.62867647] ; [117.62867647 152.37132353],0
p3,1,0.003145,8.721295,[123 150] ; [ 89 183],[106.19449541 166.80550459] ; [105.80550459 166.19449541],0
s5,1,0.00465,8.010855,[ 89 175] ; [ 60 205],[ 74.35916824 189.64083176] ; [ 74.64083176 190.35916824],0
