Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,159.452089,[420  45] ; [69 93],[362.65550239 102.34449761] ; [126.34449761  35.65550239],1
n6,1,0.0,86.073915,[426  37] ; [98 63],[388.80128205  74.19871795] ; [135.19871795  25.80128205],1
p10,1,0.0,30.964562,[401  60] ; [107  52],[377.72258065  83.27741935] ; [130.27741935  28.72258065],1
p4,1,0.0,28.559218,[311 151] ; [70 91],[282.53932584 179.46067416] ; [98.46067416 62.53932584],1
v1,1,0.0,25.543826,[283 173] ; [61 96],[255.89559543 200.10440457] ; [88.10440457 68.89559543],1
p9,1,2e-06,22.398229,[405  54] ; [115  44],[386.21359223  72.78640777] ; [133.78640777  25.21359223],1
s7,1,6e-06,20.516096,[254 191] ; [54 97],[229.96644295 215.03355705] ; [78.03355705 72.96644295],1
p11,1,2.8e-05,17.57258,[381  84] ; [107  55],[361.9138756 103.0861244] ; [126.0861244  35.9138756],1
s6,1,2.8e-05,17.57049,[335 121] ; [89 71],[313.87012987 142.12987013] ; [110.12987013  49.87012987],1
s8,1,2.8e-05,17.547079,[240 221] ; [ 53 108],[217.15916399 243.84083601] ; [75.84083601 85.15916399],1
s2,1,8.2e-05,15.503302,[266 192] ; [65 97],[244.51290323 213.48709677] ; [86.48709677 75.51290323],1
p8,1,0.000233,13.545048,[267 190] ; [67 94],[246.98705502 210.01294498] ; [87.01294498 73.98705502],1
v3,1,0.000304,13.045726,[204 245] ; [ 43 107],[185.14691152 263.85308848] ; [61.85308848 88.14691152],1
p6,1,0.000372,12.667617,[189 270] ; [ 40 118],[170.35818476 288.64181524] ; [58.64181524 99.35818476],1
p7,1,0.000374,12.655851,[311 139] ; [85 74],[292.61083744 157.38916256] ; [103.38916256  55.61083744],1
v4,1,0.000822,11.189927,[452  12] ; [147  14],[444.6976  19.3024] ; [154.3024   6.6976],1
p5,1,0.001129,10.603698,[ 64 397] ; [  7 153],[ 52.70692432 408.29307568] ; [ 18.29307568 141.70692432],0
a3,1,0.001344,10.280907,[369  94] ; [109  53],[354.1024 108.8976] ; [123.8976  38.1024],0
r4,1,0.001349,10.274433,[449  16] ; [146  16],[441.26794258  23.73205742] ; [153.73205742   8.26794258],0
a2,1,0.001503,10.074871,[150 315] ; [ 31 131],[134.23444976 330.76555024] ; [ 46.76555024 115.23444976],0
p2,1,0.001609,9.94919,[402  61] ; [122  38],[389.42536116  73.57463884] ; [134.57463884  25.42536116],0
p3,1,0.001711,9.836674,[251 213] ; [64 97],[233.856 230.144] ; [81.144 79.856],0
a8,1,0.00197,9.576851,[ 72 345] ; [ 10 137],[ 60.62765957 356.37234043] ; [ 21.37234043 125.62765957],0
d2,1,0.00204,9.51281,[274 190] ; [73 89],[257.20127796 206.79872204] ; [89.79872204 72.20127796],0
p12,1,0.004798,7.953862,[ 48 414] ; [  5 154],[ 39.42995169 422.57004831] ; [ 13.57004831 145.42995169],0
a5,1,0.004802,7.952438,[379  86] ; [115  47],[366.36363636  98.63636364] ; [127.63636364  34.36363636],0
u1,1,0.004875,7.92531,[119 346] ; [ 24 138],[106.05263158 358.94736842] ; [ 36.94736842 125.05263158],0
s3,1,0.006297,7.463381,[280 178] ; [78 82],[265.31391586 192.68608414] ; [92.68608414 67.31391586],0
