Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,3e-06,21.82266,[24 12] ; [ 6 35],[14.02597403 21.97402597] ; [15.97402597 25.02597403],1
d3,1,0.000171,14.130652,[30  6] ; [17 24],[21.97402597 14.02597403] ; [25.02597403 15.97402597],1
a4,1,0.005142,7.828903,[20 16] ; [10 31],[14.02597403 21.97402597] ; [15.97402597 25.02597403],0
a2,1,0.008342,6.958634,[11 25] ; [ 3 38],[ 6.54545455 29.45454545] ; [ 7.45454545 33.54545455],0
a5,1,0.015641,5.842818,[28  8] ; [21 20],[22.90909091 13.09090909] ; [26.09090909 14.90909091],0
b5,1,0.018573,5.541243,[27  9] ; [20 21],[21.97402597 14.02597403] ; [25.02597403 15.97402597],0
a3,1,0.050212,3.83435,[30  6] ; [26 15],[26.18181818  9.81818182] ; [29.81818182 11.18181818],0
s6,1,0.051312,3.79805,[24 11] ; [19 22],[19.80263158 15.19736842] ; [23.19736842 17.80263158],0
v2,1,0.056188,3.646475,[23 10] ; [19 21],[18.98630137 14.01369863] ; [23.01369863 16.98630137],0
u1,1,0.061458,3.497584,[ 5 31] ; [ 1 40],[ 2.80519481 33.19480519] ; [ 3.19480519 37.80519481],0
r2,1,0.062883,3.459663,[34  2] ; [32  8],[31.26315789  4.73684211] ; [34.73684211  5.26315789],0
r1,1,0.080933,3.046063,[30  6] ; [27 14],[26.64935065  9.35064935] ; [30.35064935 10.64935065],0
p1,1,0.11652,2.46349,[ 2 34] ; [ 7 34],[ 4.20779221 31.79220779] ; [ 4.79220779 36.20779221],0
b4,1,0.12285,2.380601,[23 13] ; [19 22],[19.63636364 16.36363636] ; [22.36363636 18.63636364],0
p6,1,0.161779,1.957515,[11 20] ; [ 8 31],[ 8.41428571 22.58571429] ; [10.58571429 28.41428571],0
a7,1,0.169963,1.883266,[24 12] ; [21 20],[21.03896104 14.96103896] ; [23.96103896 17.03896104],0
a6,1,0.182831,1.774462,[23 13] ; [20 21],[20.1038961 15.8961039] ; [22.8961039 18.1038961],0
p10,1,0.198702,1.651893,[23 10] ; [22 18],[20.34246575 12.65753425] ; [24.65753425 15.34246575],0
b3,1,0.202766,1.622336,[10 11] ; [ 7 17],[ 7.93333333 13.06666667] ; [ 9.06666667 14.93333333],0
b2,1,0.202766,1.622336,[10 11] ; [ 7 17],[ 7.93333333 13.06666667] ; [ 9.06666667 14.93333333],0
s2,1,0.278357,1.175096,[18 17] ; [16 25],[15.65789474 19.34210526] ; [18.34210526 22.65789474],0
r3,1,0.288646,1.125926,[32  4] ; [32  8],[30.31578947  5.68421053] ; [33.68421053  6.31578947],0
n4,1,0.293323,1.104305,[21 15] ; [19 22],[18.7012987 17.2987013] ; [21.2987013 19.7012987],0
v3,1,0.346714,0.885447,[13 19] ; [12 28],[11.11111111 20.88888889] ; [13.88888889 26.11111111],0
v4,1,0.347816,0.88141,[33  3] ; [33  6],[31.68  4.32] ; [34.32  4.68],0
r4,1,0.351103,0.869467,[28  8] ; [28 13],[26.18181818  9.81818182] ; [29.81818182 11.18181818],0
n5,1,0.381337,0.766387,[18 18] ; [16 24],[16.10526316 19.89473684] ; [17.89473684 22.10526316],0
s7,1,0.401144,0.704895,[12 21] ; [18 21],[13.75 19.25] ; [16.25 22.75],0
p3,1,0.439858,0.596654,[15 18] ; [15 26],[13.37837838 19.62162162] ; [16.62162162 24.37837838],0
n1,1,0.46376,0.536805,[7 6] ; [6 9],[6.03571429 6.96428571] ; [6.96428571 8.03571429],0
s8,1,0.496805,0.461754,[15 21] ; [14 27],[13.55844156 22.44155844] ; [15.44155844 25.55844156],0
n2,1,0.511612,0.430769,[9 4] ; [12  3],[9.75 3.25] ; [11.25  3.75],0
u3,1,0.516937,0.42,[4 2] ; [12  3],[4.57142857 1.42857143] ; [11.42857143  3.57142857],0
p9,1,0.532219,0.390153,[26  8] ; [28 12],[24.81081081  9.18918919] ; [29.18918919 10.81081081],0
s3,1,0.569283,0.323883,[18 16] ; [19 22],[16.77333333 17.22666667] ; [20.22666667 20.77333333],0
b1,1,0.63015,0.231858,[20 16] ; [25 16],[21.03896104 14.96103896] ; [23.96103896 17.03896104],0
p4,1,0.65566,0.198839,[15 19] ; [16 25],[14.05333333 19.94666667] ; [16.94666667 24.05333333],0
p7,1,0.698829,0.149692,[15 18] ; [20 20],[15.82191781 17.17808219] ; [19.17808219 20.82191781],0
s5,1,0.737162,0.112637,[ 9 25] ; [12 28],[ 9.64864865 24.35135135] ; [11.35135135 28.64864865],0
p5,1,0.804159,0.061488,[ 2 32] ; [ 3 38],[ 2.26666667 31.73333333] ; [ 2.73333333 38.26666667],0
n3,1,0.810595,0.057436,[9 4] ; [11  4],[9.28571429 3.71428571] ; [10.71428571  4.28571429],0
p12,1,0.842908,0.039273,[ 2 31] ; [ 2 38],[ 1.80821918 31.19178082] ; [ 2.19178082 37.80821918],0
s1,1,0.867148,0.027983,[ 2 32] ; [ 2 38],[ 1.83783784 32.16216216] ; [ 2.16216216 37.83783784],0
s4,1,0.925709,0.008695,[ 5 31] ; [ 6 35],[ 5.14285714 30.85714286] ; [ 5.85714286 35.14285714],0
p8,1,0.948177,0.004225,[13 21] ; [15 25],[12.86486486 21.13513514] ; [15.13513514 24.86486486],0
p2,1,0.972105,0.001223,[25  9] ; [30 11],[24.93333333  9.06666667] ; [30.06666667 10.93333333],0
p11,1,0.990294,0.000148,[22 14] ; [25 16],[21.97402597 14.02597403] ; [25.02597403 15.97402597],0
