Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,135.807234,[132 203] ; [291  61],[206.26637555 128.73362445] ; [216.73362445 135.26637555],1
p8,1,0.0,55.984553,[132 201] ; [238 111],[180.65982405 152.34017595] ; [189.34017595 159.65982405],1
p7,1,0.0,53.767974,[167 159] ; [272  76],[212.33531157 113.66468843] ; [226.66468843 121.33531157],1
p6,1,0.0,37.029907,[ 90 245] ; [171 174],[128.58088235 206.41911765] ; [132.41911765 212.58088235],1
s7,1,0.0,29.607521,[131 200] ; [201 130],[166. 165.] ; [166. 165.],1
p5,1,0.0,28.970999,[ 16 322] ; [ 62 287],[ 38.37554585 299.62445415] ; [ 39.62445415 309.37554585],1
s8,1,4e-06,21.292339,[128 210] ; [194 156],[158.19186047 179.80813953] ; [163.80813953 186.19186047],1
p10,1,5e-06,20.991002,[255  81] ; [312  38],[277.71428571  58.28571429] ; [289.28571429  60.71428571],1
p2,1,5e-05,16.441941,[268  72] ; [315  35],[287.27536232  52.72463768] ; [295.72463768  54.27536232],1
s5,1,5.7e-05,16.185659,[ 95 231] ; [149 188],[119.97586727 206.02413273] ; [124.02413273 212.97586727],1
n4,1,5.9e-05,16.140139,[243  96] ; [296  55],[264.81304348  74.18695652] ; [274.18695652  76.81304348],1
v1,1,6.4e-05,15.991416,[160 175] ; [215 126],[185.83579882 149.16420118] ; [189.16420118 151.83579882],1
p1,1,8.9e-05,15.359851,[ 12 326] ; [ 40 309],[ 25.58369723 312.41630277] ; [ 26.41630277 322.58369723],1
u1,1,0.000326,12.912376,[ 53 288] ; [ 94 258],[ 72.33333333 268.66666667] ; [ 74.66666667 277.33333333],1
a5,1,0.000907,11.009377,[246  95] ; [291  61],[264.23809524  76.76190476] ; [272.76190476  79.23809524],1
p9,1,0.001097,10.655778,[271  61] ; [316  34],[285.75366569  46.24633431] ; [301.24633431  48.75366569],0
s6,1,0.001209,10.475901,[214 119] ; [261  84],[233.29646018  99.70353982] ; [241.70353982 103.29646018],0
v3,1,0.002008,9.541795,[114 210] ; [158 178],[133.52727273 190.47272727] ; [138.47272727 197.52727273],0
p12,1,0.002334,9.265993,[ 17 320] ; [ 40 309],[ 28.00145773 308.99854227] ; [ 28.99854227 320.00145773],0
