Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,0.007553,7.136464,[271  50] ; [2 3],[268.81288344  52.18711656] ; [4.18711656 0.81288344],0
d5,1,0.013947,6.044819,[266  56] ; [2 3],[263.90214067  58.09785933] ; [4.09785933 0.90214067],0
p11,1,0.014812,5.938692,[267  57] ; [2 3],[264.9118541  59.0881459] ; [4.0881459 0.9118541],0
s1,1,0.018656,5.533492,[  8 309] ; [1 4],[  8.86024845 308.13975155] ; [0.13975155 4.86024845],0
p1,1,0.03316,4.537517,[ 33 288] ; [2 3],[ 34.46319018 286.53680982] ; [0.53680982 4.46319018],0
p9,1,0.084899,2.968523,[274  42] ; [3 2],[272.68535826  43.31464174] ; [4.31464174 0.68535826],0
p10,1,0.096708,2.759018,[274  44] ; [3 2],[272.7120743  45.2879257] ; [4.2879257 0.7120743],0
p2,1,0.12301,2.378568,[273  48] ; [3 2],[271.76687117  49.23312883] ; [4.23312883 0.76687117],0
p7,1,0.134237,2.242808,[221  91] ; [2 3],[219.48264984  92.51735016] ; [3.51735016 1.48264984],0
p5,1,0.172742,1.858988,[ 54 267] ; [2 3],[ 55.14110429 265.85889571] ; [0.85889571 4.14110429],0
v2,1,0.272055,1.206354,[255  64] ; [3 2],[254.01851852  64.98148148] ; [3.98148148 1.01851852],0
d1,1,0.277867,1.177495,[206 118] ; [2 3],[204.83890578 119.16109422] ; [3.16109422 1.83890578],0
p6,1,0.352631,0.863968,[124 190] ; [3 2],[125.00940439 188.99059561] ; [1.99059561 3.00940439],0
s5,1,0.354188,0.858394,[123 188] ; [3 2],[124.00632911 186.99367089] ; [1.99367089 3.00632911],0
p8,1,0.357527,0.846561,[188 127] ; [4 1],[189. 126.] ; [3. 2.],0
n3,1,0.360881,0.834824,[42 12] ; [1 1],[41.46428571 12.53571429] ; [1.53571429 0.46428571],0
b4,1,0.396353,0.719362,[199 125] ; [4 1],[199.91489362 124.08510638] ; [3.08510638 1.91489362],0
a7,1,0.506038,0.442251,[236  86] ; [3 2],[235.34556575  86.65443425] ; [3.65443425 1.34556575],0
d3,1,0.552102,0.353565,[232  90] ; [3 2],[231.40672783  90.59327217] ; [3.59327217 1.40672783],0
b2,1,0.563089,0.334384,[ 82 127] ; [1 3],[ 81.44131455 127.55868545] ; [1.55868545 2.44131455],0
b3,1,0.563089,0.334384,[ 82 127] ; [1 3],[ 81.44131455 127.55868545] ; [1.55868545 2.44131455],0
s6,1,0.57875,0.30826,[224  90] ; [3 2],[223.44200627  90.55799373] ; [3.55799373 1.44200627],0
d2,1,0.588726,0.292338,[168 154] ; [2 3],[167.40061162 154.59938838] ; [2.59938838 2.40061162],0
p12,1,0.636845,0.222893,[ 41 278] ; [1 4],[ 41.35185185 277.64814815] ; [0.64814815 4.35185185],0
s4,1,0.672807,0.178337,[ 43 276] ; [1 4],[ 43.32098765 275.67901235] ; [0.67901235 4.32098765],0
a6,1,0.683714,0.165975,[220 101] ; [3 2],[219.5797546 101.4202454] ; [3.4202454 1.5797546],0
s3,1,0.694983,0.153743,[188 127] ; [2 2],[187.61755486 127.38244514] ; [2.38244514 1.61755486],0
v1,1,0.695414,0.153287,[219 102] ; [3 2],[218.59509202 102.40490798] ; [3.40490798 1.59509202],0
a4,1,0.759152,0.094,[151 171] ; [2 3],[150.66055046 171.33944954] ; [2.33944954 2.66055046],0
a2,1,0.763868,0.090243,[ 84 240] ; [1 4],[ 83.70820669 240.29179331] ; [1.29179331 3.70820669],0
s8,1,0.786591,0.0733,[172 147] ; [3 2],[172.29938272 146.70061728] ; [2.70061728 2.29938272],0
p4,1,0.793229,0.068707,[208 109] ; [3 2],[207.72360248 109.27639752] ; [3.27639752 1.72360248],0
s2,1,0.855905,0.032975,[179 141] ; [3 2],[179.2 140.8] ; [2.8 2.2],0
p3,1,0.943913,0.004949,[187 133] ; [3 2],[187.07692308 132.92307692] ; [2.92307692 2.07692308],0
s7,1,0.95494,0.003193,[178 125] ; [3 2],[178.06168831 124.93831169] ; [2.93831169 2.06168831],0
u1,1,0.957068,0.002898,[ 68 256] ; [1 4],[ 67.95136778 256.04863222] ; [1.04863222 3.95136778],0
b5,1,0.962243,0.002241,[191 133] ; [3 2],[191.05167173 132.94832827] ; [2.94832827 2.05167173],0
