Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000472,12.224339,[ 2 26] ; [3 1],[ 4.375 23.625] ; [0.625 3.375],1
p4,1,0.013555,6.095238,[ 5 23] ; [3 1],[ 7. 21.] ; [1. 3.],0
p3,1,0.015335,5.877551,[ 2 26] ; [2 2],[ 3.5 24.5] ; [0.5 3.5],0
r1,1,0.043581,4.072727,[ 7 21] ; [3 1],[ 8.75 19.25] ; [1.25 2.75],0
p11,1,0.067431,3.344465,[ 8 20] ; [3 1],[ 9.625 18.375] ; [1.375 2.625],0
p6,1,0.096455,2.76321,[ 4 23] ; [2 2],[ 5.22580645 21.77419355] ; [0.77419355 3.22580645],0
p12,1,0.09769,2.742857,[ 1 27] ; [1 3],[ 1.75 26.25] ; [0.25 3.75],0
a5,1,0.134529,2.239445,[10 18] ; [3 1],[11.375 16.625] ; [1.625 2.375],0
s2,1,0.145775,2.115918,[ 5 23] ; [2 2],[ 6.125 21.875] ; [0.875 3.125],0
s7,1,0.159909,1.975088,[ 5 22] ; [2 2],[ 6.09677419 20.90322581] ; [0.90322581 3.09677419],0
s3,1,0.192969,1.694805,[ 5 20] ; [2 2],[ 6.03448276 18.96551724] ; [0.96551724 3.03448276],0
s6,1,0.217044,1.52381,[ 6 22] ; [2 2],[ 7. 21.] ; [1. 3.],0
p2,1,0.228191,1.452101,[12 16] ; [3 1],[13.125 14.875] ; [1.875 2.125],0
a3,1,0.282745,1.153846,[12 14] ; [3 1],[13. 13.] ; [2. 2.],0
v2,1,0.282745,1.153846,[ 3 24] ; [1 2],[ 3.6 23.4] ; [0.4 2.6],0
p8,1,0.322203,0.979985,[ 7 20] ; [2 2],[ 7.83870968 19.16129032] ; [1.16129032 2.83870968],0
n2,1,0.363722,0.825,[9 9] ; [3 1],[9.81818182 8.18181818] ; [2.18181818 1.81818182],0
n1,1,0.363722,0.825,[9 9] ; [3 1],[9.81818182 8.18181818] ; [2.18181818 1.81818182],0
p7,1,0.387094,0.748052,[ 8 20] ; [2 2],[ 8.75 19.25] ; [1.25 2.75],0
b4,1,0.41902,0.653061,[15 13] ; [3 1],[15.75 12.25] ; [2.25 1.75],0
b2,1,0.427205,0.630409,[ 8 11] ; [2 1],[ 8.63636364 10.36363636] ; [1.36363636 1.63636364],0
b3,1,0.427205,0.630409,[ 8 11] ; [2 1],[ 8.63636364 10.36363636] ; [1.36363636 1.63636364],0
n3,1,0.475533,0.509091,[10  8] ; [1 2],[9.42857143 8.57142857] ; [1.57142857 1.42857143],0
d2,1,0.481819,0.494743,[ 9 19] ; [2 2],[ 9.625 18.375] ; [1.375 2.625],0
b5,1,0.496367,0.462695,[12 16] ; [1 3],[11.375 16.625] ; [1.625 2.375],0
p10,1,0.515579,0.422727,[ 9 18] ; [2 2],[ 9.58064516 17.41935484] ; [1.41935484 2.58064516],0
p9,1,0.661003,0.192308,[10 16] ; [2 2],[10.4 15.6] ; [1.6 2.4],0
a7,1,0.773117,0.083117,[ 9 19] ; [1 3],[ 8.75 19.25] ; [1.25 2.75],0
a6,1,0.787642,0.072562,[12 16] ; [2 2],[12.25 15.75] ; [1.75 2.25],0
d3,1,0.871602,0.026122,[ 6 22] ; [1 3],[ 6.125 21.875] ; [0.875 3.125],0
v1,1,0.881863,0.022084,[ 8 20] ; [1 3],[ 7.875 20.125] ; [1.125 2.875],0
a4,1,0.901312,0.015377,[ 6 21] ; [1 3],[ 6.09677419 20.90322581] ; [0.90322581 3.09677419],0
d5,1,1.0,0.0,[ 7 21] ; [1 3],[ 7. 21.] ; [1. 3.],0
b1,1,1.0,0.0,[14 14] ; [2 2],[14. 14.] ; [2. 2.],0
