Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,9e-06,19.741724,[1 3] ; [52  3],[3.59322034 0.40677966] ; [49.40677966  5.59322034],1
d4,1,0.015803,5.824671,[2 2] ; [49  5],[3.51724138 0.48275862] ; [47.48275862  6.51724138],0
a5,1,0.025681,4.977345,[1 3] ; [42 13],[2.91525424 1.08474576] ; [40.08474576 14.91525424],0
p11,1,0.045305,4.007232,[2 2] ; [48  7],[3.38983051 0.61016949] ; [46.61016949  8.38983051],0
p4,1,0.138648,2.192901,[3 1] ; [51  3],[3.72413793 0.27586207] ; [50.27586207  3.72413793],0
p2,1,0.219024,1.510758,[3 1] ; [51  4],[3.66101695 0.33898305] ; [50.33898305  4.66101695],0
a4,1,0.253233,1.305378,[3 1] ; [25 30],[1.89830508 2.10169492] ; [26.10169492 28.89830508],0
a7,1,0.28636,1.136654,[2 2] ; [41 14],[2.91525424 1.08474576] ; [40.08474576 14.91525424],0
s1,1,0.309434,1.03309,[1 3] ; [ 5 50],[0.40677966 3.59322034] ; [ 5.59322034 49.40677966],0
d1,1,0.332532,0.939012,[2 2] ; [40 15],[2.84745763 1.15254237] ; [39.15254237 15.84745763],0
b2,1,0.36757,0.811862,[1 3] ; [18 19],[1.85365854 2.14634146] ; [17.14634146 19.85365854],0
b3,1,0.36757,0.811862,[1 3] ; [18 19],[1.85365854 2.14634146] ; [17.14634146 19.85365854],0
p8,1,0.488795,0.479178,[3 1] ; [48  7],[3.45762712 0.54237288] ; [47.54237288  7.45762712],0
p7,1,0.526817,0.400527,[2 1] ; [44 10],[2.42105263 0.57894737] ; [43.57894737 10.42105263],0
v3,1,0.534622,0.385599,[3 1] ; [32 22],[2.4137931 1.5862069] ; [32.5862069 21.4137931],0
a8,1,0.642105,0.216,[1 3] ; [ 8 42],[0.66666667 3.33333333] ; [ 8.33333333 41.66666667],0
a1,1,0.656682,0.197579,[1 3] ; [ 9 46],[0.6779661 3.3220339] ; [ 9.3220339 45.6779661],0
u1,1,0.735321,0.114282,[1 3] ; [10 45],[0.74576271 3.25423729] ; [10.25423729 44.74576271],0
a3,1,0.735321,0.114282,[3 1] ; [45 10],[3.25423729 0.74576271] ; [44.74576271 10.25423729],0
p1,1,0.749467,0.10198,[1 3] ; [18 37],[1.28813559 2.71186441] ; [17.71186441 37.28813559],0
d5,1,0.749682,0.101798,[3 1] ; [44 10],[3.24137931 0.75862069] ; [43.75862069 10.24137931],0
a6,1,0.772845,0.083322,[2 2] ; [31 23],[2.27586207 1.72413793] ; [30.72413793 23.27586207],0
b1,1,0.804511,0.061263,[2 2] ; [24 31],[1.76271186 2.23728814] ; [24.23728814 30.76271186],0
p6,1,0.819093,0.052309,[2 1] ; [40 15],[2.17241379 0.82758621] ; [39.82758621 15.17241379],0
v1,1,0.825439,0.048645,[3 1] ; [43 11],[3.17241379 0.82758621] ; [42.82758621 11.17241379],0
p3,1,0.825439,0.048645,[3 1] ; [43 11],[3.17241379 0.82758621] ; [42.82758621 11.17241379],0
d2,1,0.829316,0.046474,[2 2] ; [30 24],[2.20689655 1.79310345] ; [29.79310345 24.20689655],0
b5,1,0.860152,0.03104,[2 2] ; [25 30],[1.83050847 2.16949153] ; [25.16949153 29.83050847],0
s5,1,0.872875,0.025602,[3 1] ; [40 11],[3.12727273 0.87272727] ; [39.87272727 11.12727273],0
v2,1,0.886062,0.020532,[2 2] ; [29 25],[2.13793103 1.86206897] ; [28.86206897 25.13793103],0
s8,1,0.96745,0.001665,[3 1] ; [40 14],[2.96551724 1.03448276] ; [40.03448276 13.96551724],0
d3,1,0.96745,0.001665,[3 1] ; [40 14],[2.96551724 1.03448276] ; [40.03448276 13.96551724],0
