Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,118.936185,[25 88] ; [198  43],[71.18361582 41.81638418] ; [151.81638418  89.18361582],1
s7,1,0.0,36.403214,[34 76] ; [153  80],[59.97084548 50.02915452] ; [127.02915452 105.97084548],1
s8,1,5e-06,21.007541,[37 77] ; [141 100],[57.16056338 56.83943662] ; [120.83943662 120.16056338],1
r2,1,0.012357,6.258858,[101  12] ; [227   9],[106.20057307   6.79942693] ; [221.79942693  14.20057307],0
s4,1,0.022196,5.230353,[20 91] ; [ 70 167],[28.70689655 82.29310345] ; [ 61.29310345 175.70689655],0
a3,1,0.032951,4.5483,[70 44] ; [175  66],[78.67605634 35.32394366] ; [166.32394366  74.67605634],0
d2,1,0.05842,3.581674,[45 69] ; [121 120],[53.30704225 60.69295775] ; [112.69295775 128.30704225],0
v4,1,0.06204,3.481981,[105   9] ; [231   8],[108.50991501   5.49008499] ; [227.49008499  11.50991501],0
r1,1,0.088247,2.906071,[85 29] ; [196  42],[91.00568182 22.99431818] ; [189.99431818  48.00568182],0
a5,1,0.099916,2.706882,[89 25] ; [168  73],[82.52957746 31.47042254] ; [174.47042254  66.52957746],0
d4,1,0.107198,2.595054,[88 26] ; [203  38],[93.44788732 20.55211268] ; [197.55211268  43.44788732],0
v1,1,0.118634,2.435263,[61 53] ; [103 128],[54.19130435 59.80869565] ; [109.80869565 121.19130435],0
s1,1,0.177802,1.815898,[  2 112] ; [ 11 225],[  4.23428571 109.76571429] ; [  8.76571429 227.23428571],0
p4,1,0.195068,1.678918,[77 37] ; [145  95],[71.49152542 42.50847458] ; [150.50847458  89.49152542],0
n4,1,0.197468,1.661001,[80 34] ; [183  56],[84.93484419 29.06515581] ; [178.06515581  60.93484419],0
r3,1,0.227075,1.459091,[107   7] ; [230   8],[109.14204545   4.85795455] ; [227.85795455  10.14204545],0
b1,1,0.248852,1.329736,[40 74] ; [100 141],[44.95774648 69.04225352] ; [ 95.04225352 145.95774648],0
a8,1,0.251327,1.315911,[12 92] ; [ 37 189],[15.44242424 88.55757576] ; [ 33.55757576 192.44242424],0
v2,1,0.285323,1.141561,[54 60] ; [ 95 135],[49.37790698 64.62209302] ; [ 99.62209302 130.37790698],0
p2,1,0.295718,1.093407,[94 20] ; [208  32],[97.25423729 16.74576271] ; [204.74576271  35.25423729],0
p1,1,0.296324,1.090666,[  6 108] ; [ 20 219],[  8.39660057 105.60339943] ; [ 17.60339943 221.39660057],0
d5,1,0.307134,1.042962,[96 18] ; [192  49],[92.48450704 21.51549296] ; [195.51549296  45.48450704],0
a2,1,0.315401,1.007921,[22 92] ; [ 58 183],[25.69014085 88.30985915] ; [ 54.30985915 186.69014085],0
d1,1,0.329643,0.950301,[59 55] ; [138 103],[63.26197183 50.73802817] ; [133.73802817 107.26197183],0
r4,1,0.368094,0.810089,[99 15] ; [217  24],[101.47605634  12.52394366] ; [214.52394366  26.47605634],0
u3,1,0.398515,0.712802,[25 18] ; [43 22],[27.07407407 15.92592593] ; [40.92592593 24.07407407],0
p6,1,0.401946,0.702498,[42 72] ; [ 98 138],[45.6 68.4] ; [ 94.4 141.6],0
b4,1,0.419673,0.651232,[62 52] ; [142  99],[65.50985915 48.49014085] ; [138.49014085 102.50985915],0
p8,1,0.41973,0.651071,[62 52] ; [118 119],[58.46153846 55.53846154] ; [121.53846154 115.46153846],0
s5,1,0.423254,0.641263,[44 69] ; [100 130],[47.44023324 65.55976676] ; [ 96.55976676 133.44023324],0
p10,1,0.428644,0.626496,[90 23] ; [197  40],[92.66 20.34] ; [194.34  42.66],0
u2,1,0.464477,0.535086,[23 21] ; [38 26],[24.85185185 19.14814815] ; [36.14814815 27.85185185],0
n1,1,0.501791,0.451147,[11 20] ; [24 32],[12.47126437 18.52873563] ; [22.52873563 33.47126437],0
p12,1,0.516193,0.421493,[  6 108] ; [ 17 223],[  7.40677966 106.59322034] ; [ 15.59322034 224.40677966],0
a7,1,0.522107,0.409728,[81 33] ; [179  62],[83.49295775 30.50704225] ; [176.50704225  64.49295775],0
n3,1,0.523921,0.406167,[20 10] ; [41 15],[21.27906977  8.72093023] ; [39.72093023 16.27906977],0
p9,1,0.545316,0.365776,[96 18] ; [207  32],[97.85269122 16.14730878] ; [205.14730878  33.85269122],0
n5,1,0.546354,0.363889,[80 32] ; [178  61],[82.32478632 29.67521368] ; [175.67521368  63.32478632],0
u4,1,0.559076,0.341307,[  1 113] ; [  4 237],[  1.6056338 112.3943662] ; [  3.3943662 237.6056338],0
n2,1,0.64209,0.216019,[23  8] ; [44 12],[23.87356322  7.12643678] ; [43.12643678 12.87356322],0
a6,1,0.662681,0.190283,[73 41] ; [160  81],[74.82253521 39.17746479] ; [158.17746479  82.82253521],0
d3,1,0.703866,0.144481,[78 36] ; [160  81],[76.42816901 37.57183099] ; [161.57183099  79.42816901],0
a4,1,0.708239,0.140042,[47 67] ; [104 136],[48.62711864 65.37288136] ; [102.37288136 137.62711864],0
u1,1,0.714181,0.134136,[19 95] ; [ 44 197],[20.23098592 93.76901408] ; [ 42.76901408 198.23098592],0
p11,1,0.719328,0.129137,[89 25] ; [184  57],[87.66760563 26.33239437] ; [185.33239437  55.66760563],0
p7,1,0.763256,0.090726,[72 41] ; [151  80],[73.25290698 39.74709302] ; [149.74709302  81.25290698],0
a1,1,0.768386,0.086722,[  5 109] ; [  9 232],[  4.49577465 109.50422535] ; [  9.50422535 231.49577465],0
b3,1,0.878276,0.023456,[24 44] ; [51 98],[23.50230415 44.49769585] ; [51.49769585 97.50230415],0
b2,1,0.878276,0.023456,[24 44] ; [51 98],[23.50230415 44.49769585] ; [51.49769585 97.50230415],0
n6,1,0.909098,0.013036,[95 19] ; [198  41],[94.62322946 19.37677054] ; [198.37677054  40.62322946],0
p5,1,0.91769,0.01068,[ 11 103] ; [ 24 216],[ 11.27118644 102.72881356] ; [ 23.72881356 216.27118644],0
p3,1,0.92595,0.008638,[55 59] ; [115 126],[54.5915493 59.4084507] ; [115.4084507 125.5915493],0
b5,1,0.994203,5.3e-05,[71 43] ; [150  91],[70.96901408 43.03098592] ; [150.03098592  90.96901408],0
