Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,23.643556,[177  87] ; [18 38],[160.875 103.125] ; [34.125 21.875],1
p10,1,2e-06,22.355245,[228  37] ; [33 23],[215.46728972  49.53271028] ; [45.53271028 10.46728972],1
d5,1,4e-06,21.058466,[222  45] ; [31 25],[209.13622291  57.86377709] ; [43.86377709 12.13622291],1
p9,1,2e-05,18.173479,[237  28] ; [37 18],[226.90625  38.09375] ; [47.09375  7.90625],1
v4,1,2.8e-05,17.546599,[258   9] ; [46 10],[251.29411765  15.70588235] ; [52.70588235  3.29411765],1
p4,1,0.000334,12.870091,[165 102] ; [20 36],[152.92569659 114.07430341] ; [32.07430341 23.92569659],1
p8,1,0.000371,12.674212,[156 104] ; [19 37],[143.98734177 116.01265823] ; [31.01265823 24.98734177],1
r1,1,0.001467,10.119878,[211  56] ; [33 23],[201.69659443  65.30340557] ; [42.30340557 13.69659443],0
a7,1,0.003399,8.579605,[199  67] ; [31 25],[190.  76.] ; [40. 16.],0
s1,1,0.0115,6.38639,[  2 263] ; [ 3 53],[  4.12772586 260.87227414] ; [ 0.87227414 55.12772586],0
v1,1,0.012423,6.24951,[147 117] ; [20 34],[138.64150943 125.35849057] ; [28.35849057 25.64150943],0
r4,1,0.013558,6.094774,[241  26] ; [44 12],[235.58823529  31.41176471] ; [49.41176471  6.58823529],0
d3,1,0.019208,5.482521,[182  85] ; [29 27],[174.41795666  92.58204334] ; [36.58204334 19.41795666],0
a3,1,0.022418,5.213038,[181  86] ; [29 27],[173.59133127  93.40866873] ; [36.40866873 19.59133127],0
u4,1,0.023361,5.141476,[  1 266] ; [ 2 54],[  2.47987616 264.52012384] ; [ 0.52012384 55.47987616],0
a5,1,0.03068,4.670766,[200  67] ; [34 22],[193.43034056  73.56965944] ; [40.56965944 15.43034056],0
p6,1,0.038954,4.262876,[ 94 169] ; [12 44],[ 87.39184953 175.60815047] ; [18.60815047 37.39184953],0
p3,1,0.076719,3.133064,[130 137] ; [20 36],[123.99380805 143.00619195] ; [26.00619195 29.99380805],0
v2,1,0.091725,2.843842,[153 107] ; [24 28],[147.5 112.5] ; [29.5 22.5],0
a1,1,0.135786,2.225077,[  8 259] ; [ 4 52],[  9.91950464 257.08049536] ; [ 2.08049536 53.91950464],0
d1,1,0.141104,2.165881,[148 119] ; [25 31],[143.00619195 123.99380805] ; [29.99380805 26.00619195],0
b1,1,0.164748,1.930097,[ 84 183] ; [23 33],[ 88.44891641 178.55108359] ; [18.55108359 37.44891641],0
n2,1,0.166729,1.912115,[40 19] ; [16  3],[42.35897436 16.64102564] ; [13.64102564  5.35897436],0
d4,1,0.172627,1.859983,[212  54] ; [40 16],[208.17391304  57.82608696] ; [43.82608696 12.17391304],0
a6,1,0.179882,1.798597,[191  76] ; [35 21],[186.81733746  80.18266254] ; [39.18266254 16.81733746],0
b5,1,0.181189,1.787848,[164 103] ; [29 27],[159.53869969 107.46130031] ; [33.46130031 22.53869969],0
r2,1,0.260823,1.264384,[239  25] ; [47  8],[236.68965517  27.31034483] ; [49.31034483  5.68965517],0
a2,1,0.266448,1.234941,[ 50 217] ; [ 7 49],[ 47.11764706 219.88235294] ; [ 9.88235294 46.11764706],0
n5,1,0.307894,1.03969,[193  72] ; [37 19],[189.87538941  75.12461059] ; [40.12461059 15.87538941],0
s4,1,0.3302,0.948115,[ 23 241] ; [ 7 47],[ 24.90566038 239.09433962] ; [ 5.09433962 48.90566038],0
s7,1,0.371961,0.797103,[ 71 181] ; [12 42],[ 68.35294118 183.64705882] ; [14.64705882 39.35294118],0
a8,1,0.375832,0.784291,[ 33 203] ; [ 5 48],[ 31.03114187 204.96885813] ; [ 6.96885813 46.03114187],0
r3,1,0.413998,0.66729,[253  12] ; [52  4],[251.79127726  13.20872274] ; [53.20872274  2.79127726],0
n4,1,0.414288,0.666462,[200  67] ; [39 17],[197.56346749  69.43653251] ; [41.43653251 14.56346749],0
u3,1,0.431778,0.618036,[43 42] ; [16 11],[44.77678571 40.22321429] ; [14.22321429 12.77678571],0
a4,1,0.43438,0.611083,[110 156] ; [20 36],[107.39130435 158.60869565] ; [22.60869565 33.39130435],0
s8,1,0.470595,0.52058,[ 69 196] ; [12 44],[ 66.86915888 198.13084112] ; [14.13084112 41.86915888],0
p12,1,0.496997,0.461344,[ 13 252] ; [ 4 52],[ 14.03426791 250.96573209] ; [ 2.96573209 53.03426791],0
p5,1,0.513785,0.426352,[ 32 235] ; [ 5 51],[ 30.58513932 236.41486068] ; [ 6.41486068 49.58513932],0
n6,1,0.574778,0.314753,[231  36] ; [46  9],[229.6863354  37.3136646] ; [47.3136646  7.6863354],0
s6,1,0.632406,0.228812,[114 148] ; [22 33],[112.40378549 149.59621451] ; [23.59621451 31.40378549],0
u1,1,0.681695,0.168224,[ 39 228] ; [ 7 49],[ 38.0247678 228.9752322] ; [ 7.9752322 48.0247678],0
b4,1,0.744228,0.106446,[151 116] ; [33 23],[152.09907121 114.90092879] ; [31.90092879 24.09907121],0
b2,1,0.798727,0.065023,[ 60 102] ; [13 20],[ 60.64615385 101.35384615] ; [12.35384615 20.64615385],0
b3,1,0.798727,0.065023,[ 60 102] ; [13 20],[ 60.64615385 101.35384615] ; [12.35384615 20.64615385],0
s2,1,0.807746,0.059212,[ 32 233] ; [ 6 49],[ 31.46875 233.53125] ; [ 6.53125 48.46875],0
s5,1,0.834641,0.043578,[ 58 205] ; [11 42],[ 57.42721519 205.57278481] ; [11.57278481 41.42721519],0
n1,1,0.896234,0.01701,[18 42] ; [ 6 13],[18.2278481 41.7721519] ; [ 5.7721519 13.2278481],0
v3,1,0.920752,0.009898,[ 88 172] ; [19 36],[ 88.31746032 171.68253968] ; [18.68253968 36.31746032],0
u2,1,0.942422,0.005217,[47 39] ; [14 12],[46.83928571 39.16071429] ; [14.16071429 11.83928571],0
n3,1,0.945293,0.004708,[43 16] ; [14  5],[43.11538462 15.88461538] ; [13.88461538  5.11538462],0
d2,1,0.956181,0.003019,[115 151] ; [24 31],[115.18380062 150.81619938] ; [23.81619938 31.18380062],0
p1,1,0.982185,0.000499,[ 24 242] ; [ 5 51],[ 23.95652174 242.04347826] ; [ 5.04347826 50.95652174],0
