Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s1,1,0.002879,8.882635,[ 18 639] ; [2 9],[ 19.67065868 637.32934132] ; [ 0.32934132 10.67065868],0
s5,1,0.016349,5.764922,[238 400] ; [8 3],[241.83050847 396.16949153] ; [4.16949153 6.83050847],0
p1,1,0.033926,4.49845,[ 58 604] ; [3 8],[ 60.00297177 601.99702823] ; [ 0.99702823 10.00297177],0
p11,1,0.037813,4.313398,[571  94] ; [7 4],[568.59467456  96.40532544] ; [9.40532544 1.59467456],0
p8,1,0.099747,2.709592,[375 282] ; [9 2],[377.67664671 279.32335329] ; [6.32335329 4.67664671],0
p7,1,0.099973,2.70597,[446 203] ; [5 6],[443.48333333 205.51666667] ; [7.51666667 3.48333333],0
b4,1,0.102479,2.666531,[381 284] ; [9 2],[383.65384615 281.34615385] ; [6.34615385 4.65384615],0
s6,1,0.154694,2.025338,[465 186] ; [10  1],[467.10725076 183.89274924] ; [7.89274924 3.10725076],0
p2,1,0.171171,1.872655,[576  87] ; [8 3],[574.46884273  88.53115727] ; [9.53115727 1.46884273],0
n3,1,0.182447,1.777579,[94 26] ; [2 2],[92.90322581 27.09677419] ; [3.09677419 0.90322581],0
a4,1,0.221406,1.495238,[304 360] ; [3 8],[301.99703704 362.00296296] ; [5.00296296 5.99703704],0
d3,1,0.223032,1.484758,[473 190] ; [6 5],[471.18249258 191.81750742] ; [7.81750742 3.18249258],0
s2,1,0.225728,1.467582,[359 301] ; [8 3],[360.98360656 299.01639344] ; [6.01639344 4.98360656],0
a2,1,0.226069,1.465421,[166 499] ; [ 1 10],[164.28254438 500.71745562] ; [2.71745562 8.28254438],0
r1,1,0.242038,1.368685,[566  97] ; [8 3],[564.63204748  98.36795252] ; [9.36795252 1.63204748],0
b3,1,0.28864,1.125955,[156 237] ; [2 7],[154.46268657 238.53731343] ; [3.53731343 5.46268657],0
b2,1,0.28864,1.125955,[156 237] ; [2 7],[154.46268657 238.53731343] ; [3.53731343 5.46268657],0
n5,1,0.329775,0.949779,[522 140] ; [10  1],[523.30460624 138.69539376] ; [8.69539376 2.30460624],0
d5,1,0.339841,0.911031,[553 109] ; [8 3],[551.83060921 110.16939079] ; [9.16939079 1.83060921],0
p12,1,0.345201,0.891019,[ 64 599] ; [2 9],[ 64.92284866 598.07715134] ; [1.07715134 9.92284866],0
n4,1,0.368038,0.810278,[532 133] ; [10  1],[533.18047337 131.81952663] ; [8.81952663 2.18047337],0
a7,1,0.38376,0.758624,[498 165] ; [7 4],[496.75816024 166.24183976] ; [8.24183976 2.75816024],0
b5,1,0.387087,0.748074,[398 267] ; [8 3],[399.39349112 265.60650888] ; [6.60650888 4.39349112],0
u1,1,0.412276,0.672227,[125 540] ; [ 1 10],[123.94970414 541.05029586] ; [2.05029586 8.94970414],0
v1,1,0.413698,0.668148,[373 273] ; [5 6],[371.67123288 274.32876712] ; [6.32876712 4.67123288],0
v3,1,0.416223,0.660956,[274 366] ; [3 7],[272.73846154 367.26153846] ; [4.26153846 5.73846154],0
a1,1,0.471405,0.518681,[ 30 635] ; [ 1 10],[ 30.49556213 634.50443787] ; [ 0.50443787 10.49556213],0
b1,1,0.493692,0.468469,[236 429] ; [5 6],[237.07840237 427.92159763] ; [3.92159763 7.07840237],0
v2,1,0.515331,0.423228,[382 253] ; [5 5],[381. 254.] ; [6. 4.],0
a3,1,0.519375,0.415134,[485 178] ; [9 2],[485.93768546 177.06231454] ; [8.06231454 2.93768546],0
p3,1,0.524538,0.404961,[358 305] ; [7 4],[359.04302671 303.95697329] ; [5.95697329 5.04302671],0
p5,1,0.59145,0.288086,[ 84 576] ; [2 9],[ 84.59016393 575.40983607] ; [1.40983607 9.59016393],0
n1,1,0.596416,0.280435,[44 75] ; [2 2],[44.50406504 74.49593496] ; [1.49593496 2.50406504],0
a6,1,0.60799,0.263112,[469 194] ; [7 4],[468.23145401 194.76854599] ; [7.76854599 3.23145401],0
p6,1,0.677117,0.173389,[258 399] ; [5 6],[258.66916168 398.33083832] ; [4.33083832 6.66916168],0
d2,1,0.697571,0.151011,[322 340] ; [6 5],[322.63893016 339.36106984] ; [5.36106984 5.63893016],0
s8,1,0.70496,0.143363,[323 339] ; [6 5],[323.62258544 338.37741456] ; [5.37741456 5.62258544],0
a5,1,0.739127,0.110895,[512 153] ; [8 3],[511.53846154 153.46153846] ; [8.46153846 2.53846154],0
u3,1,0.758728,0.094342,[108  70] ; [1 1],[107.78888889  70.21111111] ; [1.21111111 0.78888889],0
n6,1,0.804967,0.060971,[586  76] ; [10  1],[586.25854383  75.74145617] ; [9.74145617 1.25854383],0
d4,1,0.844037,0.038704,[557 106] ; [9 2],[556.76261128 106.23738872] ; [9.23738872 1.76261128],0
s7,1,0.886296,0.020447,[333 304] ; [5 5],[332.77588872 304.22411128] ; [5.22411128 4.77588872],0
d1,1,0.901281,0.015387,[411 254] ; [7 4],[411.19822485 253.80177515] ; [6.80177515 4.19822485],0
s3,1,0.92758,0.008261,[386 273] ; [6 4],[386.14050822 272.85949178] ; [5.85949178 4.14050822],0
n2,1,0.938252,0.006001,[92 28] ; [3 1],[91.93548387 28.06451613] ; [3.06451613 0.93548387],0
s4,1,0.940674,0.005539,[114 544] ; [2 9],[114.09267564 543.90732436] ; [1.90732436 9.09267564],0
p4,1,0.977471,0.000797,[424 238] ; [7 4],[423.95542348 238.04457652] ; [7.04457652 3.95542348],0
