Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.002926,8.853179,[86  9] ; [3 3],[83.71287129 11.28712871] ; [5.28712871 0.71287129],0
r3,1,0.005443,7.72617,[84 10] ; [3 3],[81.78 12.22] ; [5.22 0.78],0
n5,1,0.005845,7.597338,[66 27] ; [1 5],[62.93939394 30.06060606] ; [4.06060606 1.93939394],0
d5,1,0.006025,7.542834,[77 18] ; [2 4],[74.30693069 20.69306931] ; [4.69306931 1.30693069],0
n4,1,0.00735,7.185484,[65 28] ; [1 5],[62. 31.] ; [4. 2.],0
a1,1,0.008649,6.89383,[ 5 90] ; [2 4],[ 6.58415842 88.41584158] ; [0.41584158 5.58415842],0
r1,1,0.009343,6.756145,[74 19] ; [2 4],[71.39393939 21.60606061] ; [4.60606061 1.39393939],0
n6,1,0.013904,6.050255,[67 26] ; [1 4],[64.53061224 28.46938776] ; [3.46938776 1.53061224],0
n2,1,0.019177,5.485333,[24  6] ; [1 3],[22.05882353  7.94117647] ; [2.94117647 1.05882353],0
n3,1,0.019177,5.485333,[24  6] ; [1 3],[22.05882353  7.94117647] ; [2.94117647 1.05882353],0
s1,1,0.020125,5.401047,[ 6 86] ; [2 4],[ 7.51020408 84.48979592] ; [0.48979592 5.51020408],0
s6,1,0.025706,4.97572,[67 22] ; [2 4],[64.64210526 24.35789474] ; [4.35789474 1.64210526],0
a7,1,0.034109,4.489228,[70 25] ; [2 4],[67.72277228 27.27722772] ; [4.27722772 1.72277228],0
v2,1,0.036446,4.376122,[56 37] ; [1 5],[53.54545455 39.45454545] ; [3.45454545 2.54545455],0
b4,1,0.06242,3.471879,[53 42] ; [1 5],[50.79207921 44.20792079] ; [3.20792079 2.79207921],0
d1,1,0.070137,3.279811,[52 43] ; [1 5],[49.85148515 45.14851485] ; [3.14851485 2.85148515],0
b5,1,0.077747,3.111378,[65 30] ; [2 4],[63.01980198 31.98019802] ; [3.98019802 2.01980198],0
d2,1,0.097147,2.751772,[49 46] ; [1 5],[47.02970297 47.97029703] ; [2.97029703 3.02970297],0
p2,1,0.14999,2.072354,[71 22] ; [3 3],[69.51515152 23.48484848] ; [4.48484848 1.51515152],0
s8,1,0.172316,1.862682,[42 51] ; [1 5],[40.39393939 52.60606061] ; [2.60606061 3.39393939],0
p3,1,0.232541,1.425254,[44 49] ; [1 4],[42.70408163 50.29591837] ; [2.29591837 2.70408163],0
s5,1,0.251754,1.313546,[35 52] ; [1 5],[33.67741935 53.32258065] ; [2.32258065 3.67741935],0
s7,1,0.285137,1.142444,[48 38] ; [2 4],[46.73913043 39.26086957] ; [3.26086957 2.73913043],0
d3,1,0.290396,1.117786,[67 28] ; [3 3],[65.84158416 29.15841584] ; [4.15841584 1.84158416],0
s3,1,0.294811,1.097521,[52 42] ; [2 4],[50.76 43.24] ; [3.24 2.76],0
p9,1,0.296692,1.089003,[64 27] ; [3 3],[62.8556701 28.1443299] ; [4.1443299 1.8556701],0
p8,1,0.300753,1.070853,[35 58] ; [1 5],[33.81818182 59.18181818] ; [2.18181818 3.81818182],0
a5,1,0.350798,0.870567,[65 30] ; [3 3],[63.96039604 31.03960396] ; [4.03960396 1.96039604],0
a3,1,0.371576,0.798387,[61 32] ; [5 1],[62. 31.] ; [4. 2.],0
b2,1,0.379981,0.770763,[13 32] ; [2 2],[13.7755102 31.2244898] ; [1.2244898 2.7755102],0
b3,1,0.379981,0.770763,[13 32] ; [2 2],[13.7755102 31.2244898] ; [1.2244898 2.7755102],0
b1,1,0.503848,0.446822,[50 45] ; [4 2],[50.79207921 44.20792079] ; [3.20792079 2.79207921],0
a6,1,0.628556,0.234024,[57 38] ; [3 3],[56.43564356 38.56435644] ; [3.56435644 2.43564356],0
p1,1,0.647269,0.209361,[10 84] ; [1 5],[10.34 83.66] ; [0.66 5.34],0
v3,1,0.700309,0.148151,[38 54] ; [2 4],[37.55102041 54.44897959] ; [2.44897959 3.55102041],0
s2,1,0.720926,0.127607,[54 40] ; [3 3],[53.58 40.42] ; [3.42 2.58],0
p10,1,0.762151,0.091601,[55 36] ; [4 2],[55.35051546 35.64948454] ; [3.64948454 2.35051546],0
p7,1,0.937627,0.006123,[47 44] ; [3 3],[46.90721649 44.09278351] ; [3.09278351 2.90721649],0
p4,1,1.0,0.0,[47 47] ; [3 3],[47. 47.] ; [3. 3.],0
a4,1,1.0,0.0,[47 47] ; [3 3],[47. 47.] ; [3. 3.],0
