Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,50.618969,[108  20] ; [12 32],[89.30232558 38.69767442] ; [30.69767442 13.30232558],1
a5,1,0.000394,12.561639,[100  28] ; [22 22],[90.79069767 37.20930233] ; [31.20930233 12.79069767],1
n6,1,0.000488,12.161787,[108  20] ; [26 18],[99.72093023 28.27906977] ; [34.27906977  9.72093023],1
p11,1,0.001216,10.465439,[95 33] ; [21 23],[86.3255814 41.6744186] ; [29.6744186 14.3255814],0
s7,1,0.003622,8.464223,[74 46] ; [15 27],[65.92592593 54.07407407] ; [23.07407407 18.92592593],0
b2,1,0.004201,8.195018,[24 54] ; [11  5],[29.04255319 48.95744681] ; [ 5.95744681 10.04255319],0
b3,1,0.004201,8.195018,[24 54] ; [11  5],[29.04255319 48.95744681] ; [ 5.95744681 10.04255319],0
u1,1,0.005469,7.717401,[30 98] ; [ 2 42],[ 23.81395349 104.18604651] ; [ 8.18604651 35.81395349],0
p4,1,0.008824,6.858054,[64 64] ; [12 32],[56.55813953 71.44186047] ; [19.44186047 24.55813953],0
p6,1,0.016344,5.765516,[ 26 102] ; [ 2 41],[ 20.95906433 107.04093567] ; [ 7.04093567 35.95906433],0
p2,1,0.019088,5.493437,[99 29] ; [26 18],[93.02325581 34.97674419] ; [31.97674419 12.02325581],0
a3,1,0.022726,5.189317,[96 32] ; [25 19],[90.04651163 37.95348837] ; [30.95348837 13.04651163],0
b5,1,0.025442,4.993548,[88 40] ; [22 22],[81.86046512 46.13953488] ; [28.13953488 15.86046512],0
a8,1,0.044855,4.024097,[ 16 103] ; [ 1 41],[ 12.56521739 106.43478261] ; [ 4.43478261 37.56521739],0
p3,1,0.058844,3.56967,[53 74] ; [11 32],[47.81176471 79.18823529] ; [16.18823529 26.81176471],0
a4,1,0.098746,2.725676,[62 66] ; [15 29],[57.30232558 70.69767442] ; [19.69767442 24.30232558],0
r1,1,0.100763,2.693433,[102  26] ; [29 14],[98.05847953 29.94152047] ; [32.94152047 10.05847953],0
d2,1,0.108712,2.572842,[76 52] ; [20 24],[71.44186047 56.55813953] ; [24.55813953 19.44186047],0
a2,1,0.14056,2.171815,[31 97] ; [ 6 38],[ 27.53488372 100.46511628] ; [ 9.46511628 34.53488372],0
p12,1,0.143213,2.143089,[ 16 111] ; [ 2 41],[ 13.44705882 113.55294118] ; [ 4.55294118 38.44705882],0
s8,1,0.1486,2.086564,[68 59] ; [18 26],[63.87134503 63.12865497] ; [22.12865497 21.87134503],0
r4,1,0.149119,2.081244,[113  15] ; [35  9],[110.13953488  17.86046512] ; [37.86046512  6.13953488],0
n1,1,0.168818,1.893408,[18 13] ; [ 9 14],[15.5 15.5] ; [11.5 11.5],0
p8,1,0.17178,1.86734,[34 94] ; [ 7 36],[30.69005848 97.30994152] ; [10.30994152 32.69005848],0
v3,1,0.186946,1.74152,[44 77] ; [10 30],[40.58385093 80.41614907] ; [13.41614907 26.58385093],0
b1,1,0.187928,1.733789,[49 79] ; [12 32],[45.39534884 82.60465116] ; [15.60465116 28.39534884],0
s1,1,0.237207,1.397119,[  9 117] ; [ 1 43],[  7.41176471 118.58823529] ; [ 2.58823529 41.41176471],0
a1,1,0.257403,1.28267,[  2 126] ; [ 2 42],[  2.97674419 125.02325581] ; [ 1.02325581 42.97674419],0
d3,1,0.28456,1.145184,[87 41] ; [26 18],[84.09302326 43.90697674] ; [28.90697674 15.09302326],0
s4,1,0.29217,1.109596,[ 25 102] ; [12 32],[27.47953216 99.52046784] ; [ 9.52046784 34.47953216],0
s5,1,0.294238,1.100129,[34 82] ; [16 26],[36.70886076 79.29113924] ; [13.29113924 28.70886076],0
p10,1,0.330968,0.945105,[98 30] ; [29 13],[95.62352941 32.37647059] ; [31.37647059 10.62352941],0
d5,1,0.342588,0.900724,[99 29] ; [37  7],[101.20930233  26.79069767] ; [34.79069767  9.20930233],0
v4,1,0.372515,0.795258,[118   9] ; [39  5],[116.60233918  10.39766082] ; [40.39766082  3.60233918],0
r3,1,0.380818,0.76806,[117  11] ; [42  2],[118.3255814   9.6744186] ; [40.6744186  3.3255814],0
u2,1,0.390008,0.738916,[20 12] ; [9 9],[18.56 13.44] ; [10.44  7.56],0
p5,1,0.468897,0.524574,[ 10 116] ; [ 2 41],[  8.94674556 117.05325444] ; [ 3.05325444 39.94674556],0
b4,1,0.498441,0.458254,[77 51] ; [29 15],[78.88372093 49.11627907] ; [27.11627907 16.88372093],0
d1,1,0.556158,0.3464,[82 46] ; [26 18],[80.37209302 47.62790698] ; [27.62790698 16.37209302],0
r2,1,0.605119,0.267344,[122   5] ; [43  1],[122.54385965   4.45614035] ; [42.45614035  1.54385965],0
u4,1,0.610445,0.259527,[  5 123] ; [ 1 43],[  4.46511628 123.53488372] ; [ 1.53488372 42.46511628],0
p1,1,0.631439,0.230115,[ 15 113] ; [ 4 40],[ 14.13953488 113.86046512] ; [ 4.86046512 39.13953488],0
p9,1,0.652698,0.202516,[104  24] ; [32  9],[103.00591716  24.99408284] ; [32.99408284  8.00591716],0
a6,1,0.820959,0.051217,[79 49] ; [28 16],[79.62790698 48.37209302] ; [27.37209302 16.62790698],0
s2,1,0.833793,0.044033,[98 30] ; [33 11],[97.48837209 30.51162791] ; [33.51162791 10.48837209],0
a7,1,0.835935,0.042888,[91 37] ; [32 12],[91.53488372 36.46511628] ; [31.46511628 12.53488372],0
u3,1,0.837733,0.041941,[21 11] ; [13  6],[21.33333333 10.66666667] ; [12.66666667  6.33333333],0
n2,1,0.852416,0.03461,[23  9] ; [16  7],[22.69090909  9.30909091] ; [16.30909091  6.69090909],0
v1,1,0.880281,0.022684,[57 63] ; [21 22],[57.42331288 62.57668712] ; [20.57668712 22.42331288],0
s6,1,0.945058,0.004749,[99 27] ; [34  9],[99.15976331 26.84023669] ; [33.84023669  9.15976331],0
n3,1,0.973032,0.001143,[21 10] ; [15  7],[21.05660377  9.94339623] ; [14.94339623  7.05660377],0
d4,1,0.974696,0.001006,[105  23] ; [36  8],[104.93023256  23.06976744] ; [36.06976744  7.93023256],0
v2,1,0.994568,4.6e-05,[60 63] ; [19 20],[59.98148148 63.01851852] ; [19.01851852 19.98148148],0
