Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,4e-06,21.34783,[93 13] ; [3 7],[87.72413793 18.27586207] ; [8.27586207 1.72413793],1
r2,1,0.00256,9.097205,[101   5] ; [7 3],[98.68965517  7.31034483] ; [9.31034483 0.68965517],0
s1,1,0.011083,6.451948,[  3 102] ; [2 8],[  4.56521739 100.43478261] ; [0.43478261 9.56521739],0
r3,1,0.011083,6.451948,[102   3] ; [8 2],[100.43478261   4.56521739] ; [9.56521739 0.43478261],0
p10,1,0.015624,5.844688,[78 25] ; [4 6],[74.74336283 28.25663717] ; [7.25663717 2.74336283],0
s6,1,0.02336,5.141534,[85 20] ; [5 5],[82.17391304 22.82608696] ; [7.82608696 2.17391304],0
n6,1,0.052967,3.744954,[64 40] ; [3 7],[61.12280702 42.87719298] ; [5.87719298 4.12280702],0
n1,1,0.057159,3.617958,[11 28] ; [3 1],[12.69767442 26.30232558] ; [1.30232558 2.69767442],0
b5,1,0.063017,3.456153,[64 42] ; [3 7],[61.22413793 44.77586207] ; [5.77586207 4.22413793],0
a6,1,0.064715,3.412241,[73 33] ; [4 6],[70.36206897 35.63793103] ; [6.63793103 3.36206897],0
p2,1,0.068216,3.325435,[81 25] ; [5 5],[78.5862069 27.4137931] ; [7.4137931 2.5862069],0
s2,1,0.068216,3.325435,[81 25] ; [5 5],[78.5862069 27.4137931] ; [7.4137931 2.5862069],0
s8,1,0.078256,3.10076,[52 54] ; [2 8],[49.34482759 56.65517241] ; [4.65517241 5.34482759],0
d3,1,0.087978,2.910979,[71 35] ; [4 6],[68.53448276 37.46551724] ; [6.46551724 3.53448276],0
a7,1,0.097125,2.752134,[79 27] ; [5 5],[76.75862069 29.24137931] ; [7.24137931 2.75862069],0
r1,1,0.101527,2.681395,[78 27] ; [5 5],[75.7826087 29.2173913] ; [7.2173913 2.7826087],0
d5,1,0.132677,2.260903,[77 29] ; [5 5],[74.93103448 31.06896552] ; [7.06896552 2.93103448],0
p9,1,0.133673,2.249317,[82 20] ; [6 4],[80.14285714 21.85714286] ; [7.85714286 2.14285714],0
b1,1,0.224269,1.476842,[33 73] ; [5 5],[34.72413793 71.27586207] ; [3.27586207 6.72413793],0
b3,1,0.246841,1.341094,[18 35] ; [3 2],[19.18965517 33.81034483] ; [1.81034483 3.18965517],0
b2,1,0.246841,1.341094,[18 35] ; [3 2],[19.18965517 33.81034483] ; [1.81034483 3.18965517],0
v3,1,0.249767,1.324608,[29 71] ; [1 8],[27.52293578 72.47706422] ; [2.47706422 6.52293578],0
n2,1,0.284423,1.145833,[30 10] ; [2 2],[29.09090909 10.90909091] ; [2.90909091 1.09090909],0
a4,1,0.310511,1.028501,[36 70] ; [5 5],[37.46551724 68.53448276] ; [3.53448276 6.46551724],0
a8,1,0.328708,0.953983,[ 4 96] ; [1 8],[ 4.58715596 95.41284404] ; [0.41284404 8.58715596],0
s4,1,0.340187,0.909727,[37 69] ; [2 8],[35.63793103 70.36206897] ; [3.36206897 6.63793103],0
s5,1,0.476639,0.506544,[42 59] ; [3 7],[40.94594595 60.05405405] ; [4.05405405 5.94594595],0
v2,1,0.48685,0.48348,[50 47] ; [4 6],[48.95327103 48.04672897] ; [5.04672897 4.95327103],0
s7,1,0.515417,0.423054,[45 56] ; [3 6],[44.07272727 56.92727273] ; [3.92727273 5.07272727],0
p7,1,0.531591,0.39135,[59 39] ; [5 5],[58.07407407 39.92592593] ; [5.92592593 4.07407407],0
a3,1,0.535825,0.383333,[63 42] ; [7 3],[63.91304348 41.08695652] ; [6.08695652 3.91304348],0
d1,1,0.545398,0.365626,[53 53] ; [4 6],[52.0862069 53.9137931] ; [4.9137931 5.0862069],0
d2,1,0.645021,0.212236,[45 61] ; [5 5],[45.68965517 60.31034483] ; [4.31034483 5.68965517],0
p6,1,0.688733,0.160461,[25 78] ; [3 7],[25.52212389 77.47787611] ; [2.47787611 7.52212389],0
p8,1,0.694339,0.154428,[45 60] ; [4 4],[45.53097345 59.46902655] ; [3.46902655 4.53097345],0
n5,1,0.696141,0.152518,[38 67] ; [3 7],[37.43478261 67.56521739] ; [3.56521739 6.43478261],0
n3,1,0.749681,0.101799,[30 10] ; [2 1],[29.76744186 10.23255814] ; [2.23255814 0.76744186],0
p11,1,0.840893,0.040301,[67 39] ; [6 4],[66.70689655 39.29310345] ; [6.29310345 3.70689655],0
p3,1,0.858383,0.031838,[39 66] ; [4 6],[39.26086957 65.73913043] ; [3.73913043 6.26086957],0
d4,1,0.870566,0.026549,[87 19] ; [8 2],[86.81034483 19.18965517] ; [8.18965517 1.81034483],0
p1,1,0.878243,0.023469,[ 9 96] ; [1 9],[ 9.13043478 95.86956522] ; [0.86956522 9.13043478],0
a5,1,0.880677,0.022533,[61 45] ; [6 4],[61.22413793 44.77586207] ; [5.77586207 4.22413793],0
u1,1,0.953428,0.003411,[10 96] ; [1 9],[10.05172414 95.94827586] ; [0.94827586 9.05172414],0
p4,1,0.977041,0.000828,[52 53] ; [5 5],[52.04347826 52.95652174] ; [4.95652174 5.04347826],0
b4,1,0.981396,0.000544,[64 42] ; [6 4],[63.96551724 42.03448276] ; [6.03448276 3.96551724],0
